P31946	9606.ENSP00000361930
Q8TDM6	9606.ENSP00000361467
O14490	9606.ENSP00000316377
Q9P1A6	9606.ENSP00000400258
O95886	9606.ENSP00000362444
Q9Y2H0	9606.ENSP00000363023
Q15398	9606.ENSP00000247191
P80370	9606.ENSP00000340292
Q6UY11	9606.ENSP00000349893
O00548	9606.ENSP00000355718
Q9NYJ7	9606.ENSP00000205143
Q9NR61	9606.ENSP00000249749
Q86YH6	9606.ENSP00000358033
Q9NP97	9606.ENSP00000349679
Q8TF09	9606.ENSP00000302936
P56177	9606.ENSP00000354478
Q07687	9606.ENSP00000234198
O60479	9606.ENSP00000389870
Q92988	9606.ENSP00000240306
P56178	9606.ENSP00000222598
P56179	9606.ENSP00000428480
Q96GE9	9606.ENSP00000350961
Q9NW81	9606.ENSP00000403910
Q9NPF5	9606.ENSP00000361363
P28067	9606.ENSP00000363976
Q9UGM3	9606.ENSP00000357905
Q8NFW5	9606.ENSP00000353132
P28068	9606.ENSP00000398890
Q14565	9606.ENSP00000216024
P11532	9606.ENSP00000354923
Q6E0U4	9606.ENSP00000342012
Q13316	9606.ENSP00000340935
Q09013	9606.ENSP00000345997
Q9Y5R6	9606.ENSP00000371711
Q9Y5R5	9606.ENSP00000371686
Q9NQL9	9606.ENSP00000190165
Q5VZB9	9606.ENSP00000319651
Q96MA1	9606.ENSP00000360500
Q5HYR2	9606.ENSP00000471224
Q8IXT2	9606.ENSP00000269945
Q96SC8	9606.ENSP00000383909
Q9Y222	9606.ENSP00000378193
Q09019	9606.ENSP00000270223
Q9Y485	9606.ENSP00000439479
Q8TDJ6	9606.ENSP00000441858
P51530	9606.ENSP00000351185
Q9UI46	9606.ENSP00000480538
Q9GZS0	9606.ENSP00000400252
Q4LDG9	9606.ENSP00000452037
O96015	9606.ENSP00000216068
P24855	9606.ENSP00000385905
Q8IYX4	9606.ENSP00000445366
Q8NFT8	9606.ENSP00000345229
Q96M86	9606.ENSP00000254579
Q9UF47	9606.ENSP00000276570
Q8N7S2	9606.ENSP00000296097
P31689	9606.ENSP00000369127
O60884	9606.ENSP00000314030
Q96EY1	9606.ENSP00000262375
Q8WW22	9606.ENSP00000378324
P25685	9606.ENSP00000254322
P25686	9606.ENSP00000338019
Q9UDY4	9606.ENSP00000359799
O75953	9606.ENSP00000404079
O75190	9606.ENSP00000262177
Q7Z6W7	9606.ENSP00000307197
Q8NHS0	9606.ENSP00000417418
Q9UBS3	9606.ENSP00000249356
Q96KC8	9606.ENSP00000366179
Q99543	9606.ENSP00000368565
Q13217	9606.ENSP00000473631
Q9NNZ3	9606.ENSP00000396896
Q9H3Z4	9606.ENSP00000354111
Q99615	9606.ENSP00000406463
O75937	9606.ENSP00000263697
Q8WXX5	9606.ENSP00000362041
P18858	9606.ENSP00000263274
P49916	9606.ENSP00000367787
P49917	9606.ENSP00000484288
Q5SXM8	9606.ENSP00000360803
O00429	9606.ENSP00000449089
Q9Y6K1	9606.ENSP00000264709
Q9UBC3	9606.ENSP00000328547
Q9UJW3	9606.ENSP00000270172
Q6XZF7	9606.ENSP00000315659
P26358	9606.ENSP00000352516
Q9ULA0	9606.ENSP00000273075
O43598	9606.ENSP00000230431
O00115	9606.ENSP00000222219
Q8WZ79	9606.ENSP00000359699
P49184	9606.ENSP00000358824
Q92874	9606.ENSP00000454562
Q13609	9606.ENSP00000378053
P06340	9606.ENSP00000229829
P13765	9606.ENSP00000390020
Q96BY6	9606.ENSP00000258390
Q5JSL3	9606.ENSP00000276202
Q14183	9606.ENSP00000340017
Q14184	9606.ENSP00000482950
Q14185	9606.ENSP00000280333
Q92608	9606.ENSP00000256935
Q8IZD9	9606.ENSP00000266037
Q8N1I0	9606.ENSP00000404179
Q9H7D0	9606.ENSP00000276440
Q96HP0	9606.ENSP00000294618
Q96N67	9606.ENSP00000251157
Q8NF50	9606.ENSP00000394888
Q9BZ29	9606.ENSP00000365643
Q9BU89	9606.ENSP00000398882
Q99704	9606.ENSP00000233668
O60496	9606.ENSP00000276420
Q7L591	9606.ENSP00000349727
Q8TEW6	9606.ENSP00000344277
Q9P104	9606.ENSP00000262593
Q6PKX4	9606.ENSP00000372160
Q18PE1	9606.ENSP00000344432
Q9UPQ8	9606.ENSP00000361667
Q9NYP3	9606.ENSP00000307143
Q5JWR5	9606.ENSP00000237163
Q9Y3R5	9606.ENSP00000382104
P30046	9606.ENSP00000381386
P09172	9606.ENSP00000376776
Q86YN1	9606.ENSP00000361625
Q8TEK3	9606.ENSP00000381657
Q1HG43	9606.ENSP00000267803
Q1HG44	9606.ENSP00000319705
Q9UKG1	9606.ENSP00000288266
Q8NEU8	9606.ENSP00000446917
P20036	9606.ENSP00000393566
P04440	9606.ENSP00000408146
Q9BVM2	9606.ENSP00000359170
P16444	9606.ENSP00000376807
Q9H4A9	9606.ENSP00000458977
Q9H4B8	9606.ENSP00000268793
Q92784	9606.ENSP00000479526
Q9BZG8	9606.ENSP00000263083
Q9BQC3	9606.ENSP00000255108
Q96FX2	9606.ENSP00000419599
Q9H2P9	9606.ENSP00000359127
Q7L8W6	9606.ENSP00000256538
Q9BTV6	9606.ENSP00000277540
O60762	9606.ENSP00000360644
O94777	9606.ENSP00000322181
Q9P2X0	9606.ENSP00000357384
Q14181	9606.ENSP00000265465
P28340	9606.ENSP00000406046
P49005	9606.ENSP00000480186
Q15054	9606.ENSP00000263681
Q9HCU8	9606.ENSP00000311368
Q07864	9606.ENSP00000322570
P56282	9606.ENSP00000216367
Q9NRF9	9606.ENSP00000363286
Q9NR33	9606.ENSP00000420176
P54098	9606.ENSP00000268124
Q9UHN1	9606.ENSP00000442563
P09884	9606.ENSP00000368349
P06746	9606.ENSP00000265421
Q9UGP5	9606.ENSP00000359181
Q9NP87	9606.ENSP00000379174
Q7Z5Q5	9606.ENSP00000435506
O75417	9606.ENSP00000264233
Q8N608	9606.ENSP00000376855
Q9UHL4	9606.ENSP00000360635
Q9NY33	9606.ENSP00000353701
P27487	9606.ENSP00000353731
P42658	9606.ENSP00000367001
Q6V1X1	9606.ENSP00000339208
Q86TI2	9606.ENSP00000262960
Q7Z7J5	9606.ENSP00000417710
Q6W0C5	9606.ENSP00000339250
Q7L190	9606.ENSP00000335306
A6NC42	9606.ENSP00000359396
A6NFQ7	9606.ENSP00000365838
Q5T2R2	9606.ENSP00000365388
Q8TB45	9606.ENSP00000286234
Q9C005	9606.ENSP00000345837
Q12882	9606.ENSP00000359211
Q14194	9606.ENSP00000321606
Q16555	9606.ENSP00000309539
Q14195	9606.ENSP00000343690
O14531	9606.ENSP00000339850
Q9BPU6	9606.ENSP00000288699
Q14117	9606.ENSP00000276651
P01906	9606.ENSP00000364076
P01920	9606.ENSP00000364080
Q8TE96	9606.ENSP00000384621
Q6PKH6	9606.ENSP00000334801
Q8NEX9	9606.ENSP00000293502
Q8N682	9606.ENSP00000258534
Q6UX65	9606.ENSP00000286692
Q8NBI3	9606.ENSP00000294485
P01903	9606.ENSP00000378786
Q30154	9606.ENSP00000364114
Q96DY2	9606.ENSP00000299732
Q86XH1	9606.ENSP00000407213
Q96MC2	9606.ENSP00000288710
Q8IXS2	9606.ENSP00000312706
Q9H069	9606.ENSP00000382140
O95995	9606.ENSP00000268699
Q5JU00	9606.ENSP00000360560
Q8NEE6	9606.ENSP00000321927
Q8IY82	9606.ENSP00000353942
Q5VUJ9	9606.ENSP00000355480
Q9H095	9606.ENSP00000265239
P21728	9606.ENSP00000377353
P14416	9606.ENSP00000354859
P35462	9606.ENSP00000373169
P21918	9606.ENSP00000306129
Q16643	9606.ENSP00000292385
Q9Y295	9606.ENSP00000329715
P55039	9606.ENSP00000225729
A6NNA5	9606.ENSP00000363254
Q6PGQ1	9606.ENSP00000316137
Q13474	9606.ENSP00000378635
Q6IAN0	9606.ENSP00000378887
A6NNS2	9606.ENSP00000327975
Q9UII6	9606.ENSP00000361785
Q08554	9606.ENSP00000257198
Q02487	9606.ENSP00000280904
Q14574	9606.ENSP00000353608
O60469	9606.ENSP00000383303
Q8TD84	9606.ENSP00000315465
P56555	9606.ENSP00000328676
P57055	9606.ENSP00000331734
Q96T75	9606.ENSP00000350336
Q8IZU8	9606.ENSP00000310565
Q9UL01	9606.ENSP00000332151
Q02413	9606.ENSP00000257192
Q14126	9606.ENSP00000261590
P32926	9606.ENSP00000257189
Q86SJ6	9606.ENSP00000352785
Q9H410	9606.ENSP00000389810
Q9NZW4	9606.ENSP00000382213
P55265	9606.ENSP00000357459
Q96EV8	9606.ENSP00000341680
Q8TEA8	9606.ENSP00000366672
Q96FN9	9606.ENSP00000312224
Q6ZMT9	9606.ENSP00000401597
Q9NZJ0	9606.ENSP00000355958
Q9Y4J8	9606.ENSP00000470152
O60941	9606.ENSP00000384084
Q8N5C7	9606.ENSP00000251250
Q8NBA8	9606.ENSP00000425048
Q86Y01	9606.ENSP00000257600
Q86UW9	9606.ENSP00000322885
Q8TDB6	9606.ENSP00000296161
Q8N9I9	9606.ENSP00000448696
Q9Y2E6	9606.ENSP00000227451
P0CJ85	9606.ENSP00000451859
P0CJ87	9606.ENSP00000451270
Q9NRD9	9606.ENSP00000317997
Q9NRD8	9606.ENSP00000475084
Q68J44	9606.ENSP00000340609
Q9Y6W6	9606.ENSP00000355866
O75319	9606.ENSP00000272444
Q9UNI6	9606.ENSP00000356920
O95147	9606.ENSP00000477653
Q9H1R2	9606.ENSP00000341658
Q9BY84	9606.ENSP00000298573
Q8NEJ0	9606.ENSP00000333917
Q8WTR2	9606.ENSP00000346160
Q6P1R4	9606.ENSP00000346280
P28562	9606.ENSP00000239223
Q9H596	9606.ENSP00000343244
Q9NRW4	9606.ENSP00000397459
Q9BVJ7	9606.ENSP00000357087
Q9BV47	9606.ENSP00000256261
Q5VZP5	9606.ENSP00000354483
Q4G0W2	9606.ENSP00000385885
Q9NX74	9606.ENSP00000455229
Q05923	9606.ENSP00000288943
Q96G46	9606.ENSP00000311977
P51452	9606.ENSP00000226004
O95620	9606.ENSP00000265720
Q13115	9606.ENSP00000240100
Q16690	9606.ENSP00000358596
Q16828	9606.ENSP00000279488
Q16829	9606.ENSP00000417183
Q13202	9606.ENSP00000380530
Q99956	9606.ENSP00000345853
Q6XUX3	9606.ENSP00000356130
P33316	9606.ENSP00000370376
Q9UBX2	9606.ENSP00000485452
A6NLW8	9606.ENSP00000452398
O14640	9606.ENSP00000368169
O14641	9606.ENSP00000005340
Q92997	9606.ENSP00000316054
O00148	9606.ENSP00000242776
Q13838	9606.ENSP00000379475
O77932	9606.ENSP00000364498
Q8WWB3	9606.ENSP00000361278
Q96IM9	9606.ENSP00000361272
Q8IVF4	9606.ENSP00000386770
Q96DT5	9606.ENSP00000475939
Q9UFH2	9606.ENSP00000374490
Q9P2D7	9606.ENSP00000401514
Q9P225	9606.ENSP00000458355
Q8TD57	9606.ENSP00000261383
Q8TE73	9606.ENSP00000265104
Q9C0G6	9606.ENSP00000374045
Q8WXX0	9606.ENSP00000311273
Q96JB1	9606.ENSP00000333363
Q9NYC9	9606.ENSP00000262442
Q14204	9606.ENSP00000348965
Q8NCM8	9606.ENSP00000381167
P63167	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000477310
P63172	9606.ENSP00000356056
P51808	9606.ENSP00000367841
Q7RTS9	9606.ENSP00000269445
Q05193	9606.ENSP00000362014
P50570	9606.ENSP00000373905
Q9UQ16	9606.ENSP00000356705
Q8N1N2	9606.ENSP00000315265
Q13627	9606.ENSP00000381932
Q9Y463	9606.ENSP00000469863
Q86XF0	9606.ENSP00000377768
Q92630	9606.ENSP00000342105
O43781	9606.ENSP00000356076
Q9NR20	9606.ENSP00000441755
P00374	9606.ENSP00000396308
O75923	9606.ENSP00000386881
Q03001	9606.ENSP00000307959
A2CJ06	9606.ENSP00000396593
Q9NVP4	9606.ENSP00000262547
Q8IYY4	9606.ENSP00000332148
Q86YF9	9606.ENSP00000257312
Q86Y13	9606.ENSP00000355028
Q9BQI3	9606.ENSP00000199389
P19525	9606.ENSP00000233057
Q9NZJ5	9606.ENSP00000307235
Q9P2K8	9606.ENSP00000263791
Q01094	9606.ENSP00000345571
Q14209	9606.ENSP00000355249
O00716	9606.ENSP00000262904
Q16254	9606.ENSP00000368686
Q15329	9606.ENSP00000398124
O75461	9606.ENSP00000370936
Q96AV8	9606.ENSP00000323246
A0AVK6	9606.ENSP00000481103
Q6ZTU2	9606.ENSP00000374211
Q9H4G0	9606.ENSP00000337168
O43491	9606.ENSP00000338481
Q9Y2J2	9606.ENSP00000343158
Q9HCM4	9606.ENSP00000263713
Q9HCS5	9606.ENSP00000261486
Q9H329	9606.ENSP00000363694
Q66K89	9606.ENSP00000301727
P43003	9606.ENSP00000265113
P43004	9606.ENSP00000278379
P43005	9606.ENSP00000262352
P48664	9606.ENSP00000221742
Q96JC9	9606.ENSP00000380054
Q96CJ1	9606.ENSP00000273668
Q9HAF1	9606.ENSP00000362166
Q56P03	9606.ENSP00000250454
P0CF75	9606.ENSP00000473842
Q6P2I7	9606.ENSP00000432104
Q99848	9606.ENSP00000407323
Q9BY08	9606.ENSP00000242827
Q15125	9606.ENSP00000417052
O95905	9606.ENSP00000401566
P42892	9606.ENSP00000364028
O95672	9606.ENSP00000302051
Q13011	9606.ENSP00000221418
P40939	9606.ENSP00000370023
P55084	9606.ENSP00000325136
Q9NTX5	9606.ENSP00000436585
Q86YB7	9606.ENSP00000360577
Q96DC8	9606.ENSP00000368517
P30084	9606.ENSP00000357535
Q08426	9606.ENSP00000231887
P42126	9606.ENSP00000301729
O75521	9606.ENSP00000369461
Q16610	9606.ENSP00000358045
Q5VYK3	9606.ENSP00000259335
O94769	9606.ENSP00000344758
P12724	9606.ENSP00000302324
Q19T08	9606.ENSP00000479243
Q9BQ95	9606.ENSP00000270517
Q008S8	9606.ENSP00000442307
Q9H8V3	9606.ENSP00000376457
Q8WWZ3	9606.ENSP00000335076
Q9UNE0	9606.ENSP00000258443
Q92838	9606.ENSP00000363680
Q96F86	9606.ENSP00000320503
Q6P2E9	9606.ENSP00000351811
Q92611	9606.ENSP00000256497
Q9BV94	9606.ENSP00000363616
Q9BZQ6	9606.ENSP00000318147
O60869	9606.ENSP00000224073
O43854	9606.ENSP00000296591
P05305	9606.ENSP00000368683
P20800	9606.ENSP00000361668
P14138	9606.ENSP00000337128
P25101	9606.ENSP00000315011
P24530	9606.ENSP00000366416
Q3B7T1	9606.ENSP00000349244
Q15075	9606.ENSP00000317955
O75530	9606.ENSP00000263360
Q7L9B9	9606.ENSP00000242108
P68104	9606.ENSP00000339063
Q05639	9606.ENSP00000217182
P24534	9606.ENSP00000376056
P29692	9606.ENSP00000410059
P26641	9606.ENSP00000331901
Q96G04	9606.ENSP00000398502
O00418	9606.ENSP00000263026
P13639	9606.ENSP00000307940
A6NFE3	9606.ENSP00000418678
Q9BUY7	9606.ENSP00000326267
Q6NXP0	9606.ENSP00000420854
Q8IY85	9606.ENSP00000332111
O75071	9606.ENSP00000361001
Q8N4Y2	9606.ENSP00000435299
Q9BSW2	9606.ENSP00000409382
Q9HAE3	9606.ENSP00000262103
Q8N7B9	9606.ENSP00000403932
A4FU69	9606.ENSP00000378312
Q5THR3	9606.ENSP00000262726
A8K855	9606.ENSP00000360129
A8MWE9	9606.ENSP00000383366
A8MZ26	9606.ENSP00000381247
Q9HA90	9606.ENSP00000414597
Q96RP9	9606.ENSP00000419038
Q8N7U6	9606.ENSP00000295824
Q5JVL4	9606.ENSP00000360107
Q5JST6	9606.ENSP00000404232
Q9BUP0	9606.ENSP00000264059
Q96C19	9606.ENSP00000365147
Q7Z2Z2	9606.ENSP00000268206
Q8WVE0	9606.ENSP00000372206
Q5JPI9	9606.ENSP00000357829
Q96AZ1	9606.ENSP00000300209
P20827	9606.ENSP00000357392
O43921	9606.ENSP00000215368
P52797	9606.ENSP00000357393
P52798	9606.ENSP00000414378
P52803	9606.ENSP00000328777
P98172	9606.ENSP00000204961
P52799	9606.ENSP00000245323
Q15768	9606.ENSP00000226091
Q8N6R0	9606.ENSP00000354920
Q14156	9606.ENSP00000254624
Q9Y2G0	9606.ENSP00000384081
O43281	9606.ENSP00000216733
P43897	9606.ENSP00000313877
P49411	9606.ENSP00000322439
Q8IUX8	9606.ENSP00000369976
Q9UHF1	9606.ENSP00000360764
Q99944	9606.ENSP00000378888
Q63HQ2	9606.ENSP00000346964
P00533	9606.ENSP00000275493
P01133	9606.ENSP00000265171
Q9GZT9	9606.ENSP00000355601
Q96KS0	9606.ENSP00000469686
Q9H6Z9	9606.ENSP00000250457
P17813	9606.ENSP00000362299
P18146	9606.ENSP00000239938
P11161	9606.ENSP00000242480
Q06889	9606.ENSP00000318057
Q05215	9606.ENSP00000445626
Q8N3D4	9606.ENSP00000312671
Q8NDI1	9606.ENSP00000263991
Q9H4M9	9606.ENSP00000479153
Q9NZN4	9606.ENSP00000263277
Q9NZN3	9606.ENSP00000327116
Q9H223	9606.ENSP00000220325
Q9NZC4	9606.ENSP00000435835
Q9H9B1	9606.ENSP00000417980
Q96KQ7	9606.ENSP00000364678
O14681	9606.ENSP00000278903
Q14232	9606.ENSP00000416250
P49770	9606.ENSP00000266126
Q9UI10	9606.ENSP00000394869
Q13144	9606.ENSP00000273783
Q9NR50	9606.ENSP00000353575
Q9Y6B2	9606.ENSP00000431162
Q96D98	9606.ENSP00000317564
Q8N6I1	9606.ENSP00000375073
Q8N140	9606.ENSP00000435619
Q8N9N8	9606.ENSP00000309175
O60739	9606.ENSP00000232905
P41567	9606.ENSP00000419449
Q9BY44	9606.ENSP00000417229
P41214	9606.ENSP00000271764
Q14152	9606.ENSP00000358140
P55884	9606.ENSP00000354125
Q99613	9606.ENSP00000332604
O15371	9606.ENSP00000216190
P60228	9606.ENSP00000220849
O00303	9606.ENSP00000431800
O75821	9606.ENSP00000253108
O15372	9606.ENSP00000429931
Q13347	9606.ENSP00000362688
O75822	9606.ENSP00000261868
Q9UBQ5	9606.ENSP00000248342
Q9Y262	9606.ENSP00000485663
Q7L2H7	9606.ENSP00000436049
B5ME19	9606.ENSP00000370258
Q53HC9	9606.ENSP00000371559
Q9HBU6	9606.ENSP00000266517
Q9NVF9	9606.ENSP00000356169
P19957	9606.ENSP00000243924
Q15717	9606.ENSP00000385269
Q12926	9606.ENSP00000380479
Q14576	9606.ENSP00000352162
P26378	9606.ENSP00000349594
P0DMC3	9606.ENSP00000484618
Q3SY89	9606.ENSP00000479069
A0A087WX78	9606.ENSP00000479206
A6NLF2	9606.ENSP00000483981
P32519	9606.ENSP00000239882
Q15723	9606.ENSP00000377782
P78545	9606.ENSP00000352673
Q99607	9606.ENSP00000311280
Q9UKW6	9606.ENSP00000311010
P0C7U0	9606.ENSP00000456548
P19419	9606.ENSP00000483056
P41970	9606.ENSP00000228741
P28324	9606.ENSP00000350681
O00472	9606.ENSP00000237853
Q9HB65	9606.ENSP00000320346
P55199	9606.ENSP00000262809
Q8N336	9606.ENSP00000265840
Q8IZ81	9606.ENSP00000326342
Q96FG2	9606.ENSP00000318264
Q92556	9606.ENSP00000312185
Q96JJ3	9606.ENSP00000290246
Q96BJ8	9606.ENSP00000377566
P08246	9606.ENSP00000466090
P15502	9606.ENSP00000351807
Q14241	9606.ENSP00000395574
Q8IYF1	9606.ENSP00000331302
Q8NG57	9606.ENSP00000328232
Q15370	9606.ENSP00000262306
Q15369	9606.ENSP00000478121
P60002	9606.ENSP00000252445
Q9BW60	9606.ENSP00000477602
Q9NXB9	9606.ENSP00000346693
Q9HB03	9606.ENSP00000359022
Q9GZR5	9606.ENSP00000358831
Q9NYP7	9606.ENSP00000359956
Q9H5J4	9606.ENSP00000378105
A1L3X0	9606.ENSP00000424123
O95163	9606.ENSP00000363779
Q6IA86	9606.ENSP00000414851
Q9H9T3	9606.ENSP00000256398
Q96EB1	9606.ENSP00000379267
Q8TE02	9606.ENSP00000379869
Q0PNE2	9606.ENSP00000296149
Q8WYP5	9606.ENSP00000355465
Q00013	9606.ENSP00000358547
O00423	9606.ENSP00000334314
O95834	9606.ENSP00000468312
Q32P44	9606.ENSP00000378254
Q9HC35	9606.ENSP00000320663
Q05BV3	9606.ENSP00000451998
Q6ZMW3	9606.ENSP00000348842
Q5T6L9	9606.ENSP00000355735
Q6PCB8	9606.ENSP00000302289
Q5UCC4	9606.ENSP00000334037
Q8N766	9606.ENSP00000420608
Q15006	9606.ENSP00000220853
Q9P0I2	9606.ENSP00000245046
Q5J8M3	9606.ENSP00000267750
Q9BV81	9606.ENSP00000380322
Q9NPA0	9606.ENSP00000256545
O43402	9606.ENSP00000253457
Q9Y3B6	9606.ENSP00000403210
P50402	9606.ENSP00000358857
Q96AY2	9606.ENSP00000376952
A4GXA9	9606.ENSP00000457353
Q96A84	9606.ENSP00000335481
Q9Y6C2	9606.ENSP00000369677
Q9BXX0	9606.ENSP00000254528
Q9NT22	9606.ENSP00000332806
P54849	9606.ENSP00000256951
P54851	9606.ENSP00000352540
P54852	9606.ENSP00000270221
Q9H4I9	9606.ENSP00000327467
Q7Z589	9606.ENSP00000433205
Q04741	9606.ENSP00000258106
Q04743	9606.ENSP00000450962
Q8N8S7	9606.ENSP00000355809
Q9NRM1	9606.ENSP00000379383
Q8NFI3	9606.ENSP00000462333
O14682	9606.ENSP00000479101
O94919	9606.ENSP00000278505
P21128	9606.ENSP00000397679
Q8N8Q3	9606.ENSP00000429190
Q6UWT2	9606.ENSP00000382675
Q9H0I2	9606.ENSP00000243878
Q8TC29	9606.ENSP00000331044
Q03111	9606.ENSP00000252674
A6NNW6	9606.ENSP00000345555
P06733	9606.ENSP00000234590
P13929	9606.ENSP00000324105
Q7L5Y1	9606.ENSP00000345974
P09104	9606.ENSP00000437402
Q9UHY7	9606.ENSP00000273920
Q8TC92	9606.ENSP00000261488
Q16206	9606.ENSP00000337146
P14625	9606.ENSP00000299767
P22413	9606.ENSP00000354238
Q13822	9606.ENSP00000259486
O14638	9606.ENSP00000406261
Q9Y6X5	9606.ENSP00000318066
Q9UJA9	9606.ENSP00000360436
Q6UWR7	9606.ENSP00000296741
Q6UWV6	9606.ENSP00000332656
Q14264	9606.ENSP00000391594
Q8IYW4	9606.ENSP00000317431
P98073	9606.ENSP00000284885
P49961	9606.ENSP00000360250
Q9Y5L3	9606.ENSP00000347213
O75355	9606.ENSP00000301825
Q9Y227	9606.ENSP00000351520
O75356	9606.ENSP00000335246
O75354	9606.ENSP00000365840
Q9NQZ7	9606.ENSP00000359520
Q5MY95	9606.ENSP00000360561
Q96C92	9606.ENSP00000349929
Q9NPA8	9606.ENSP00000429986
Q5NDL2	9606.ENSP00000373206
O95936	9606.ENSP00000388620
Q9UBC2	9606.ENSP00000393313
Q09472	9606.ENSP00000263253
Q14507	9606.ENSP00000315098
P56851	9606.ENSP00000314810
Q96L91	9606.ENSP00000374213
A6NDY0	9606.ENSP00000408598
Q99814	9606.ENSP00000263734
P16452	9606.ENSP00000300215
Q9H2F5	9606.ENSP00000263062
Q52LR7	9606.ENSP00000258484
P16422	9606.ENSP00000263735
Q9UNN8	9606.ENSP00000216968
Q9UM22	9606.ENSP00000199448
Q9HCE0	9606.ENSP00000282041
Q6UW88	9606.ENSP00000411898
P21709	9606.ENSP00000275815
P29317	9606.ENSP00000351209
P29320	9606.ENSP00000337451
P54764	9606.ENSP00000281821
P54756	9606.ENSP00000480763
Q9UF33	9606.ENSP00000374323
Q15375	9606.ENSP00000358309
P29322	9606.ENSP00000166244
Q5JZY3	9606.ENSP00000362139
P54762	9606.ENSP00000381097
P29323	9606.ENSP00000363763
P54753	9606.ENSP00000332118
P54760	9606.ENSP00000350896
O15197	9606.ENSP00000481994
Q9H6B9	9606.ENSP00000221730
Q8IUS5	9606.ENSP00000359410
P58107	9606.ENSP00000484472
O95278	9606.ENSP00000356489
Q7L775	9606.ENSP00000406027
Q9Y6I3	9606.ENSP00000406209
O95208	9606.ENSP00000320543
Q9H201	9606.ENSP00000268933
Q14677	9606.ENSP00000429824
A6NHQ4	9606.ENSP00000484710
P19235	9606.ENSP00000222139
P01588	9606.ENSP00000252723
O95925	9606.ENSP00000361746
P42566	9606.ENSP00000360798
Q12929	9606.ENSP00000281172
Q9C0D9	9606.ENSP00000260585
Q99645	9606.ENSP00000261172
Q9NQ60	9606.ENSP00000369371
Q5T890	9606.ENSP00000288985
O75616	9606.ENSP00000254928
Q9NZ08	9606.ENSP00000296754
Q6P179	9606.ENSP00000400376
P04626	9606.ENSP00000269571
P21860	9606.ENSP00000267101
Q15303	9606.ENSP00000342235
Q96RT1	9606.ENSP00000426632
O15083	9606.ENSP00000288221
Q2NKX8	9606.ENSP00000334675
P07992	9606.ENSP00000013807
P18074	9606.ENSP00000375809
P19447	9606.ENSP00000285398
P28715	9606.ENSP00000347978
Q03468	9606.ENSP00000348089
Q13216	9606.ENSP00000265038
P24390	9606.ENSP00000329471
P33947	9606.ENSP00000258739
O43731	9606.ENSP00000386918
O14944	9606.ENSP00000244869
P62495	9606.ENSP00000353741
P15170	9606.ENSP00000398131
Q8IYD1	9606.ENSP00000341247
Q4G0M1	9606.ENSP00000442304
P50548	9606.ENSP00000222329
Q14534	9606.ENSP00000265896
O76062	9606.ENSP00000279263
Q9UKR5	9606.ENSP00000256319
P48449	9606.ENSP00000380837
Q969X5	9606.ENSP00000377374
Q96RQ1	9606.ENSP00000353270
Q9Y282	9606.ENSP00000349970
P11308	9606.ENSP00000414150
P84090	9606.ENSP00000451080
Q8IV48	9606.ENSP00000429615
A8K979	9606.ENSP00000350651
O43414	9606.ENSP00000361331
Q5W0A0	9606.ENSP00000298738
Q86X53	9606.ENSP00000262109
A1L162	9606.ENSP00000387298
Q5RHP9	9606.ENSP00000322609
A6NGS2	9606.ENSP00000367429
Q6P6B1	9606.ENSP00000315614
Q7L0X2	9606.ENSP00000295910
Q96DZ1	9606.ENSP00000185150
O75477	9606.ENSP00000410964
O94905	9606.ENSP00000276461
Q96PL5	9606.ENSP00000361595
Q8TAM6	9606.ENSP00000380453
Q7Z2K6	9606.ENSP00000340427
O75460	9606.ENSP00000401445
Q76MJ5	9606.ENSP00000256797
Q96HE7	9606.ENSP00000379042
Q86YB8	9606.ENSP00000346635
Q96DN0	9606.ENSP00000266397
P30040	9606.ENSP00000261735
Q9BS26	9606.ENSP00000262455
P0DP91	9606.ENSP00000423550
P11474	9606.ENSP00000384851
O95718	9606.ENSP00000422488
P62508	9606.ENSP00000355904
Q9UJM3	9606.ENSP00000366702
B6SEH8	9606.ENSP00000473153
B6SEH9	9606.ENSP00000472919
Q8TE68	9606.ENSP00000201647
Q9H6S3	9606.ENSP00000435585
Q8TE67	9606.ENSP00000358820
Q96AP7	9606.ENSP00000278927
Q5FWF5	9606.ENSP00000269214
Q56NI9	9606.ENSP00000306999
Q9H501	9606.ENSP00000202816
Q96J88	9606.ENSP00000318982
Q9NQ30	9606.ENSP00000370812
Q96BH3	9606.ENSP00000340660
Q14674	9606.ENSP00000257934
Q6ZVH7	9606.ENSP00000339115
B1AK53	9606.ENSP00000367059
P03372	9606.ENSP00000405330
Q92731	9606.ENSP00000343925
Q6NXG1	9606.ENSP00000405738
Q9H6T0	9606.ENSP00000418748
Q96DF8	9606.ENSP00000252137
Q86US8	9606.ENSP00000263073
P23141	9606.ENSP00000353720
O00748	9606.ENSP00000317842
Q6UWW8	9606.ENSP00000304782
Q5XG92	9606.ENSP00000444052
Q6NT32	9606.ENSP00000428864
P10768	9606.ENSP00000367992
Q8N693	9606.ENSP00000361669
Q9BSJ8	9606.ENSP00000267113
A0FGR8	9606.ENSP00000251527
A0FGR9	9606.ENSP00000374218
Q9NY74	9606.ENSP00000272342
P13804	9606.ENSP00000452762
P38117	9606.ENSP00000346173
Q16134	9606.ENSP00000426638
Q6IPR1	9606.ENSP00000370761
