PA37438	P31946
PA162387057	Q96KS9
PA162387068	Q9BTA0
PA162387077	Q92567
PA162387098	A1KXE4
PA162387117	Q9Y6X4
PA162386739	Q05DH4
PA162386769	Q8N612
PA162386798	Q5W0V3
PA162386837	Q86V87
PA28018	P09467;Q2TU34
PA28019	O00757
PA162387167	A1A519
PA162387168	A6NMN3
PA162387176	Q5VUB5;Q9Y438;B3KMX9
PA162387197	A8MVW0
PA162387220	Q6P995
PA162387241	Q8WUF8
PA162387296	Q8TBP5
PA162387297	Q3ZCQ3
PA134930220	Q9BVV8
PA162387378	Q8N128
PA162387394	A6PVY3
PA162387456	Q8IXR5;B3KV66
PA162387559	Q6UWF9
PA162387572	Q6P0A1
PA162387582	Q8N9Y4
PA162387593	A6NEQ2
PA164719746	A6NL82
PA164719768	Q8NB25;Q6P9G8
PA164719809	Q9ULE4
PA164719851	Q8N0U4
PA164719869	A6NE01
PA164719890	Q8IYM0
PA164719910	Q17R55
PA165478574	O60320
PA165585777	Q15884;Q8WU02
PA25608	P81408;Q96AD8;Q96H71
PA165663979	P78312
PA165660336	Q96PV7
PA165756587	Q6PEV8;B0QYU2
PA165618089	Q8TCP9
PA165664101	P0CF97
PA134910767	Q9H8W3
PA25865	Q9NSI2
PA134974173	Q5JX71
PA25646	Q5JX69
PA134993051	Q96ND0
PA25647	Q96KR6
PA142671609	Q32MH5
PA134880815	Q7L5A3
PA128395781	Q8WUB2
PA147358510	Q8N7L0
PA134935759	Q8IXS0
PA25720	Q9NTX9
PA162379827	Q96MZ4
PA134916501	Q8IW50
PA134953632	Q5XKK7
PA165617654	Q7Z4H9
PA162380501	A4D161
PA134925958	A6H8Z2
PA143485364	Q5U5X8
PA142672246	Q8WU58;B3KQ88
PA145148896	Q6P4D5;Q6P187
PA142672269	Q96M60
PA164717160	Q86W67
PA162380460	Q4G0N7
PA25564	Q9H0X4
PA128395790	A2RU67
PA162379734	Q8N8J7
PA134863788	Q96D05
PA33211	P16118
PA33212	O60825
PA33213	Q16875
PA33214	Q16877
PA145148939	Q08E93
PA162387782	Q6IPT2
PA164719912	Q8N5Q1
PA162387797	Q96KD3
PA162387816	Q6NXP2
PA142671859	Q8N7N1
PA142671860	P0C5J1
PA142671796	Q86YD7
PA142671800	A8MXJ8
PA142671802	A6NKC0
PA142671803	A6NJQ4
PA142671804	A6NNJ1
PA142671805	A6NDY2
PA142671807	A8MX19
PA142671808	P0C7W8
PA142671809	P0C7W9
PA142671814	A6NE21
PA142671810	P0C7V4
PA142671815	A6NIJ5
PA142671820	Q658Y4
PA27940	P00742;Q5JVE7
PA27941	P03951
PA161	P00748;Q8IZZ5
PA164719541	O94988
PA25916	Q9NYF5
PA164719657	Q8NE31;B4DSU7;A8K181
PA162386699	Q8NDB6
PA134888583	Q96MK3;Q8IYA5
PA134898453	Q8IXL6
PA134930660	A6NFZ4
PA134880209	Q8N5W8
PA145148065	Q7L5A8
PA134956082	Q9Y421
PA134950686	Q8N2R8
PA134976508	Q6ZT52
PA134944222	Q5JRC9
PA134969396	Q8NA70
PA145148924	Q5HY64
PA128394730	Q9H0Q0
PA134990565	Q9NUQ9
PA134984709	Q14320
PA134912073	Q9Y247
PA142671887	Q6NSI3
PA134957918	Q14153
PA25917	Q9NYF3
PA159	P12259
PA142671831	Q8IYT1;B2RCB4;B4DXH7;B3KQ44
PA142671832	Q8TC56
PA143485460	Q8NEG0
PA162387759	Q8N9W8
PA142671833	Q5TYM5
PA142671834	Q86X60
PA162387831	Q6L9T8
PA142671837	Q8TAV0
PA142671838	Q5HYJ3
PA134970135	Q5JUQ0;Q8N2W3
PA142671841	Q5VT40
PA160	P08709
PA142671846	Q8TBF8
PA142671847	Q96LP2
PA142671851	Q86UY5
PA134987811	Q5T0W9
PA25669	Q9BQN1
PA25670	Q9H4H8
PA142671852	Q2M2I3
PA142671853	Q8NEG4
PA144596433	A6ND36
PA144596434	Q6ZRV2
PA143485461	Q9NVL1
PA142671794	Q96GI7
PA27986	Q9UBU6
PA27952	P00451
PA142671823	A1XBS5
PA142671826	Q6ZTR7
PA142671777	Q8NCA5
PA142671778	Q52LJ0
PA142671779	Q17RN3
PA27954	P00740
PA27977	P16930
PA27955	O00519;Q9UG55
PA162385543	Q6GMR7;B2C6G4
PA162395058	Q8IVS2
PA27960	P15090
PA27961	Q01469
PA27962	P51161
PA27963	O15540
PA27964	Q0Z7S8
PA27958	P05413
PA27957	P12104
PA27956	P07148;Q6FGL7
PA24735	Q96Q35
PA27999	Q9BXW9
PA37466	O75844
PA34302	Q9Y256
PA142672385	Q96PS1
PA162388007	Q8WVX9
PA162388036	Q96K12
PA142671759	Q8NFF5
PA27972	Q13158
PA27973	O60427
PA27974	O95864
PA27975	Q9Y5Q0
PA134883572	Q8N9I5
PA27976	Q9UNN5
PA162385570	Q96CS3
PA134860971	Q96GK7
PA162385597	Q6P2I3
PA25551	Q6P587
PA38647	Q9NVQ4
PA142671899	O60667
PA33955	Q05397;Q658W2
PA33956	Q14289
PA145148834	Q53R41
PA134974924	Q9NYY8
PA145148868	Q14CZ7
PA134882196	Q969Z0;B3KM73
PA145148886	Q7L8L6
PA38366	P98173
PA27979	P58499
PA38627	Q92520
PA38628	Q96BQ1
PA27992	Q8IZU1
PA27993	Q8IZU0
PA27994	Q8IZT9
PA165478601	Q9Y2M0
PA27995	O15360;Q86U55
PA27996	Q8NB91
PA27997	Q00597
PA28000	Q9HB96
PA28001	Q9NPI8;A3KME0
PA28002	O15287;Q53XM5
PA162387928	Q9NVI1;B3KNW8
PA134906421	Q9BX63
PA134887656	Q9NW38
PA134943156	Q8IYD8
PA134976727	Q8TC84
PA31795	Q92636
PA142672470	Q6NZ36;Q6ZRT9
PA144596473	Q9BTP7
PA28004	Q9Y4F1
PA134873245	O94887
PA142671775	Q14296
PA28006	P49327
PA164719952	Q14517
PA28009	Q9NYQ8;Q6PIA2
PA134962612	Q8TDW7
PA134954366	Q6V0I7;B3KU84
PA134875203	Q969F0
PA134918761	Q5TGI0
PA134891641	Q8N539
PA134948258	Q8NFZ0
PA142671776	Q8WUP2
PA28013	P23142
PA28014	P98095;Q86V58;Q9Y3V7
PA27652	Q12805
PA27653	O95967;B2RCM5
PA28015	Q9UBX5
PA162388107	Q53RD9
PA28016	P35555
PA28017	P35556
PA38681	Q75N90
PA164719513	A6NFH5
PA128394675	Q5T0N5;B4DSI7
PA28012	P22087
PA162388128	Q9HAH7
PA164720011	Q9HCM7
PA134904114	P0C2W1
PA25575	Q5XX13
PA134980842	Q6X9E4
PA25465	Q9Y297
PA28050	Q9UKB1
PA28030	Q9UK96;Q59F51
PA28031	Q86XK2
PA134894755	Q8NCQ5
PA134901223	Q8IX29
PA38676	Q96EF6
PA28034	O94952;Q4G104;Q8IUQ5
PA28035	Q8NEZ5
PA28037	O75426;A4D2D3
PA28038	Q8TCJ0
PA38675	Q8NI29
PA134876528	Q9NVF7
PA31895	Q9UK22
PA28041	Q8TB52
PA28042	Q5XUX0
PA28043	Q969P5;Q0VAQ6
PA134861757	Q7Z6M2
PA134910884	Q9NWN3
PA134918778	Q8NEA4
PA134929999	Q6PIJ6
PA134889729	Q8N4B4
PA28040	Q9UK99;Q49AF1
PA134971542	Q9UH90
PA134946052	Q8TF61
PA134951560	Q6P3S6
PA134913061	Q4G163
PA134863106	Q9H4M3
PA162388157	Q5MNV8
PA162388158	Q5FWF7
PA28044	Q9UKT5;B3KNA0
PA164723566	Q6ZVX7
PA28045	Q9UKT4
PA28046	Q9NRD1
PA28047	Q9Y3I1
PA28048	Q9NRD0;Q8IXA8
PA28049	Q9UK97
PA28021	Q9UKC9
PA28022	Q9UKT7
PA28024	Q9UKA2
PA28025	Q9UKA1
PA28026	Q8N531
PA28027	Q9UJT9
PA28028	Q96CD0
PA28052	Q9UKT8
PA35751	P57775
PA134928070	Q969U6
PA28054	Q969H0
PA28039	Q8N3Y1
PA134910095	Q5XUX1
PA142671773	Q8WWV6
PA28055	P24071
PA28058	P06734
PA28056	P12319
PA31109	Q01362
PA28057	P30273
PA162388159	Q9Y324;Q4FZ45
PA28063	P12318
PA28064	P31994
PA28065	P08637
PA28066	O75015
PA28059	Q9Y6R7
PA28060	P12314
PA28061	Q92637
PA28067	P55899
PA134870625	O14526;B7ZAZ3
PA134911830	Q0JRZ9
PA37056	Q13630
PA28069	O00602
PA28070	Q15485
PA28071	O75636;Q6UXM4
PA142671766	Q96LA6
PA37913	Q96LA5;B4E0W2
PA142671767	Q96P31
PA142671768	Q96PJ5
PA142671769	Q96RD9
PA142671770	Q6DN72
PA162388180	Q7L513;Q6MZF2
PA162388195	Q6BAA4
PA134871859	Q86WN1
PA128394562	O94868
PA134863646	Q8N0W3
PA28073	P37268;Q6IAX1
PA134922601	Q8NFU4;Q540F3
PA162388212	Q6P4F2
PA164720055	Q9BRP7
PA134940973	Q9BSK4
PA28089	Q9UK73
PA134891999	Q96JP0
PA28090	P39748;Q6FHX6
PA134973730	Q96RJ6
PA162388314	Q9BQL6;Q54A15;Q49AC8
PA162388349	Q96AC1
PA28095	P16591;Q05DA5
PA28098	P07332
PA24614	P02771
PA24642	P02765
PA28099	Q9UGM5
PA134875093	Q99581
PA28100	Q99689
PA28101	Q9UHY8
PA162388419	A0PJY2
PA162388420	Q8TBJ5
PA28887	O14842
PA28890	O15552;C6KYL4
PA28888	O14843
PA134924595	Q5NUL3
PA28102	P98174
PA28103	Q7Z6J4
PA28104	Q5JSP0
PA134907925	Q96M96
PA134874843	Q6ZNL6
PA134967436	Q6ZV73
PA28106	O15520
PA28107	Q92914
PA28108	P61328
PA28109	Q92913;A8K1P5
PA28110	Q92915
PA28111	O43320
PA28112	O60258
PA28113	O76093
PA28114	O95750
PA28105	P05230;Q16089
PA28116	Q9NP95
PA28117	Q9NSA1
PA28118	Q9HCT0
PA28119	Q9GZV9
PA28115	P09038
PA28120	P11487
PA28121	P08620
PA28122	P12034;Q8NBG6
PA28123	P10767
PA28124	P21781
PA28125	P55075
PA28126	P31371
PA134880558	Q14512
PA162388435	Q9BYJ0
PA162388444	Q8TAT2
PA28127	P11362
PA28128	P21802
PA28129	P22607;Q0IJ44
PA28130	P22455
PA162388453	Q96C11
PA28133	Q08830
PA28134	Q14314;A4D1B8
PA134972108	Q9NVK5
PA28132	Q8N441;A0PJ49
PA28135	P09769;P78453
PA142671762	B1AJZ9
PA162388490	Q9C0D6
PA28140	P49789
PA28402	Q9BXU8
PA28141	Q13642;B7Z9A1
PA164	Q14192;Q6I9R8;Q2XQU9
PA28142	Q13643
PA134971720	Q5TD97
PA28143	Q9Y613
PA134929910	Q2V2M9
PA29265	Q03591
PA29267	P36980
PA134909646	Q02985
PA134960382	Q92496
PA134937417	Q9BXR6
PA429	P02671
PA163	P02675
PA430	P02679
PA164720070	Q8TAL6
PA28145	O43427
PA162388517	Q9BVA6
PA162388528	Q92562
PA28148	Q6PIW4
PA162388579	A6NMB9
PA145008379	Q6QHK4
PA28147	Q5HY92
PA162388580	Q4L180
PA162388694	Q5D862
PA28169	P20930
PA28194	P02751;Q6MZF4;Q6MZM7;Q6N084;Q9UQS6
PA134875694	Q6UN15
PA134984211	Q9Y3D6
PA165478932	A5D6W6
PA25685	Q8N6M3
PA162388597	Q96SL8
PA28151	Q86VR8
PA28152	Q96AY3;Q8NAG5;Q658U4
PA38607	Q9NYL4
PA38608	Q9NWM8
PA162388608	Q5T1M5
PA28153	P62942;Q0VDC6
PA28154	P68106
PA28159	P26885;Q53XJ5
PA28160	Q00688
PA28161	Q02790
PA28162	Q13451;Q2TA84
PA28163	O75344
PA28164	Q9Y680
PA28165	Q14318
PA28166	O95302;A7YQ73
PA28167	Q9UIM3
PA134976709	Q9H9S5
PA162388669	O75072
PA134864847	Q15007
PA134901005	Q8NFG4
PA28170	Q01543
PA28171	Q13045
PA134992638	Q7Z7B0
PA28172	P21333;Q60FE5;Q6NXF2
PA28173	O75369
PA28174	Q14315;Q59H94
PA28175	O75955;Q5ST80
PA28176	Q14254;Q9BTI6
PA25982	Q9UGQ2
PA28177	Q9NZU1
PA28178	O43155;B3KPR2
PA28179	Q9NZU0;Q8NC95
PA28182	P49771
PA28181	P36888
PA142672403	Q5VTH2
PA162388695	Q9Y5Y0;B2RB38
PA162388720	Q9UPI3
PA164717374	Q96HJ9
PA28185	Q9NZ56
PA28186	O95466
PA28144	Q96PY5
PA134992328	Q8IVF7
PA165	Q01740
PA164741534	Q99518;Q5JPC7
PA166	P31513;Q53FW5
PA28188	P31512
PA28189	P49326;Q9HA79;Q53H53
PA142671753	O60774
PA28190	Q06828;Q12833
PA134927784	Q8N0W7
PA28191	Q06787
PA142671304	Q96DP5
PA134870460	Q9H479
PA128394597	Q96RU3
PA134971679	Q8N3X1;B3KNP0
PA142672215	Q9BVV2
PA128394588	Q9Y2H6
PA134936830	Q53EP0
PA134906656	Q4ZHG4
PA134883376	Q9H6D8
PA134924607	Q8NAU1
PA142671756	Q5VTL7
PA142671757	Q8TC99
PA162380178	Q8TBE3
PA142671758	Q8TF40
PA162388758	Q9P278
PA28199	P49354
PA28202	P49356
PA134934777	Q5VW36;B3KNV9
PA134920282	Q8IX07
PA134947303	Q8WW38;Q9NPQ0
PA165543408	Q9HBA9
PA167	Q05932
PA28205	Q04609
PA28207	P15328
PA28209	P14207
PA28211	P41439
PA143485399	Q96NB1
PA28213	P53539
PA28214	P15407
PA28215	P15408
PA28212	P01100;Q6FG41
PA201090	P55317
PA201091	Q9Y261;B0ZTD4
PA201092	P55318
PA28216	Q99853
PA145148830	Q5VYV0
PA28217	Q12948
PA28218	Q99958
PA28219	Q16676
PA28220	O60548
PA28221	Q9UJU5
PA28222	Q12950
PA28223	O00358
PA28225	Q13461
PA28226	Q12946
PA28227	Q12947
PA162388806	P55316
PA28231	O75593
PA28232	Q12951
PA162388813	Q6ZQN5
PA164720107	A8MTJ6
PA28233	Q92949
PA134982817	Q9P0K8
PA134945417	Q9UPW0
PA134978307	P85037
PA29851	Q01167
PA28234	Q12952;Q498Y4
PA28235	P58012;Q53ZD3
PA28236	Q08050;Q53Y49
PA37368	O15353
PA162388822	P32314
PA26460	O00409
PA134982965	Q96NZ1;A6H901
PA162379723	Q6ZUU3;Q8NB78
PA28237	Q12778
PA28239	O43524
PA162388882	P98177
PA162388893	A8MYZ6
PA28241	Q9H334;Q548T7
PA28242	O15409;Q8N6B5
PA201094	Q9BZS1
PA134943098	Q8IVH2
PA134924898	Q9C009
PA134959382	Q6PIV2
PA134950741	Q6PJQ5
PA162388894	O43638
PA142672253	Q0VG06;A4ZI32
PA28243	O14772
PA28075	P14324
PA28244	P21462
PA162388901	P25090
PA162388910	P25089;Q6L5J4
PA33950	Q9P2B2
PA142671764	A0AVI2
PA162388227	Q2WGJ9
PA134941638	O95684
PA134980133	Q86XX4
PA28361	Q92837
PA28362	O75474
PA28369	Q16595
PA134892147	Q5H8C1
PA134930862	Q5SZK8
PA28372	Q14331
PA162388920	Q96QU4
PA162388921	A6NGY1
PA162388919	Q64ET8
PA28392	P02794
PA28412	P02792
PA164717186	O95876
PA28373	P42685
PA134946784	Q9P2Q2
PA128394605	Q9Y2L6;Q2TB00;B3KNA2
PA134993010	Q8N878
PA134903920	A2A2Y4
PA142671751	Q7Z6J6
PA134913028	Q96NE9
PA162388934	Q6ZUT3
PA162388963	Q9BZ67
PA134910182	Q5SYB0
PA134947461	Q68DX3
PA143485474	Q5JV73
PA134977575	Q14CM0
PA142670941	Q6ZNA5
PA25979	Q9P0K9
PA134850063	Q8WU20
PA134961503	O43559
PA134967984	O94915;B3KXG5;Q6ZR29
PA134927490	Q5TBA9
PA162389023	Q5H9T9
PA128394534	Q16658
PA28378	O14926
PA28379	Q9NQT6
PA26931	Q9BXM9;Q8N450;B7Z3W5
PA134882882	Q9BTV5
PA38279	A1L4K1
PA28382	P01225
PA28386	P23945
PA142671750	Q8NA03
PA162376150	Q9BRQ8
PA28389	Q12841
PA28390	O95633
PA134969998	Q6MZW2
PA134978045	Q8N475
PA28388	P19883
PA28391	O95954
PA134941146	Q8N4E7
PA162401983	Q68CZ1
PA152208656	Q9C0B1;B3KU60
PA28420	Q96AE4
PA30097	Q92945
PA28421	Q96I24
PA134972390	A2VDF0
PA28424	Q9BTY2
PA28422	P04066
PA134930330	Q96A29;B3KQH0
PA28139	P07954
PA134875965	Q8IVP5
PA134908797	Q9BWH2
PA32894	P09958
PA28425	P35637;Q6IBQ5;Q13344
PA134872572	Q6P4F1
PA134914077	Q495W5
PA28428	P19526;Q6IZA2
PA28429	Q10981;A8K2L2
PA28430	P21217;A8K737
PA28431	P22083
PA28432	Q11128
PA28433	P51993;Q6P7E6
PA28434	Q11130
PA28435	Q9BYC5;Q546E0
PA28436	Q9Y231
PA145148782	Q9BT04
PA142671760	Q4VC44
PA162388745	Q96CP2
PA134928763	Q9NU39;B3KVK3
PA134941846	Q6VB84
PA142671752	Q8WXT5
PA162388804	Q5VV16
PA162388805	Q3SYB3
PA25915	Q96IV6
PA134934043	Q9NXK8
PA134979350	Q8N1E6
PA134928704	Q9H469
PA25536	Q8N461
PA134920563	Q9UF56
PA134949446	Q96ME1
PA134911396	Q6PCT2
PA134976410	Q96IG2
PA28023	Q9UKT6;Q3KPF8
PA134959373	Q6P050
PA28439	P51114
PA28440	P51116
PA143485473	Q96CU9
PA145148808	Q8IWF2
PA28443	Q14802
PA28444	P59646
PA28445	Q96DB9;Q86TE4
PA28446	Q9H0Q3
PA28450	P58549
PA28452	O15117;Q05DE9
PA142672418	Q5VWT5
PA28453	Q9BQS8
PA28454	P06241
PA165697116	Q9Y2I7
PA28456	Q9ULW2
PA28455	Q9UP38
PA28457	Q14332
PA28458	Q9NPG1
PA28459	Q9ULV1
PA28460	Q13467
PA28461	O60353
PA28462	O75084
PA28463	Q9H461
PA28464	O00144
PA134896003	Q9UM11
PA142671707	P27469
PA143485482	Q96N19;Q9NQC5
PA36563	O60478
PA143485483	Q8N3F9;Q6AWC7;B3KW22
PA164720127	Q7L622
PA28883	O60883
PA162389105	Q13283;Q5U0Q1;Q6ZP53
PA162389134	Q9UN86
PA134934259	O14556
PA28554	P04406
PA134889661	Q99999
PA134913637	Q9H3Q3
PA134864180	Q96A11
PA134921067	Q96RP7
PA134954784	Q8TAE8
PA25926	O95866;B0V023
PA134944773	Q9NQR9
PA134968446	Q9BUM1
PA28468	P35575
PA28469	P11413
PA29170	O95479
PA28841	P06744
PA28472	O43826;B4DUH2;A8K0S7
PA35892	P57057
PA134917577	Q8TED4
PA38195	Q99501;A0A5E8
PA134986846	Q8NHY3
PA134979032	Q86XJ1
PA28510	P24522
PA28511	O75293
PA28512	O95257
PA25544	O95177
PA28477	Q13480;Q9HA84
PA28478	Q9UQC2
PA28479	Q8WWW8
PA134933290	Q2WGN9
PA162389163	Q06547
PA164741559	Q8TAK5
PA28485	Q06546;A8IE48;Q8IYS3
PA28484	Q9UBS5;Q5SUJ9;Q8IW08
PA28896	O75899
PA24372	P80404
PA134944477	Q6ZQY3
PA145148765	A6NGK3
PA162389230	Q6NT46
PA162389260	Q13066
PA162389276	Q4V326
PA28516	Q13065
PA28517	Q13069
PA28518	Q13070
PA145148778	O76087
PA165697369	Q9UFP1
PA165664058	Q6UWH4;Q9NYZ0
PA28528	O14976
PA28529	P22466
PA28530	P54803
PA142671193	Q8NB37
PA28531	Q14376
PA28533	P51570
PA28534	Q01415
PA134980075	Q96C23
PA28535	P34059;Q96I49
PA162389277	Q9UBC7
PA28545	P47211
PA28546	O43603
PA28547	O60755
PA30054	Q10472;Q9HB15
PA28537	Q10471
PA28538	Q14435
PA28539	Q8N4A0
PA28540	Q7Z7M9
PA28541	Q8NCL4
PA28542	Q86SF2
PA28543	Q9NY28
PA28544	Q9HCQ5
PA28548	P07902
PA28549	Q14353
PA28551	Q14697
PA28552	Q8TET4
PA30692	O60318
PA28550	Q9H2C0;B3KTC3
PA142671748	Q14C86;B3KN67
PA164720283	Q9H4G4
PA164720193	Q8N292
PA164720194	Q9NY12
PA134888032	Q9H706
PA142671865	Q75VX8
PA134861523	Q5VVW2
PA28575	P41250
PA28578	P54826
PA28580	O43903
PA28582	Q14393
PA28583	O60861
PA134970616	Q5JY77
PA134976848	Q96D09
PA26143	P32239
PA28577	P01350
PA28584	P15976
PA28585	P23769
PA28586	P23771
PA28587	P43694
PA28588	Q9BWX5
PA28589	Q92908;Q05CA6
PA128394680	Q9H0R6
PA33191	O75879
PA162389278	O43716
PA142671745	Q8WUU5
PA28590	P50440
PA38773	Q9HCG7
PA134861643	Q9H227;A8K9N1
PA28776	P62873
PA28778	P62879;Q6FHM2
PA176	P16520
PA134864200	Q9HAV0
PA28595	Q92538
PA28781	P50151
PA28782	P61952;Q53Y01
PA134956700	Q9UBI6
PA28783	Q9P2W3
PA28790	P63211
PA28784	P59768
PA28785	P63215
PA28786	P50150;B1APZ0
PA28787	P63218
PA28789	O60262
PA134921496	Q9UK08
PA134967297	Q8N5D6
PA28791	O14610
PA28596	P32455
PA28597	P32456;Q8TCE5
PA28598	Q9H0R5
PA134959399	Q96PP9
PA134862968	Q96PP8
PA134964409	Q6ZN66
PA142671744	Q8N8V2
PA28489	P14867;A8K177
PA28490	P47869
PA28491	P34903
PA28492	P48169
PA28493	P31644
PA28494	Q16445
PA28480	O95166;Q6IAW1
PA28495	P18505
PA28496	P47870
PA28497	P28472
PA28498	O14764;A8K496
PA28499	P78334
PA28500	Q8N1C3
PA28501	P18507
PA28502	Q99928
PA28481	Q9H0R8
PA28482	P60520
PA28503	O00591
PA28505	P24046
PA28506	P28476
PA134952133	A8MPY1
PA28504	Q9UN88
PA28599	Q14549
PA28600	P52951
PA38796	Q96CN9;A4D0Z4
PA134876902	Q8IWJ2;B3KR21
PA28604	Q92947
PA25892	P16383
PA28608	P30793;Q8IZH9
PA28611	Q14397
PA28614	Q9NP62
PA28615	O75603
PA28616	Q92616
PA168	Q02742;Q86T81
PA28620	O95395
PA143485475	Q9P109
PA162389279	Q6ZNI0
PA38598	Q9BSJ2
PA38597	Q96CW5
PA162407404	Q9UGJ1
PA38599	Q96RT8
PA28803	Q9H3P7
PA38507	Q96RT7
PA181	P04150
PA134980592	Q8N6F7
PA28716	P23378
PA24780	P48728
PA29067	Q02108;B3KU69
PA186	P33402
PA29068	Q02153
PA28627	Q96MZ0
PA28626	Q8TB36
PA28628	Q9NXN4
PA35862	P16260
PA162389327	Q9NZC3
PA24618	P35573
PA28630	P55107
PA28631	O95390
PA134866647	Q99988
PA28629	P27539
PA28632	Q9UK05
PA28633	Q9NR23
PA28635	P43026
PA28636	Q6KF10
PA28637	Q7Z4P5;Q75RY1
PA162396253	O14793;Q53S46
PA28639	O60383
PA28641	P31150
PA28642	P50395;Q6IAT1
PA24963	P52565
PA24964	P52566
PA24965	Q99819
PA28644	P39905
PA269	P07093
PA134879258	Q8N9F7
PA134907263	Q9HCC8
PA142671741	Q7L5L3
PA142671742	Q6W3E5
PA142671743	Q8WTR4
PA162378247	Q6ZNW5
PA34221	P52306;Q6U7G8;B3KNU0
PA29011	P06396
PA35784	O14893
PA134945791	Q8TEQ6;Q58EZ8
PA134952855	Q8WXD5
PA134959810	Q9H840
PA162389344	Q9NWZ8
PA38455	O75496
PA28645	P55040
PA162389359	Q17RS7
PA28840	Q9NQX3
PA165618100	Q7L5D6
PA28647	P14136
PA28649	Q5VTD9
PA24344	Q99684;B3KVN4
PA128394667	Q9NXC2
PA144596430	Q3B7J2
PA28651	Q06210
PA28652	O94808
PA28653	P56159
PA28654	O00451
PA28655	O60609
PA28656	Q9GZZ7
PA145008357	Q6UXV0
PA28609	P30047
PA145148775	A1L429
PA145148780	A6NDE8
PA162389200	A6NER3
PA165478685	A6NI86
PA28657	Q9UJY5
PA165512779	Q9HBQ8
PA28658	Q9UJY4
PA28659	Q9NZ52;A8K6M0;A8K6I6
PA164714645	Q9BVM4
PA162389392	O75223
PA162389275	Q9UEU5
PA142671203	Q5JRK9
PA432	Q92820
PA162389409	Q9H3C7
PA134903452	Q86UU5
PA28661	O95749
PA28662	P19440
PA162389442	P36269
PA142671739	Q6P531;Q6ZPD7
PA28669	Q9UJ14;A0PJJ9
PA28671	Q9BX51
PA162389523	Q14390
PA162389554	O75420
PA36647	Q6Y7W6
PA134955826	Q9H936
PA35864	Q9H1K4
PA147358034	Q8N2G8
PA28673	Q9H3K2
PA28676	Q02643
PA142671740	Q9UBU3
PA28674	P10912
PA28677	Q92847
PA134994398	Q8IVV7;B3KXL6
PA25649	Q9NWU2
PA29644	P13284
PA134978698	Q8WWP7
PA134984698	Q9UG22
PA128394681	Q9NUV9
PA29578	Q96F15
PA128394720	Q6P9H5
PA134915933	Q8NHV1
PA128394762	Q8ND71
PA162389674	Q9NXP7
PA134959041	Q9NU53
PA34371	O14908
PA142671735	Q8TF65
PA142671736	Q8TF64
PA28682	P48546;Q4VBP1
PA28681	P09681
PA28683	Q9Y2X7;Q59FC3
PA28684	Q14161;Q6FI58
PA134880503	Q5VSY0
PA134898851	Q9NS71;Q53YU7
PA162389760	Q86XP6
PA28986	Q6EEV4;P0CAP2;P0CAP1
PA128394758	Q96MS3
PA134906610	Q7Z4J2
PA134947079	Q68CQ7
PA134939919	Q9H1C3
PA134885559	Q6UWU2
PA162389761	Q8IW92
PA145148764	Q8NCI6
PA145148750	O94923;B3KML4
PA38657	Q86VQ1
PA28591	P04062;B7Z6S9
PA134987566	Q9Y223
PA162389865	Q8IVS8
PA134918975	Q6PIY7
PA134882405	Q6ZMI3
PA28718	Q53GS7;B3KMG0
PA28594	Q04446;Q59ET0
PA26433	P01215;Q6I9S8
PA28720	P08151;B4DNF7
PA28721	P10070;Q1PSW9;Q59FV5
PA28722	P10071
PA28723	P10075
PA134988403	P48060
PA134948186	Q8NBF1
PA134919876	Q9BZE0
PA134878768	Q8NEA6;Q1PHJ8
PA134870088	Q92990
PA142672533	Q8WWB7
PA28743	P15104;A8YXX4
PA29179	Q16775
PA162389795	Q9HC38
PA28725	P43220
PA28726	O95838
PA134922683	Q9H4A5
PA29080	P02724
PA29081	P06028
PA29082	P04921
PA29083	P15421
PA28702	Q14410
PA28703	Q14409
PA162389723	Q6ZS86
PA28700	P32189
PA28727	P23415
PA28728	P23416
PA28729	O75311;Q9UPF3
PA28730	P48167
PA28731	P35754
PA28732	Q9NS18
PA162389829	O76003
PA134992547	Q86SX6
PA28607	P47871
PA28734	O94925
PA134933506	Q9UI32
PA134870832	Q86SR1
PA134911149	Q8NCW6
PA134929192	Q8IXK2
PA134887166	Q8IUC8
PA134920089	Q96FL9
PA134936170	Q8N3T1
PA134991608	Q8N428;Q68VJ8
PA38124	Q6IS24;Q2L4S5
PA134950929	Q6P9A2;Q58A54
PA162389864	A6NH11
PA134934705	Q7Z4T8
PA164720162	Q49A17
PA142671729	Q9NZD2
PA33774	P14314
PA134952868	Q7Z3D6;Q4LE40
PA28606	P01275
PA35879	P14672
PA28748	Q6IB77
PA35753	P34896
PA29078	O15488
PA29077	P46976
PA142671727	Q969I3
PA142671728	Q8WU03
PA165617919	Q5SZD4
PA35755	P34897;Q5HYG8;Q5BJF5;B4DJQ3
PA165450093	Q49A26
PA143485477	Q96IK5;Q53SE7
PA28754	O60547
PA28755	Q9Y692;B1AT47
PA28756	Q9UKD1
PA28758	P60983
PA28759	O60234
PA134963566	Q9P107
PA28760	Q99445
PA134925506	Q96IJ6
PA134875590	Q9Y5P6
PA28761	P36959
PA28762	Q9P2T1
PA28764	P29992
PA28765	Q03113;Q6ZQV4
PA28766	Q14344
PA28767	O95837
PA28768	P30679
PA134901326	Q96EK6
PA172	P63096
PA24347	P04899;B3KP24;B3KX51
PA173	P08754
PA28770	P38405;A8K1Y9;Q8N2B4
