UniRef100_P31946	P31946;V9HWD6
UniRef100_B4DEE2	B4DEE2
UniRef100_F8WB95	F8WB95
UniRef100_A0A024R363	A0A024R363
UniRef100_R4GMQ2	R4GMQ2
UniRef100_D6RF85	D6RF85
UniRef100_F2Z3A1	F2Z3A1
UniRef100_Q9UEL6	Q9UEL6
UniRef100_Q85ZX8	Q85ZX8
UniRef100_A0A024R684	A0A024R684
UniRef100_A0A024RBP8	A0A024RBP8
UniRef100_A0A087X1P7	A0A087X1P7
UniRef100_F1T0F3	F1T0F3;J3KNQ9
UniRef100_H7BY38	H7BY38
UniRef100_Q8NE73	Q8NE73
UniRef100_O75812	O75812
UniRef100_Q9B302	Q9B302
UniRef100_A0A024RAG5	A0A024RAG5
UniRef100_Q4G8X5	Q4G8X5
UniRef100_B4E3F4	B4E3F4
UniRef100_Q4GQW0	Q4GQW0
UniRef100_D3DVS7	D3DVS7
UniRef100_Q4G115	Q4G115
UniRef100_Q4G7F8	Q4G7F8
UniRef100_A1E5M1	A1E5M1;Q4LE81
UniRef100_Q9P1C0	Q9P1C0
UniRef100_C9JMH9	C9JMH9
UniRef100_Q3SXZ0	Q3SXZ0
UniRef100_F1DAL9	F1DAL9
UniRef100_A0A024RC88	A0A024RC88
UniRef100_Q5U0E6	Q5U0E6
UniRef100_A0A0A0N0M3	A0A0A0N0M3
UniRef100_F2Z3P0	F2Z3P0
UniRef100_E5KTA6	E5KTA6;F5GYA2
UniRef100_J3KS30	J3KS30
UniRef100_Q0VWP6	Q0VWP6
UniRef100_Q6AHZ8	Q6AHZ8
UniRef100_A0A0A0MQR0	A0A0A0MQR0;O95743
UniRef100_D6R947	D6R947
UniRef100_F2Z2C6	F2Z2C6
UniRef100_C0LTP6	C0LTP6
UniRef100_J3KSY2	J3KSY2
UniRef100_Q6UWW7	Q6UWW7
UniRef100_A0A024R0B2	A0A024R0B2
UniRef100_E9PSD5	E9PSD5
UniRef100_F8WE58	F8WE58
UniRef100_A0A455QYR6	A0A455QYR6
UniRef100_A0A024RDB2	A0A024RDB2
UniRef100_C9JA90	C9JA90
UniRef100_Q29967	Q29967
UniRef100_F5H4T4	F5H4T4
UniRef100_E9PND6	E9PND6;H0YEW0
UniRef100_A0A0G2JIM1	A0A0G2JIM1
UniRef100_B4DFL6	B4DFL6
UniRef100_G3V114	G3V114
UniRef100_A0A1W2PRN6	A0A1W2PRN6
UniRef100_K7ELE8	K7ELE8
UniRef100_B4DX41	B4DX41
UniRef100_D3DUZ3	D3DUZ3
UniRef100_Q6N065	Q6N065
UniRef100_K7EIX1	K7EIX1
UniRef100_Q4F200	Q4F200
UniRef100_B3KY49	B3KY49
UniRef100_Q6V3B1	Q6V3B1
UniRef100_B7Z326	B7Z326
UniRef100_M0R2G3	M0R2G3
UniRef100_F5GWT2	F5GWT2;H0YFZ5;H0YFM2
UniRef100_J3QQW4	J3QQW4
UniRef100_A0A1N7SYD3	A0A1N7SYD3
UniRef100_F8W7A7	F8W7A7;J3QKU2;A0A0A0MS97
UniRef100_G3XAG1	G3XAG1
UniRef100_A0A1J0QPY3	A0A1J0QPY3
UniRef100_E5FQ58	E5FQ58;D3JTA6;C9WCR9;A0A2I4PZ90;G1EPZ9;I6SJ74;I6TEY6;A0A120GVT6;G1EPL2;A0A180H6X6;A0A1C8DUJ2;Q209I2;D7NQV9;W0HII9;G1EQ27;A0A186VN28;G3D6K0;Q8WLR0;G9HW45;A0A2I4PZA5;G9HW38;M9PNX1;G1EMP2;G0KXG6;A0A1X9I5M3;A0A2I4PZA4
UniRef100_D3DTM0	D3DTM0;I3L508
UniRef100_A0A1B0GV15	A0A1B0GV15
UniRef100_A8MU75	A8MU75
UniRef100_Q8TB62	Q8TB62;M1V8P5;M1VNN5;A0A075M4J2;G9HWC0;F8RHK3;G9FZ59;Q9MY07;Q861H3
UniRef100_A0A024R4A9	A0A024R4A9
UniRef100_F5GXT6	F5GXT6
UniRef100_A0A087X174	A0A087X174
UniRef100_A0A5F9ZHS7	A0A5F9ZHS7
UniRef100_A0A0J9YW70	A0A0J9YW70
UniRef100_Q5T4U5	Q5T4U5;B4DVB1
UniRef100_A0A2R8Y5E2	A0A2R8Y5E2
UniRef100_H3BUF5	H3BUF5
UniRef100_M0R1N1	M0R1N1
UniRef100_E9PIM3	E9PIM3
UniRef100_J3KNU0	J3KNU0
UniRef100_D6RAI7	D6RAI7
UniRef100_A0A3B3IUD7	A0A3B3IUD7
UniRef100_E3W988	E3W988
UniRef100_M0R1Z5	M0R1Z5
UniRef100_A6ZFK2	A6ZFK2
UniRef100_E9PDZ4	E9PDZ4
UniRef100_H0YCQ4	H0YCQ4
UniRef100_B5MC33	B5MC33
UniRef100_A0A088QCU6	A0A088QCU6
UniRef100_G3V112	G3V112
UniRef100_A0A0A0MRC0	A0A0A0MRC0
UniRef100_B7ZB85	B7ZB85
UniRef100_H0Y2Y1	H0Y2Y1
UniRef100_K7EN53	K7EN53
UniRef100_K7EPP4	K7EPP4
UniRef100_A0A2I3SY47	K7EK61;A0A087WWX9
UniRef100_A0A024R3H5	A0A024R3H5;E9PQL5;E9PKA8
UniRef100_H7BYY1	H7BYY1
UniRef100_E9PEL9	E9PEL9
UniRef100_C9WSJ3	C9WSJ3
UniRef100_C9JME2	C9JME2;M0QYB0
UniRef100_G3QSE4	A0A075B7D6
UniRef100_H0YLT3	H0YLT3
UniRef100_V5L8Q9	V5L8Q9
UniRef100_F2Z3D8	F2Z3D8
UniRef100_A6H8Y1-8	H7C5U4
UniRef100_H3BLV3	H3BLV3
UniRef100_B4DHA8	B4DHA8
UniRef100_Q8WUV1	Q8WUV1;H0YB98
UniRef100_H0YDN4	H0YDN4
UniRef100_Q6FI58	Q6FI58
UniRef100_D3DSM0	D3DSM0
UniRef100_Q4GRF4	Q4GRF4;B4YC62
UniRef100_G3UXB9	A0A5B9M2L1
UniRef100_B9TX75	B9TX75
UniRef100_G3V1B2	G3V1B2
UniRef100_A0A3B3IS74	A0A3B3IS74
UniRef100_A0A087WY94	A0A087WY94
UniRef100_A2RQR6	A2RQR6
UniRef100_Q8WMI6	B4DJV1
UniRef100_Q6ZRC4	Q6ZRC4
UniRef100_A0A087WUB7	A0A087WUB7
UniRef100_Q08E91	Q08E91
UniRef100_H0YCX0	H0YCX0
UniRef100_A0A1J0PR56	A0A1J0PR56
UniRef100_Q8IVP3	Q8IVP3
UniRef100_Q6NX55	Q6NX55
UniRef100_E7EPZ8	E7EPZ8;J3QL60
UniRef100_M0QZN7	M0QZN7
UniRef100_F2Z3L2	F2Z3L2
UniRef100_A0A4D6CPB0	A0A4D6CPB0
UniRef100_A0A0J9YX62	A0A0J9YX62;C9JDX6;C9J2C4;C9J2P2
UniRef100_B5MDF5	B5MDF5
UniRef100_Q6XYD6	Q6XYD6
UniRef100_B7ZLQ8	B7ZLQ8
UniRef100_F2Z2F4	F2Z2F4
UniRef100_F2Z3J7	F2Z3J7
UniRef100_B4DK73	B4DK73
UniRef100_Q7Z319	Q7Z319
UniRef100_F2Z3N0	F2Z3N0
UniRef100_E9PLH8	E9PLH8
UniRef100_A0A091D6N8	R4GMV2
UniRef100_A0A024R6S6	A0A024R6S6
UniRef100_B9ED50	Q7YCC6;B9ED50;A5X014
UniRef100_A0A1B0GTV3	A0A1B0GTV3
UniRef100_G3XA89	G3XA89
UniRef100_Q9B303	Q9B303
UniRef100_A0A087WYM1	A0A087WYM1
UniRef100_G5E991	G5E991
UniRef100_A0A024R7R2	A0A024R7R2
UniRef100_E9PFM6	E9PFM6
UniRef100_U3KQK0	U3KQK0
UniRef100_Q96D37	Q96D37;A0A2X0SZ57
UniRef100_A0A024R3V2	A0A024R3V2
UniRef100_B4E1Z9	B4E1Z9
UniRef100_Q9BXE1	Q9BXE1
UniRef100_G5E9X2	G5E9X2
UniRef100_F8WB79	F8WB79
UniRef100_B1A4G9	B1A4G9
UniRef100_E9PQ57	B0QZ36;E9PQ57;B0QZ37
UniRef100_Q8N4W5	Q8N4W5
UniRef100_J3QS77	J3QS77
UniRef100_Q15H42	Q15H42
UniRef100_F7B931	K7EPW4
UniRef100_A0A2J8J5H7	D6RD33
UniRef100_H9QFG0	H9QFG0
UniRef100_Q4EXW4	Q4EXW4
UniRef100_C9JT67	C9JT67
UniRef100_H0YCC6	H0YCC6
UniRef100_E7EMI5	Q76N25;E7EMI5
UniRef100_F8WF26	F8WF26
UniRef100_A0A3B3IRS5	A0A3B3IRS5
UniRef100_E5RIS5	E5RIS5
UniRef100_H3BT86	H3BT86
UniRef100_B4DFZ5	B4DFZ5;D6R9G5
UniRef100_F8VRK1	F8VRK1
UniRef100_G3XAE9	G3XAE9;Q6P183
UniRef100_B7Z351	B7Z351
UniRef100_A0A1W2PQI9	A0A1W2PQI9
UniRef100_B4DWT1	B4DWT1
UniRef100_G5E9Y1	G5E9Y1
UniRef100_B9TX12	B9TX12
UniRef100_F5GXT9	F5GXT9
UniRef100_B7Z1T1	B7Z1T1
UniRef100_I3L0M3	I3L0M3;I3L4Y2;Q9UJ31
UniRef100_A0A087X1S5	A0A087X1S5
UniRef100_H3BTG6	H3BTG6
UniRef100_Q4F3Y8	Q4F3Y8
UniRef100_Q5SPM2	Q5SPM2
UniRef100_E9JYF1	E9JYF1
UniRef100_B5MCF1	B7Z3P7;B5MCF1
UniRef100_J3QRS3	J3QRS3
UniRef100_E5RFV9	E5RFV9;E5RGG3
UniRef100_G3V1T7	G3V1T7
UniRef100_G9IER9	G9IER9
UniRef100_S6FW71	S6FW71
UniRef100_G5E9W6	G5E9W6
UniRef100_H0YNJ6	H0YNJ6;Q6PKC0;H0YL68
UniRef100_Q06UH9	Q06UH9
UniRef100_A0A1N7SYI1	A0A1N7SYI1;A0A3S6RHG1;A0A5H2UTU0;A0A455JWE1;A0A142J289;A0A0A1TE54
UniRef100_A0A059RP55	A0A059RP55
UniRef100_Q96A30	Q96A30;Q15098
UniRef100_M0R0C1	M0R0C1;M0R1D2
UniRef100_Q6RNG4	Q6RNG4
UniRef100_A0A087WUP3	C9J0K3;A0A087WUP3
UniRef100_D6RDF9	D6RDN8;D6RAX5;D6RDF9;D6R9U5
UniRef100_A0A075B7B1	A0A075B7B1;H0YL34
UniRef100_A0A0B4J1Z9	A0A0B4J1Z9
UniRef100_C1K0Y4	C1K0Y4;G9MDC7;A0A060GU72;D7NSS5;F6IQQ4;S5DHT3;D6MKV3;D6MLA8;A0A4V1DXB7;A0A2H4FZL2;A0A1X9I475;R9QZG8;A0A0E3DCF3;A0A583ZBY9;G0ZDV8;Q4U0W2;V6CKT7;R9QZB8;E1CJE0;D6MLA6;A0A120GVU5;G1EQB1;V5NXU3;C5J000;D7NP39;F6IQQ1;F2XI62;J7K034;A0A0G2R0Y7;A0A1C9LUP5;D6MLF2;F6KRV4;B5KNJ6;E0X9M5;D7NP48;G1ENV8;F1AQP6;D6MJJ0;E3SWL7;Q29645;D3JTA9;A0A583ZC10;D6MKY4;Q4QZ30;Q546E2;D6MJI9;Q70P03;A0A2H4G0A0;D6MKV6;F1AQP8;F2XI60;A0A0A7C809;A0A410P851;A0A2K4UQA0;A0A2U7NI80;X5MBI1;A0A0A7C6L7;Q70P02;C6JSZ1;C8CHA7;F1CCL6;B1VK54;G1EMP9;R9QZ22;V5NVW6;F4YZV4;M4N8S1;S5DI50;R9R088
UniRef100_G3V1J9	G3V1J9
UniRef100_J3QR70	J3QR70
UniRef100_A0A2R8Y4E3	A0A2R8Y4E3
UniRef100_Q9H5I4	Q9H5I4
UniRef100_Q2TAM5	Q2TAM5
UniRef100_B2XNF6	B2XNF6
UniRef100_K4DI81	K4DI81
UniRef100_Q6GY32	Q6GY32
UniRef100_A0A024R841	A0A024R841
UniRef100_A0A0A6YYF2	A0A0A6YYF2
UniRef100_L7XGI1	L7XGI1
UniRef100_Q8N9J7	Q8N9J7
UniRef100_I3L2J4	I3L2J4;I3L3B8
UniRef100_C9JIZ1	C9JHN6;C9JES8;C9JZI8;C9JBS3;C9JT62;C9JHZ8;C9JHS7;C9JEJ8;C9JIZ1;C9J5E5
UniRef100_C8YDE2	C8YDE2
UniRef100_Q17RW3	Q17RW3
UniRef100_G3V411	G3V411
UniRef100_C9IZQ6	C9IZQ6
UniRef100_Q9NPQ9	Q9NPQ9
UniRef100_A0A0D9SG72	A0A0D9SG72
UniRef100_I3L1G4	B0FWH7;I3L1G4
UniRef100_S6B261	S6B261;A0A3S6RJQ0;A0A5H2UGT5;A0A1N7SZ92;Q30030;A0A3S6RHM3;A0A5H2UTN3;A0A3S6RHL2;A0A3S6RJJ2;A0A3S6RHP5;A0A4P2SUL3;A0A5H2UDR1;A0A5H2UTY6;A0A286MCB8;A0A5H2V0J6;A0A5H2UHM5;A0A5H2UHI6;A0A286MCB5;A0A3S6RHK0;A0A455JWA3;A0A3S6RHQ0;A0A4P2STY8;A0A5H2UEP5;A0A5H2UU77;A0A5H2UEM6;A0A493QPA6;A0A3S6RH97;A0A5H2UTR7;A0A455JW90;A0A5H2UUD4;A0A3S6RHB6;A0A3S6RJG6;A0A5H2UGL5;A0A3S6RHA6;A0A3S6RJE9;A0A4P2SUH8;A0A5H2UE78;A0A4V0NPD2;A0A5B9R1C4;A0A4P2SSU7;A0A5H2UUA9;A0A5A4LUW0;A0A4P2SSS8;A0A5H2UTA3;A0A4P2SU35;A0A3S6RHI9;A0A5H2UGU4;A0A5H2UDL7;A0A4P2SV71;A0A455JWF9;A0A3S6RHB4
UniRef100_A0A3L7IBE0	Q53RS6
UniRef100_A0A1N7SYE9	A0A1N7SYE9
UniRef100_A0A5H2UZJ0	A0A5H2UZJ0;A0A583ZC37
UniRef100_I3L1N0	I3L1N0;I3L0Y2
UniRef100_A0A087WTH2	A0A087WTH2
UniRef100_A8K9Q6	A8K9Q6
UniRef100_A0A024R0C4	A0A024R0C4
UniRef100_D3DPE6	D3DPE6
UniRef100_F2Z2Y0	F2Z2Y0
UniRef100_A0A0A0MR48	A0A0A0MR48
UniRef100_A0A087X216	A0A087X216
UniRef100_H0Y2U4	H0Y2U4
UniRef100_A0A0B4J229	A0A0B4J229
UniRef100_A0A1W2PP17	A0A1W2PP17
UniRef100_Q9H2M2	Q9H2M2
UniRef100_A0A087WT44	A0A087WT44
UniRef100_D3DPX9	D3DPX9
UniRef100_Q27H02	Q27H02
UniRef100_A0A2R8YDV8	A0A2R8YDV8
UniRef100_A2VCN0	A2VCN0
UniRef100_B4DMT0	B4DMT0
UniRef100_F8U8C0	F8U8C0
UniRef100_J3KT47	J3KT47
UniRef100_E9PDG8	E9PDG8;B7Z2N2
UniRef100_G5E9U9	G5E9U9
UniRef100_Q6ZQS1	Q6ZQS1;B4E0W0
UniRef100_A2J1M5	A2J1M5
UniRef100_V9NA48	V9NA48
UniRef100_R4GMS9	R4GMS9
UniRef100_A8JMR6	A8JMR6
UniRef100_A3R0J2	A3R0J2
UniRef100_A6ZDH3	A6ZDH3
UniRef100_G3XAF7	G3XAF7
UniRef100_A0A163QEF0	A0A163QEF0
UniRef100_B7ZLJ8	B7ZLJ8
UniRef100_Q15702	Q15702
UniRef100_A0A023R2S6	A0A023R2S6
UniRef100_A0A0C4DGL3	A0A0C4DGL3
UniRef100_B7Z3T3	B7Z3T3
UniRef100_M0R0R0	M0R0R0
UniRef100_L7UQJ2	L7UQJ2
UniRef100_Q0VAP4	Q0VAP4
UniRef100_F5GXW4	F5GXW4
UniRef100_A0A3B3ISS7	A0A3B3ISS7;A0A3B3IT95
UniRef100_Q96I98	Q96I98
UniRef100_I3L4H6	I3L4H6
UniRef100_A0A0C4DGK1	A0A0C4DGK1
UniRef100_X5BVZ3	X5BVZ3
UniRef100_R4GMP8	R4GMP8
UniRef100_B1B1F5	B1B1F5
UniRef100_E9PLQ5	E9PLQ5
UniRef100_Q5VVR7	Q5VVR7
UniRef100_A0A494BZU2	A0A494BZU2
UniRef100_Q9BRS7	Q9BRS7
UniRef100_A0A380T764	A0A380T764
UniRef100_A8K382	A8K382
UniRef100_J3QT48	J3QT48
UniRef100_O14835	O14835
UniRef100_H0Y5R0	H0Y5R0
UniRef100_H3BSV0	H3BSV0
UniRef100_H3BU44	H3BU44
UniRef100_G8JLJ3	G8JLJ3
UniRef100_H3BMH9	H3BMH9
UniRef100_A0A484CVB2	C9JLV2
UniRef100_E9PKR5	E9PKR5
UniRef100_B7Z8D3	B7Z8D3
UniRef100_G3V1A1	G3V1A1;E9PKZ0
UniRef100_I3L2R4	I3L2R4
UniRef100_Q6VL12	Q6VL12;X2C0W8
UniRef100_A0A059RP89	A0A059RP89
UniRef100_H0YA31	H0YA31
UniRef100_B1AKN3	B1AKN3
UniRef100_A0A343UAU3	A0A343UAU3
UniRef100_E9PJ28	E9PQK2;E9PJ28
UniRef100_B2CB36	B2CB36
UniRef100_G5EA29	G5EA29
UniRef100_A0A024R281	A0A024R281
UniRef100_U3L556	U3L556
UniRef100_A0A5F8A8D1	B7Z5F6
UniRef100_F8WED3	F8WED3
UniRef100_T1SS69	T1SS69
UniRef100_H0YJ41	H0YJ41
UniRef100_Q5Y7F1	Q5Y7F1;A0A5P8I421;O19709
UniRef100_H3BNC0	H3BNC0
UniRef100_E9PMA9	E9PMA9
UniRef100_Q5TB25	Q5TB25
UniRef100_A0A0S2Z4G8	A0A0S2Z4G8
UniRef100_E7EXA8	E7EXA8
UniRef100_G9LMU8	G9LMU8
UniRef100_A0A345W7T8	A0A345W7T8
UniRef100_A0A380T921	A0A380T921
UniRef100_L7XZG8	L7XZG8
UniRef100_B3KRN7	B3KRN7
UniRef100_D7PAR1	D7PAR1
UniRef100_Q8WCW3	Q8WCW3;X2D4E2
UniRef100_F5GZH8	F5GZH8
UniRef100_Q5W005	Q5W005
UniRef100_G3V0E7	G3V0E7
UniRef100_A0A2R8Y7M8	A0A2R8Y7M8;A0A2R8YFB0
UniRef100_A0A024RCW5	A0A024RCW5
UniRef100_B4DYK6	A2AB27;B4DYK6
UniRef100_G3XAN5	G3XAN5
UniRef100_E7EM61	E7EM61
UniRef100_A0A024RB56	A0A024RB56
UniRef100_Q15II4	Q15II4
UniRef100_A0A0B4J2F3	A0A0B4J2F3;A0A3B3IT26
UniRef100_Q5JTY2	Q5JTY2
UniRef100_F5GXV1	F5GXV1
UniRef100_A0A0B4L5I9	A0A0B4L5I9
UniRef100_I3L2U4	I3L2U4
UniRef100_Q6VI79	Q6VI79
UniRef100_B5A982	B5A982
UniRef100_A0A1W2PR95	A0A1W2PR95
UniRef100_B3KTU7	B3KTU7
UniRef100_Q05C84	A0A024R065;Q05C84
UniRef100_F8WBD6	F8WBD6
UniRef100_F2Z295	F2Z295
UniRef100_F8VRN7	F8VRN7
UniRef100_Q5T4W7-3	E9PN22
UniRef100_A0A024R584	A0A024R584
UniRef100_A0A024R819	A0A024R819
UniRef100_F5GWY6	F5GWY6
UniRef100_J3KNR3	J3KNR3
UniRef100_Q6NSJ8	Q6NSJ8
UniRef100_B1AK88	B1AK88
UniRef100_B4E2J4	B4E2J4
UniRef100_D3DXB2	D3DXB2;H7C1T3
UniRef100_E9P178	E9P178
UniRef100_Q5JX98	Q5JX98
UniRef100_A0A024R4X8	A0A024R4X8
UniRef100_O60716-6	A0A024R4Y7
UniRef100_Q5FC02	Q5FC02
UniRef100_K7EKR4	K7EKR4
UniRef100_Q5SAJ2	Q5SAJ2
UniRef100_I3L359	I3L359
UniRef100_A0A1N7SYB4	A0A1N7SYB4
UniRef100_B4E0B4	B4E0B4
UniRef100_B3KQS8	B3KQS8
UniRef100_G3V182	G3V182
UniRef100_A6ZFS5	A6ZFS5
UniRef100_C9D7D0	C9D7D0
UniRef100_Q4GFX7	Q4GFX7
UniRef100_D3DS14	D3DS14
UniRef100_B8ZZY4	B8ZZY4
UniRef100_F2WH89	F2WH89
UniRef100_B4DLC8	B4DLC8
UniRef100_B4DQ77	B4DQ77
UniRef100_J3QS31	J3QS31
UniRef100_A0A5A4LLE3	A0A5A4LLE3
UniRef100_A0A075B7D9	A0A075B7D9
UniRef100_A6YTK8	A6YTK8
UniRef100_Q5XTI1	Q5XTI1;A0A1B0TCB9;Q5SAK6;A0A2U7WTJ0
UniRef100_A0A1B0GWA8	A0A1B0GWA8
UniRef100_Q5HYF5	Q5HYF5
UniRef100_A0A1N7SYB0	A0A1N7SYB0;A0A3S6RJN9;A0A455JUR3;A0A3S6RJJ0;A0A142J282;A0A5H2UE25;B9W6F8;A0A5H2UY16;A0A5A4LHL7;A0A0S2C388;A0A5H2UDZ5
UniRef100_B7Z6P3	B7Z6P3
UniRef100_H0Y7N1	H0Y7N1
UniRef100_A0A126GWS4	A0A126GWS4
UniRef100_J3QSG0	J3QSG0
UniRef100_Q4F2K8	Q4F2K8
UniRef100_A6H8Y7	A6H8Y7
UniRef100_A0A3B3IS19	A0A3B3IS19
UniRef100_E9PLY7	E9PLY7
UniRef100_M0QY36	M0QY36
UniRef100_Q9UES5	Q9UES5
UniRef100_C9K0W5	C9K0W5
UniRef100_F5H6K5	F5H6K5
UniRef100_A4D7U3	A4D7U3
UniRef100_B3KT21	B2ZP79;B3KT21;B1PL87
UniRef100_E9PE20	E9PE20
UniRef100_U5Y3L1	U5Y3L1
UniRef100_G3V213	G3V213
UniRef100_A6YV54	A6YV54;Q5Q2N8
UniRef100_G5E9R5	G5E9R5
UniRef100_B5BNW5	B5BNW5
UniRef100_R4I9P2	R4I9P2
UniRef100_Q5T706	Q5T706
UniRef100_A0A024R2M4	A0A024R2M4
UniRef100_B3KUR1	B3KUR1
UniRef100_A0S2X6	A0S2X6
UniRef100_B4DUC8	B4DUC8
UniRef100_A0A343SXQ5	A0A343SXQ5
UniRef100_Q2M3L1	Q2M3L1
UniRef100_Q7Z4H2	Q7Z4H2
UniRef100_D3DTP7	D3DTP7
UniRef100_C7SJX3	C7SJX3
UniRef100_A9UJI6	A9UJI6
UniRef100_F2WE31	F2WE31
UniRef100_F2Z397	F2Z397
UniRef100_B3KVL5	B3KVL5
UniRef100_Q96CY4	Q96CY4
UniRef100_A0A087WVX3	A0A087WVX3;A0A087WY76
UniRef100_A0A1W2PP95	A0A1W2PP95
UniRef100_Q9HB00	Q9HB00
UniRef100_E9PIZ4	E9PIZ4
UniRef100_Q49AN9	Q49AN9
UniRef100_Q86X91	Q86X91
UniRef100_F1D8P7	F1D8P7;M0QZF5
UniRef100_B7Z9X4	B7Z9X4;H3BU25;H3BSC3
UniRef100_A0A2R8YD14	A0A2R8YD14
UniRef100_Q9NX84	Q9NX84
UniRef100_A0A5H2UTD7	A0A5H2UTD7;D3U695;E0WBW8;F1AQL1;M9P8U0;F8SKV4;D5M8F5;M9P8Z1;K9LCM9;D5FHI7;Q8SNB2;D6C6A2;D5FHH5;F2X612;D6ML30;D6C6C9;I6QU07;G0ZMF5;K0D9I4;D6ML15;D6MJA5;A0A2U7MZG2;F2VP69;M9PNU7;D7NPA5;I3VZ05;A0A1X9I3P7;K9L7Q2;D5FHR3;D5FZI3;F2VNC6;E9LY06;I2GUL0;D5FHL9;G1END7;I3QHQ7;K9LD65;D3U694;C4PJK5;D5FHR6;E2GJE4;K7P5F2;D6C6A0;D6C6A1
UniRef100_G3XAD0	G3XAD0
UniRef100_Q8N437	Q8N437
UniRef100_E9PJT1	E9PJT1
UniRef100_B2RNC6	B2RNC6
UniRef100_D6W507	D6W507
UniRef100_E9PH57	E9PH57
UniRef100_A0A024R4P4	A0A024R4P4
UniRef100_A0A087WZF6	A0A087WZF6
UniRef100_D3DNK8	D3DNK8
UniRef100_G3V140	G3V140
UniRef100_Q8WYG7	Q8WYG7
UniRef100_K4DIA1	K4DIA1
UniRef100_B4DHE0	B4DHE0
UniRef100_A0A087X1W6	A0A087X1W6
UniRef100_B9TX03	B9TX03
UniRef100_B3KPA6	B3KPA6
UniRef100_X6RKL2	X6RKL2
UniRef100_B2XPY6	B2XPY6
UniRef100_A0A075B7B9	A0A075B7B9
UniRef100_A6YTA0	A6YTA0
UniRef100_A0A345AK57	A0A345AK57
UniRef100_G5E9F5	G5E9F5
UniRef100_A0A455R0R3	A0A455R0R3;J7F509;Q9BCP9;I6NXN5;W0NT93;H2BDT7;M9P9A0;I6NWQ7;G1EN29;Q9MY09;Q860V5;D7RJ37;A0A2U7NMP7;M9P9A1;A0A180H6H8;D2D3H6;Q6DMR0;Q30157;Q9TQ45;B8Y6B0;M9P9Z2;A0A0A7CAZ3
UniRef100_H0YAS4	H0YAS4;A0A0G2JLL1
UniRef100_B7Z4D2	B7Z4D2
UniRef100_G9LDG9	G9LDG9
UniRef100_Q5TEC6	Q5TEC6
UniRef100_B4DWJ3	B4DWJ3
UniRef100_B4DGG4	B4DGG4
UniRef100_H3BR42	H3BR42
UniRef100_B2RMQ4	B2RMQ4
UniRef100_A0A1J0PPE5	A0A1J0PPE5
UniRef100_E5RH03	E5RH03
UniRef100_Q546B1	Q546B1;A0A583ZBT2;Q30210;A0A3S6RI19
UniRef100_A2ABJ5	A2ABJ5;A0A140T9L9
UniRef100_U5KP70	U5KP70
UniRef100_E9PK18	E9PK18
UniRef100_A0A384N5Y3	V9GZ78;A0A384N5Y3
UniRef100_Q7Z3N9	Q7Z3N9
UniRef100_F8WF65	F8WF65
UniRef100_A0A0G2JIF0	A0A0G2JIF0
UniRef100_C9IYJ9	C9IYJ9
UniRef100_G3XAL8	G3XAL8
UniRef100_Q85KU7	Q85KU7
UniRef100_B4DF51	B4DF51
UniRef100_G5E9X5	G5E9X5
UniRef100_D6RBJ6	D6RBJ6
UniRef100_B4DVU4	B4DVU4
UniRef100_E9PED7	E9PED7
UniRef100_B1AL79	B1AL79
UniRef100_Q0VW08	Q0VW08
UniRef100_A0A0D9SGD0	A0A0D9SGD0
UniRef100_B9EGA3	B9EGA3
UniRef100_Q2LHU9	Q2LHU9
UniRef100_Q66S35	Q66S35
UniRef100_F5H390	F5H390
UniRef100_D6W5Y7	D6W5Y7
UniRef100_E9PNF0	E9PNF0
UniRef100_Q5VV50	Q5VV50
UniRef100_A1DTD6	A1DTD6
UniRef100_F1T0F8	F1T0F8
UniRef100_A0SDD8	A0SDD8
UniRef100_B4DPQ0	B4DPQ0;F5H1N6;F5GWL0;F5H3A3
UniRef100_O75086	O75086
UniRef100_Q3B794	Q3B794
UniRef100_Q4GQ64	Q4GQ64
UniRef100_M0QYT9	M0QYT9
UniRef100_G5E9R0	G5E9R0
UniRef100_H0YCZ5	H0YCZ5
UniRef100_Q5JPH5	Q5JPH5
UniRef100_F8VV91	F8VV91
UniRef100_A0A0G2JJ55	A0A0G2JJ55
UniRef100_G3V2S7	G3V2S7
UniRef100_B9TWZ6	B9TWZ6
UniRef100_A0A343IMY9	A0A343IMY9
UniRef100_B4DGU6	B4DGU6
UniRef100_G3RX61	C9JSF9
UniRef100_C4P0B1	C4P0B1
UniRef100_F8WCM8	F8WCM8;J3KQU5
UniRef100_E9PIQ3	E9PIQ3
UniRef100_A0A1V1IGJ9	A0A1V1IGJ9;A0A455JW28;A0A5A4LVF9;A0A5A4LK75;A0A5B9R2W1;A0A5A4LNS4;A0A5A4LKA4;A0A5K1TT67;O19679;A0A0A7C3I1;G0X8U4;G0ZDX6;A7UMH3;A0A0E3DDS8;H8WUJ3;S4T6M5;A0A1B1UZK3;A0A4U8YZ49;O19729;A0A0A7C5A5;B2G3D1;V6BNZ6;C0MQC3;C0MNB7;Q9TQ47;K0PBG7;O19742;Q9MY15;M9PA10;R4L8Z3;A0A0G2R187;M9P8P8;M9P8P4;A0A0A7C9L9;A0A5C1X5B9;D2D3I3;F1CCQ7;D9U3H8;M9P9Z7;D2D3H4;D2SSL7;S4T6U9;A0A2R4LVN1;I6NXN2;G0ZDX7;D9IFR3;I6NXN7;G0ZDX8;D2D3I1
