K16197	P31946;P27348;P63104;D0PNI1;V9HWD6
K22961	Q6PRD1;A0A087X0K8
K04242	O15218
K04305	P32249;A0A024RDX2
K06261	P07359;L7UYB8
K06262	P13224
K19899	P55259;B7Z1G2
K06790	Q99795
K05289	O43292
K00629	Q9HCL2;Q6NUI2;Q8N1G6;Q86T70
K13506	Q53EU6;Q86UL3;A0A024RDG5
K08400	Q8TDU6
K08107	P35052;A0A384NPH9
K08108	Q8N158
K08109	P51654;I6QTG3;Q53H15
K08110	O75487
K04619	Q9NZH0;A0A024QYX2
K04620	Q9NQ84;Q9BSP0;A0A024R8N9
K04621	Q9NZD1
K08111	P78333
K04622	Q5T6X5
K08112	Q9Y625
K18695	Q9NPB8
K00006	Q8N335;P21695;A0A024R138
K00111	P43304
K04246	Q99527;Q63ZY2;A0A024R849
K22193	B7ZAQ6;P0CG08;X5D7G6
K05290	Q92643
K06263	P14770
K13101	Q92917
K06883	Q9HCN4;Q9H9Y4;Q9UHW5;Q53RZ9
K20732	Q14956
K04315	P47775;A8K2F5
K08403	P49685;B6V9G9;B2R8H6
K08404	Q13304
K08410	Q14330;H9NIM1
K04316	Q15760;Q6IBH2
K04310	P46091
K04317	Q99678;Q59GP3
K04318	Q99679;H9NIL4;B4DSD1
K04319	Q99680;B3KV13;Q3KNS9
K08405	O00155
K08411	Q8NDV2
K04301	Q9NS67;F1DAM3
K08406	O00270
K08381	O75388;H9NIL6
K08382	Q49SQ1;D8VER1
K08383	Q9UPC5;Q5VT14
K04276	Q9HC97;A8K2J1;B2RA17
K04243	O15354
K08412	O43194
K04311	P46089;F1DAM5
K08409	Q9Y5Y3;B5B0C1
K04312	P46093
K08407	Q9Y2T5;F2YGU0
K08413	Q9Y2T6;A8K858
K08414	Q9BZJ8;G4XH66
K08415	Q9BZJ7;Q8TAM0
K04321	Q9BZJ6;A8K1C4
K04313	P46095;F1DAM6
K08417	O95800
K08418	Q96P69;B2R7M4
K08420	Q96P67
K04210	Q9NYM4
K08421	Q9NQS5
K04302	P60893;A4D0T8;Q8NEN2
K08389	Q9BY21
K08422	Q9GZN0
K15307	Q13227
K15839	Q86YR5;A0A0A0MSK4
K15837	P81274;A0A024R0F8;B4DIF1
K15838	Q9Y4H4;A0A024RCP6
K17569	Q9NWQ4;Q9NW75;A0A024R6E4
K13123	Q9BRR8
K01001	Q9H3H5;A0A024R3H8
K06264	Q9HCN6
K06260	P40197
K00432	P07203;P18283;P22352;O75715;P59796;Q96SL4;Q8TED1;V9HWN8;Q7L4Q3
K05361	P36969
K01352	P12544
K01353	P10144;Q67BC3
K09616	P20718
K08663	P49863
K23554	Q6IC98
K08649	P51124
K07366	O75791;Q6FI14
K23694	Q13588
K20064	Q13322
K23696	Q14449
K04364	P62993;B0LPF3
K23695	Q14451;A0A0S2Z4F6
K17479	A8MXD5
K23318	O60565;Q9H772;A6XAA7
K09275	Q9NZI5;Q6ISB3;Q8TE85;Q9NZI6;Q12800;Q9NZI7;A0A024R120;A8KAN5
K00049	Q9UBQ7;A0A384N605
K05197	P42261;Q59GL5
K05198	P42262
K05199	P42263;Q17R51
K05200	P48058;Q1WWK6
K05206	Q9ULK0;A8KAN9
K05207	O43424
K05201	P39086
K05202	Q13002;Q8IY40;A8K0H7
K05203	Q13003
K05204	Q16099;B2RAP6
K05205	Q16478
K20251	Q9Y3R0;Q9C0E4
K00909	Q15835;Q8WTQ7
K08291	P32298;P34947;P43250
K04603	Q13255;Q59HC2
K04605	Q14416
K04606	Q14832;A4D1D0
K04607	Q14833;A1L4F9
K04604	P41594
K04608	O15303
K04609	Q14831;B2R693;Q59G95
K04610	O00222
K04350	O95267;B2RA89
K12361	Q7LDG7
K12362	Q8IV61
K12363	Q8TDF6
K04043	P38646;A0A384P5G6
K03687	Q9HAV7;Q8TAA5
K04169	P30550;X5D7H2
K05224	P07492
K19953	Q5TC63
K14848	Q9BQ67
K09325	O15499
K09324	P56915
K22141	Q96QA5
K22142	Q8TAX9
K22143	Q9BYG8
K20917	P57764
K22146	O60443;A0A024RA58
K11205	P48507
K11204	P48506;Q14TF0
K21456	P48637;V9HWJ1
K00383	P00390;V9HW90
K08822	P49840;A0A024R0L5
K03083	P49841;Q6FI27
K06816	Q92896
K00799	P0CG29;P08263;P09210;Q16772;O15217;Q7RTV2;P09488;P28161;P21266;Q03013;P46439;P78417;Q9H4Y5;P30711;P0CG30;P10620;Q99735;O14880;A0A140VKE2;A0A024RAX2;A0A024R8Z1;Q5T8R2;V9HWG9;A0A384P5E9;Q6FGJ9;G9J6Q5;X5DR03;A0A024RD58;A8K987;Q0D2I8;A0A140VJK4;A0A140VKE3
K13299	Q9Y2Q3;Q6FII1
K23790	P09211;V9HWE9
K09310	Q9H4S2;Q9BZM3;B2LYG3
K11703	Q8NBJ5;Q8IYK4
K03121	Q9UHL9;P78347;X5DR09;Q499G6;A8K9W7
K03650	Q969Y2
K08147	O95528
K08148	Q9BYW1;Q6PJ99
K08149	Q8TD20
K07299	P11166;Q59GX2
K07593	P11168
K08142	P11169
K08143	P22732
K08144	Q9UGQ3
K12201	Q6PXP3
K08145	Q9NY64;Q8WZ05;A0A024R871
K08146	Q9NRM0
K10129	Q9NYZ3
K01951	P49915;A0A140VJK6
K01487	Q9Y2T3;A0A024R231
K08328	P43080;Q9UMX6;O95843;Q7Z3V9
K12320	P25092
K12321	Q02846
K12322	P51841
K21594	Q8N442
K23285	Q9UBP9
K16309	Q96GX5
K13676	Q4G148;A0PJZ3
K00693	P13807;P54840
K22402	Q9H116
K11275	P07305;Q02539;P16403;P16402;P10412;P16401;P22492;Q92522;A3R0T8
K13369	O14756;A0A024RB43
K11251	Q96QV6;P04908;Q93077;P20671;Q96KK5;Q99878;P0C0S8;Q6FI13;Q8IUE6;Q16777;Q7L7L0;P0C5Y9;P0C5Z0;Q9BTM1;Q71UI9;Q9P0M6;P16104;O75367;P0C0S5;Q08AJ9;A0A024QZP6;A4FTV9;A3KPC7;A0A024RAS2;A0A024R017;B2R5B3;B2R5B6
K11252	Q96A08;P33778;P62807;P58876;Q93079;P06899;O60814;Q99880;Q99879;Q99877;P23527;Q16778;Q5QNW6;Q8N257;P0C1H6;Q7Z2G1;A0A024RCJ9;B2R4S9;A0A024QZZ7;W0TYI6;A0A024RCJ2;A0A024RCL8
K11253	Q16695;P68431;Q71DI3;P84243;Q6NXT2;B2R4P9
K11254	Q99525;P62805;B2R4R0
K02514	O60243
K08102	Q96MM7
K08103	Q8IZP7
K08648	Q14520
K19019	Q5JVS0
K10703	B0YJ81;Q6Y1H2;Q9P035;Q5VWC8
K12166	Q8IYU2
K12261	Q9UJ83
K00478	O43593
K15685	Q75N03
K09071	O96004
K18486	P61296
K11517	Q9UJM8;Q9NYQ3;A8K058
K04647	P54257
K20135	P23610
K23222	Q96MB7
K01892	P12081;P49590
K16315	Q8TF76;A0PJ70
K11303	O14929
K16584	Q96CS2
K16585	Q9NVX0;A0A024R9P0
K16586	Q68CZ6
K16587	Q9H6D7
K16588	O94927
K16589	Q7Z4H7
K16590	Q99871
K16591	Q9BT25
K20413	Q96D42;B4DPB1
K20414	Q8TDQ0
K16220	O00165;A0A0S2Z591
K19375	Q96EW2;A8K045
K13827	P09105;A0A1K0GUV5
K13826	P02008
K13822	P69905;D1MGQ2
K13823	P68871;D9YZU5
K16151	P02042;A0N071
K08523	Q99075
K13825	P02100;D9YZU7
K13824	P69891;P69892;D9YZU9;D9YZU8
K13828	Q6B0K9;A0A1K0FU50
K21644	O60381;A0A024R722
K14416	Q9Y450;D9YZV0
K08401	Q9BXC0;A0A4Y1JWP1
K08402	Q8TDS4;P49019;A0A4Y1JWQ0
K08683	Q99714;A0A0S2Z410
K00022	Q16836;A0A140VK76
K14966	P51610;Q9Y5Z7
K08893	P08631
K06106	P14317;Q14247;Q53HG7
K04954	O60741;Q86WJ6
K04955	Q9UL51
K04956	Q9P1Z3
K04957	Q9Y3Q4
K07988	Q9UBK5
K18671	Q969S8
K11418	Q96DB2
K06067	Q13547;Q92769;Q6IT96
K11404	O15379
K11406	P56524;Q9UQL6
K11407	Q9UBN7;A0A024QZ26
K11408	Q8WUI4
K11405	Q9BY41
K11409	Q9UKV0
K20001	Q8IV16
K23049	Q9UBI9
K07023	Q7Z4H3;A0A140VJK7
K16641	P51858;Q5TGJ6;A0A384NPW1;A0A140VJK8
K17623	Q08623
K04533	P42858
K14550	Q9H583;A2VDI1;B2RWN5
K23116	Q14CZ8
K12231	Q9ULT8
K12232	Q5U5R9;B3KV18
K12233	Q5T447;A1A4G1;B3KU34
K12167	Q76N89
K12168	Q9P2P5
K15254	Q8NG08
K19001	Q9NRZ9
K19178	Q8TDG4
K00643	P22557;P13196;Q5JAM2
K01698	P13716;Q6ZMU0;A0A140VJL9
K01749	P08397
K01719	P10746;A0A0S2Z4T8
K00228	P36551
K01772	P22830;Q7KZA3
K02493	Q9Y5R4;A0A140VK98
K18977	P02790;Q9BS19
K09075	Q02575;Q02577;Q5T203
K20798	Q5T8I9
K03912	P05546;Q8IVC0
K23106	P81172
K14735	Q9BQS7;A0A0C4DG76
K08665	P05981;A0A140VJK9
K10594	Q15751;A0A024R5W0
K10595	O95714;A8KAQ8
K10614	Q15034
K10615	Q5GLZ8
K22372	Q9UII4;Q8IVU3;B4DXV3
K14027	Q15011;Q53FP9
K06054	Q14469
K09087	Q9Y543;Q96HZ4;Q9BYE0
K09088	Q5TGS1
K09089	Q9HCC6
K06055	Q5TA89
K09354	Q9UBX0
K12373	P06865;P07686;A0A024RAJ6;A0A0S2Z3W3
K14459	Q8WVB3
K15189	O94992;Q96MH2
K09091	Q9Y5J3;Q9UBP5;Q9NQ87
K15271	A2PYH4
K06505	P04233
K00451	Q93099
K09631	Q04756
K23441	P26927;G3XAK1;Q53GN8
K05460	P14210
K10532	Q68CP4;Q8IVU6
K12182	O14964;A0A0S2Z4R4
K08024	Q03014
K06231	Q96QV1
K05605	Q6NVY1;A0A140VJL0
K08268	Q16665;D0VY79
K18055	Q9NWT6
K09096	Q9Y2N7
K23327	Q53FT3
K02503	P49773;A0A384NPU2
K20040	O75146
K04559	O00291;B4DK46
K08826	Q86Z02;Q9H2X6;Q9H422;Q8NE63;A0A140VJL1;B4DZ33
K11293	P54198
K13913	P15515;P15516
K00844	Q2TB90;P19367;P52789;P52790;A0A024R7R1;B3KXY9;Q59FD4;B3KT70;A8K7J7
K06751	P01889;P10321;P13747;P30511;P17693;Q6R739;A0A4E9D3W4;Q6DU14;E5FQ95;Q5SUL5;Q5JZ47;Q95HC2;O19682;A8K8M6
K09057	Q16534
K15711	Q14527;A8K5B6
K09339	Q14774
K09595	Q8TCT9;A0A0S2Z5V7
K17341	Q96RW7
K01641	Q01581;P54868;A0A024R059;A0A140VJL2
K00021	P04035;A0A024RAP2
K09319	Q05925;P19622
K09282	P17096
K09283	P52926
K10802	P09429;A0A024RDR0
K11295	P26583
K11296	O15347
K11297	Q8WW32
K01640	Q8TB92;P35914;O95896
K11299	P05114;Q6NSG7
K11300	P05204
K11301	Q15651
K11302	O00479;A0A024R046
K17045	P82970
K11298	Q9UGU5;Q7Z641
K20644	Q92619;Q52LW3
K06267	O75330
K00510	P09601;Q6FH11
K21418	P30519
K09349	Q9NP08;A2RU54;A6NHT5
K08036	P20823;E0YMI7
K08034	P35680;Q6FHW6
K07292	P41235;F1D8T1
K08037	Q14541
K08026	Q9UBC0
K00546	P50135
K12884	O60812;P07910
K13044	O14979;Q14103;Q99729
K12898	P31943;P55795;P31942;P52597;A0A024QZK8;A0A024R7T3;A0A384MDT2;A0A384MEJ3
K15047	Q9BUJ2
K13159	Q8WVV9;P14866;A0A0S2Z6K1;Q6NTA2
K12886	P61978
K12887	P52272
K13160	O60506
K13161	O43390
K12888	Q00839;Q96BA7
K18123	Q86XE5
K10630	Q9BYM8
K15010	Q86YM7;Q9NSB8;Q9NSC5;Q5U5K4
K16612	Q9UJC3
K16611	Q96ED9
K16536	Q86VS8
K06695	Q9P2W1;A0A158RUX1
K23757	Q86YZ3
K11173	Q8IWW8
K09562	Q9NZL4
K23846	P84074
K23847	P37235;Q6FGY1;O75544
K23848	Q9UM19
K04097	O60760;A0A384P5J0
K06848	P10915;A0A024RAK9
K06851	Q9GZV7
K06852	Q96S86;A0A024RC58;A8K7T8
K06853	Q86UW8
K00457	P32754
K00760	P00492;A0A140VJL3
K20193	Q92902;Q658M9
K20190	Q969F9
K20194	Q9NQG7;A8K2E6;Q6P1K3
K20191	Q9UPZ3
K20192	Q86YV9
K07965	Q8WWQ2;Q2M1H9
K07964	Q9Y251
K14477	P00739
K16142	P00738;Q6PEJ8
K15380	Q6P1K1
K23410	P04196
K04149	P35367
K04150	P25021
K04151	Q9Y5N1
K04152	Q9H3N8
K02512	O00198
K09485	Q92598;O95757;A0A024RDS1;A0A140VKE7
K02513	Q7LGA3
K01024	O14792;A0A024R9R4
K07808	Q9Y278
K09678	Q9Y661
K08104	Q8IZT8
K09679	Q96QI5
K07809	Q9Y663;Q9Y662
K03283	P0DMV8;P0DMV9;P34931;P54652;P17066;P11142;A0A1U9X7W7;V9HW22;A0A024R6B5;A8K5I0;B3KTT5;Q53HF2;B3KSM6;A0A384NKX5
K04079	P07900;P08238;A0A024RD80;K9JA46
K19765	O75506
K04082	Q8IWL3;A0A384NYJ4
K09414	Q00613
K09415	Q03933
K09417	Q9ULV5;A0A024R6X7
K23699	Q96JZ2
K09491	P48723;A0A140VK72
K09489	P34932
K04455	P04792;V9HW43
K09543	Q16082;A8KAH6
K09544	Q12988;Q6ICS9
K09545	O14558;V9HWB6
K09546	Q9UBY9
K08879	Q9UJY1
K09547	Q9BQS6
K17290	Q9BUP3
K22540	P86397;L0R6P0
K15603	Q99081;P15884;A0A024R5T1;A0A024R2C0;B3KVA4
K08784	Q92743
K08669	O43464;A0A384MDW9
K08785	P83110
K08786	P83105
K13093	O43719
K08797	P57058
K10996	Q8NHY5
K10903	O60921;A4D2F2
K01745	P42357
K01468	Q96NU7;B3KVC5
K01712	Q96N76
K10592	Q7Z6Z7;A0A024R9W5
K22644	Q96D96
K17443	P31260
K21951	P31270
K09298	P31271;P31276;P35453;Q6DI00
K09301	P49639;P14653;Q9GZZ0;Q96CA4
K09302	O43364;P14652
K09303	O43365;P14651;P31249;A0A024RA33;B3KNJ7
K09304	Q00056;P17483;P09017;P09016;A0A024RB51;Q86TF7
K09305	P20719;P09067;Q00444
K09306	P31267;P17509;P09630
K09307	P31268;P09629
K21950	P31269
K09308	P17481;P31273;P13378;Q8N8T3
K09294	P17482;P31274;P28356;A0A024RAZ6;B3KPJ1
K17444	Q9NYD6;Q53XI4
K09296	O43248;P31277
K09297	P31275;P35452
K09295	P28358
K12407	P35557;Q53Y25
K01197	Q12794;Q12891;O43820;Q2M3T9;P38567;A0A024R2X3;Q5D1J4
K00752	Q92839;Q92819;O00219;Q8IYH3;D2N2G5
K17570	Q4G0P3
K01253	P07099;R4SBI6
K08726	P34913
K01816	Q5T013
K18201	A2RU49
K16472	Q96M11;A0A024R3K0
K09486	Q9Y4L1;A0A384P5T6;B7Z602;B7Z766;Q6IN67;B3KXH0
K11394	Q9UF12
K05134	Q13651
K05135	Q08334
K05056	Q14626;Q5VZ79
K05063	P42701
K05064	Q99665
K05076	P78552
K05077	Q14627
K05074	Q13261
K05164	Q96F46
K05165	Q9NRM6
K05166	Q8NAC3
K05167	Q8NFM7;B4DXM5
K05168	Q8NFR9
K05174	O95256
K18329	Q9H9L3
K05136	Q9UHF4
K05137	Q6UXL0
K05138	Q8N6P7
K05139	Q969J5
K00463	P14902;Q6ZQW0;A0A348GSI3
K19598	Q6UWB1
K22383	Q8IU81;Q7Z5L9;Q9H1B7
K05483	Q9UBH0;A0A024R518
K03259	A6NMX2;O60573;P06730;Q53RG0
K01106	Q14642;Q9BT40;Q15735;B4DF95
K01099	P32019;Q01968
K08039	P10997;A0A024RAU1
K23578	P08833
K23575	P18065
K10138	P17936;B3KPF0
K23576	P22692;A0A024R1U8
K23577	P24593
K23579	P24592
K23580	Q16270
K04001	P05155;E9KL26
K19864	Q8NDH6;A0A024R3W3
K19863	Q05084;A0A024RA29
K04281	P20810
K06490	P05362;A0A384MEK5
K06523	P13598;Q6FHE2
K06486	P32942;A0A024R7C1
K06581	Q14773
K06769	Q9UMF0;Q8N6I2
K23795	Q8WWN9
K05019	P54105
K00587	O60725;A0A024R4F6
K06710	O75144;A0N0L8
K06713	Q9Y6W8;Q53QY6
K15033	Q14197
K04680	P41134
K17693	Q02363;Q53T66
K17694	Q02535
K17695	P47928
K01408	P14735
K00030	P50213;O43837;P51553
K00031	O75874;P48735;A0A024R3Y6
K01823	Q13907;Q9BXS1
K10410	O14645;A0A499FIY3
K01136	P22304
K01217	P35475
K19656	Q9HBG6
K19672	Q96RY7
K20914	Q16666
K19676	Q9UG01
K03236	P47813;O14602
K03237	P05198;Q53XC0
K17391	Q9NZI8
K17392	Q9Y6M1
K13197	O00425
K03238	P20042;Q6IBR8
K03242	P41091
K02519	P46199;Q6P1N2
K03243	O60841;Q8N5A0
K02520	Q9H2K0
K03257	P60842;Q14240
K13025	P38919;A0A024R8W0
K03258	P23588
K03260	Q04637;P78344;O43432;Q96I65;Q2TU89;Q59GJ0
K03263	P63241;Q9GZV4
K03262	P55010;A0A024R6Q1
K03264	P56537
K12647	Q9BYX4
K14217	P09914;Q5T764
K06566	A6NMD0;Q01629;Q01628;A6NNB3
K19831	P13164;A0A024R210
K05414	P01566;P01570;P05015;P01571;P01568;P01562;P01563;P05014;P01569;P05013;P01567;P32881;L0N195;A0A087WWS6
K05415	P01574
K05442	Q86WN2
K04687	P01579
K05441	Q9P0W0
K05447	Q8IU54
K22669	Q8IZJ0;Q8IZI9
K05440	P05000
K16473	Q8IY31;A0A024QZ08
K07935	Q9H7X7;A0A024QYV3
K19369	Q9Y547
K07934	Q9BW83
K19675	Q96FT9
K19682	Q9NQC8
K19681	Q9Y366
K19685	A0AVF1
K04638	Q9NWB7
K19679	Q96LB3
K19678	Q9P2H3
K19677	Q8WYA0;A0A024RBJ1
K16474	Q13099;B3KX42
K14615	P27352
K17606	P78318
K22654	Q8IVU1
K22657	Q8TDY8
K05087	P08069
K05459	P05019
K13769	P01344
K06554	P15814
K06773	A6NGN9;Q14982;A8K0Y0
K06791	Q5DX21
K06522	Q93033;O75054
K06786	Q9NSI5
K06730	Q969P0
K11989	Q14623
K04734	P25963
K02581	Q15653
K14214	Q8NI38
K05872	O00221;Q96F31;A0A024RD24
K09256	Q9UBC1;A8K778
K14242	Q9BYH8
K04467	O15111
K07209	O14920
K07211	Q14164
K09220	Q13422;Q9UKS7;Q9UKT9;Q9H2S9;Q9H5V7;R9R4D9
K05443	P22301;Q6FGW4
K05417	P20809;A8K3F7
K05406	P29459;O60595
K05425	P29460
K05435	P35225
K05433	P40933
K22628	Q14005
K05490	Q9UHF5
K05491	Q9P0M4
K05492	Q8TAD2
K05494	Q96PD4
K05489	Q16552
K05173	Q13478
K05482	Q14116
K05444	Q9UHD0
K04723	Q9NPH3;A8K6K4
K04383	P01583
K04519	P01584
K05488	Q8WWZ1
K04386	P14778
K04387	P27930
K05481	P18510
K22667	Q9NYY1
K05075	Q9HBE5
K05434	Q9HBE4;A0A224B028
K05445	Q9GZX6
K05426	Q9NPF7
K05065	Q5VWK5
K22668	Q13007
K05493	Q9H293
K05446	Q9NPH9
K22629	Q8NEV9
K05068	P01589
K05069	P14784
K05070	P31785
K05429	P60568;Q0GK43
K22630	Q8NI17;B4DNJ2
K22631	Q6EBC2
K22632	P24001
K12967	O95760
K22633	Q6ZMJ4;A0A024QZ87
K05484	Q9UHA7
K05486	Q9NZH7
K05487	Q9NZH8
K05485	Q9NZH6
K04737	P26951
K04738	P32927;Q6NSJ8
K04736	P08700
K05071	P24394
K05430	P05112;D4HNR6
K05067	Q01344
K05428	P05113
K05055	P08887;A0N0L5
K05060	P40189;Q17RA0
K05405	P05231;Q75MH2;B4DVM1
K05072	P16871
K05431	P13232;A8K673
K10030	P10145;A0A024RDA5
K05073	Q01113
K05432	P15248
K23425	P30740;V9HWH1
K13089	Q12905;F4ZW62;Q53FG3
K13090	Q12906;A0A024R7C7
K17500	Q9H0C8
K06272	Q13418;V9HWF0
K05171	Q01638
K05172	Q9HB29
K11259	A1L0T0
K15043	P52292;A9QM74
K23583	O00629;O00505;A0A024RDV7
K15042	P52294;O15131;O60684
K14293	Q14974
K00088	P20839;P12268;A0A384N6C2
K09647	Q96LU5
K09648	Q96T52;A4D0S9
K14560	Q9NV31
K14561	Q96G21
K01092	P29218;O14732;A0A024R830
K15759	Q9NX62;A0A024R7W0
K19016	Q17R60
K19017	Q9BZV3;F1T0J3
K11666	Q9C086
K11667	Q6PI98
K11668	Q53TQ3
K11669	Q8NBZ0
K05130	P17181
K05131	P48551
K11515	Q9NQS7
K19197	Q9UK53;A0A0C4DFW2
K19198	Q9H160;B2RA15
K11319	Q9NXR8
K11346	Q9UNL4
K11345	Q8WYH8
K05132	P15260;A0A0S2Z3Y2
K05133	P38484;A8K881
K05500	P05111
K04667	P08476;A4D1W7
K22687	P09529
K22688	P55103
K22689	P58166
K05140	Q8IU57
K00562	O95050
K01858	Q9NPH2;A0A140VK73
K11665	Q9ULG1;A0A024R9R7
K01109	Q96PE3;O15327
K20278	Q9NRR6
K01107	P49441;Q6IBG4
K21999	P51460
K22006	Q14641
K22001	Q9Y5Q6
K05255	Q9Y581
K05086	P14616
K04527	P06213
K04526	P01308;I3WAC9
K13147	Q9NVR2
K13148	Q5TA45
K13149	Q96CB8;A0A024RDK4
K13138	Q8N201
K13139	Q9H0H0
K13140	Q68E01
K13141	Q96HW7
K13142	Q6P9B9
K13180	Q5JSJ4
K13143	Q9UL03;A0A024RDU0
K13144	Q9NVH2
K13145	Q75QN2
K13146	Q9NV88
K22862	Q9ULD6
K19626	Q9Y283;A0A024R153
K01562	P49895;A8K415
K17904	Q92813
K07754	P55073;Q86TU3
K00911	P23677;P27987;Q96DU7;A0A024R0N8;B2R9J0
K07756	Q92551;Q9UHH9;Q96PC2;Q5TAQ4;B2RCP4;A0A024R2X2;A8K1M0
K15985	P61925;A0A024R7Y9
K00915	Q8NFU5
K20221	Q8TEX9;B3KT38
K20222	O00410;B3KWG6;Q9BVS9
K20223	O95373;B3KNG9
K18755	O15397
K20224	Q96P70
K16833	P41236
K10572	Q9H8X2
K13956	Q9Y573
K03913	P05154;A0A024R6N9;B4DDH1
K01507	Q9H2U2;Q15181;V9HWB5
K16774	Q15051
K12495	Q6DN90;Q5JU85;Q9UPP2
K16848	P46940;A0A024RC65
K05767	Q13576;Q86VI3;B7Z7U6;Q59HA3
K22939	Q9Y5U9
K04730	P51617
K04731	O43187
K04732	Q9Y616
K04733	Q9NWZ3;Q69FE3;B4E359
K22416	P48200;D3DW85
K09444	P10914;Q6FHN8
K10153	P14316
K05411	Q14653
K09445	Q15306
K09446	Q13568
K10154	O14896;G0Z349
K09447	Q92985
K10155	Q02556
K04693	Q00978
K17724	A6NK06
K14139	A1A4Y4
K05170	Q9NZN1;Q9NP60;X5DNQ7
K16172	P35568
K07187	Q9Y4H2;Q9P084
K17446	O14654
K22063	Q9BUE6
K22072	Q86U28
K22068	Q9H1K1;B3KQ30
K12159	P05161
K12579	Q96AZ6
K19924	Q1W4C9
K23613	Q6IE38
K23417	P00995
K23418	P20155;A0A024RD95
K23419	O60575;V9HWG8
K23420	Q9NQ38
K23603	Q6UWN8;P58062;Q5DT21
K23604	P0C7L1
K09370	P61371
K18492	Q96A47
K21031	A4D126
K19476	P53990
K12870	Q9ULR0
K06586	O75578
K06587	Q9UKX5;B3KTN6
K06480	P56199
K06476	P08514
K06481	P17301
K06482	P26006;A0A140VJM0
K06483	P13612
K06484	P08648;B2R627
K06485	P23229
K06583	Q13683;Q4LE35
K06584	P53708;B4DN28
K06585	Q13797;Q8N6H6
K06594	Q13349;Q59H14
K06524	P38570
K05718	P20701;B2RAL6
K06461	P11215
K06487	P06756;L7RXH0
K06462	P20702
K05719	P05556
K06464	P05107;A0A494C0X7
K06493	P05106
K06525	P16144;A0A024R8T0
K06588	P18084;L7RT22
K06589	P18564
K06590	P26010
K06591	P26012;Q9BUG9
K20058	O14713
K16735	Q9UKP3
K05632	Q96J02
K23296	Q969R8;A0A0S2Z5P1
K19014	P19827
K19015	P19823
K07363	Q08881
K17527	Q8WWA0;Q8WWU7
K18241	O43736
K18264	Q9Y287;A0A384MDP7
K18265	Q9NQX7
K01519	Q9BY32;A0A0S2Z3W7
K00913	Q13572;A0A024R6H3
K04958	Q14643
K04959	Q14571
K04960	Q14573;A6H8K3;Q59ES2
K20045	Q15811;Q9NZM3;A6H8W8;Q6PD56
K00253	P26440;A0A0A0MT83
K17498	Q96ST2
K17231	Q6PHW0
K11347	Q6IE81;B4E2E2
K22155	Q9NQC1
K22156	Q92613;A0A024R1A2
K06052	P78504;Q99740
K21635	Q9Y219
K11217	P23458;Q6P669
K04447	O60674
K11218	P52333;A0A024R7M7
K06089	Q9Y624;Q6FIB4
K06735	P57087
K06785	Q9BX67
K11478	Q92833
K19495	Q86VZ6
K09033	Q8WYK2;A0A024R6D7
K11449	Q15652
K04434	Q9UQF2;Q6NUQ9
K04435	Q13387
K04436	Q9UPT6
K20317	O60271
K11323	Q6NYC1
K19219	P0C870
K15235	Q15040;Q8TAC2;A0A024R4G2;A0A024R1P5
K19530	Q9HDC5;Q9BR39;Q8WXH2;Q96JJ6;F8W9A3;Q7Z682;Q86VZ3;B4DIC1
K09028	P17275;Q5U079
K04449	P17535
K04448	P05412
K22858	O60303
K10480	Q9UPP5;B4DYL8
K07604	P13645;Q99456;P13646;P02533;P19012;P08779;Q04695;P05783;P08727;P35900;Q9C075;Q2M2I5;Q7Z3Z0;Q7Z3Y9;Q7Z3Y8;Q7Z3Y7;Q6A163;Q6A162;P35527;Q15323;Q14532;O76011;Q92764;O76013;O76014;O76015;O76009;Q14525;A0A024RAY2;A1A4E9;A0A024R1X9;Q6ZPD6;Q8TC04;Q14666;B3KVF5;A0A140TA62
K07605	P35908;Q01546;Q7Z794;P04264;P12035;P19013;P13647;P02538;P04259;P48668;Q3SY84;Q14CN4;Q86Y46;Q7RTS7;O95678;Q8N1N4;Q5XKE5;P08729;Q6KB66;P05787;Q14533;Q9NSB4;P78385;Q9NSB2;P78386;O43790;A0A0S2Z428;A8K872;Q0IIN1
K00939	P00568;P54819;P27144;Q9Y6K8;Q96M32;Q96MA6;Q6FGX9;A0A140VK93
K00944	Q9UIJ7;Q7Z4Y4
K18532	Q9Y3D8
K18533	Q5TCS8
K10507	Q86T24
K23413	P23352
K15048	O60229
K22808	Q14678;Q63ZY3;Q6NY19;Q5T7N3
K18400	Q7Z3B3;A0A024R9Y2
K18401	Q9H9L4
K16719	Q9P2N6
K04739	P10644;P31321;P13861;P31323;A0A024R2W3;B2R5T5;A0A024R712;A8KAH7;B3KY43
K04345	P17612;P22694;P22612;B2RB89;A0A024R7J0
K22595	Q8N6L0
K00816	Q16773;Q6YP21;A8K563;B4DW13
K06062	Q92830;Q92831
K11304	Q92993;A0A024R597
K11305	Q92794;A5PKX7
K11306	Q8WYB5;B2RWN8
K11307	O95251
K11308	Q9H7Z6
K07767	Q9BW62;Q8IYT4;O75449;A0A024RDP8;A8K7S5;B3KUK7
K00639	O75600;A8K228
K23845	Q96EK5
K17197	Q9NYS0;Q9NYR9;A0A024R1Z4
K10470	Q8IY47;A0A024RA38
K10471	Q8NAB2;A0A024R3B5
K10472	Q9NVX7
K10474	Q86V97;Q8WVZ9
K10475	Q8NFY9
K10476	O94819
K21912	Q3ZCT8
K21913	C9JR72
K08957	Q8N752;P48729
K08959	P48730
K08960	P49674;Q5U045;B3KRV2
