C00001	H2O;Water
C04702	UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala);UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
C04703	alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate;1-O-alpha-D-Galactosyl-sn-glycerol 3-phosphate
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide;cis-4-Carboxymethylene-2-chlorobut-2-en-4-olide;cis-2-Chlorodienelactone
C04707	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate;(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate
C04708	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine
C04709	3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate
C04711	5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene
C04712	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate
C04713	N6-(Dimethylallyl)adenosine 5'-phosphate;Isopentenyl-AMP;N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate
C04714	1,3-Diacyl-2-O-(alpha-D-galactosyl(1->4)-O-beta-D-galactosyl)-sn-glycerol;alpha-D-Galactosyl-beta-D-galactosyldiacylglycerol
C04715	(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol;Nuatigenin
C04717	13S-Hydroperoxy-9Z,11E-octadecadienoic acid;13(S)-HPODE;(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate;(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid
C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one
C04719	1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone
C04720	2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one;DIMBOA;2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one
C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate;3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate;3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate
C04724	D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid;alpha-D-Mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol
C04725	Oligosaccharide containing 6-methyl-D-glucose units;1,4-alpha-D-Glucooligosaccharide containing 6-O-methyl-D-glucose units
C04726	[3-Methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)];[3-Methyl-2-oxobutanoate dehydrogenase (lipoamide)]
C04727	Holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)];Biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)];Biotin-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)];[Propanoyl-CoA:carbon-dioxide ligase (ADP-forming)];Holo-[propionyl-CoA-carboxylase (ATP-hydrolysing)];[Propionyl-CoA:carbon-dioxide ligase (ADP-forming)]
C04728	tRNA containing mnm5s2U;tRNA containing 5-methylaminomethyl-2-thiouridylate
C04729	trans-2-Chlorodienelactone;trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide
C04730	(N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide;Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer;GM3;N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide;alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
C04731	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide
C04732	6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine;5-Amino-6-(1-D-ribitylamino)uracil;5-Amino-6-(D-ribitylamino)uracil;6-(1-D-Ribitylamino)-5-aminouracil;4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine
C04733	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate
C04734	5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide;5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide;FAICAR;1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide;5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
C04735	Apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)];Apo-[acetyl-CoA carboxylase]
C04736	Apo-[methylmalonyl-CoA:pyruvate carboxytransferase];Apo-[methylmalonyl-CoA-carboxyltransferase]
C04737	Gal-alpha1->4LacCer;Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer;Globotriosylceramide;Trihexosylceramide;alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide
C04738	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine;UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine;UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine
C04739	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine;UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine
C04740	Neu5Ac-alpha2->6Gal-beta1->4Glc-beta1->1'Cer;alpha-N-Acetylneuraminyl-2,6-beta-galactosyl-1,4-beta-D-glucosylceramide
C04741	Alprostadil;(13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate;PGE1;Prostaglandin E1
C04742	(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid;(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate;15(S)-HETE;(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate
C04744	2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine
C04746	3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate
C04748	Protein C-terminal S-farnesyl-L-cysteine methyl ester
C04749	[[Hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]
C04750	beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R;beta-D-Galactosyl-1,3-N-acetyl-D-galactosaminyl-R;beta-D-Galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R;Glycoprotein D-galactosyl-1,3-N-acetyl-D-galactosamine
C04751	5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate;1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole;1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate;5'-Phosphoribosyl-4-carboxy-5-aminoimidazole;1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole;5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate;1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate
C04752	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;HMP-PP;4-Amino-2-methyl-5-(diphosphooxymethyl)pyrimidine
C04755	Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose
C04756	1-Alkenyl-2-acylglycerophosphoethanolamine;2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine;Plasmenylethanolamine;Phosphatidalethanolamine;Ethanolamineplasmalogen;O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine
C04758	15-Dehydro-prostaglandin D2;(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate
C04759	Procollagen alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine;1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen
C04760	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA
C04763	Apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)];Apo-[propionyl-CoA-carboxylase (ATP-hydrolysing)]
C04767	O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate;alpha-L-Dihydrostreptosyl-(1->4)-streptidine 6-phosphate
C04768	[Hydroxymethylglutaryl-CoA reductase (NADPH)] phosphate
C04771	L-Mimosine;(S)-2-Amino-3-(3-hydroxy-4-oxo-4H-pyridin-1-yl)propanoate;Leucenol
C04772	1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide
C04773	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate;5-Pyridoxate;5-Pyridoxic acid
C04775	beta-D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R;D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R;D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R
C04776	T antigen;Peptide beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-L-serine
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole;alpha-Ribazole 5'-phosphate
C04779	rRNA containing a single residue of 2'-O-methyladenosine
C04780	OPC-8:0;8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate
C04783	Phthalate-4,5-cis-dihydrodiol;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate
C04785	13-HPOT;13(S)-HPOT;(9Z,11E,15Z)-(13S)-Hydroperoxyoctadeca-9,11,15-trienoate;13(S)-HpOTrE;(9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid
C04787	Cyanidin 3-rutinoside 5-glucoside chloride
C04789	Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose
C04790	N-Acetyl-beta-D-mannosaminouronosyl-1,4-lipopolysaccharide
C04791	beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein
C04792	1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine
C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
C04794	3-(4-Deoxy-alpha-L-threo-hex-4-enopyranosyluronic acid)-2-acetamido-2-deoxy-D-glucose;3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine
C04796	4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C04798	5-Amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone;5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone;Chloridazon catechol
C04799	Colominic acid(non-reducing N- or O-acylneuraminyl residue);Colominate
C04800	[Protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan
C04801	Holo-[methylcrotonoyl-CoA-carboxylase];Holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)];[3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)];Biotin-[methylcrotonoyl-CoA-carboxylase];Biotin-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]
C04802	5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-(ribonucleotide)-[mRNA];m7G(5')pppRm-mRNA;5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-[mRNA]
C04804	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine;UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala
C04805	5(S)-HETE;5-HETE;(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid;5-Hydroxyeicosatetraenoate
C04806	17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside
C04807	(7,8-Dihydropterin-6-yl)methyl diphosphate;7,8-Dihydropterin pyrophosphate;2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate;2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine;6-Hydroxymethyl-7,8-dihydropterin diphosphate
C04808	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid
C04809	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose
C04810	Oligosaccharide with 4-deoxy-alpha-D-galact-4-enuronosyl group;Oligosaccharide with 4-deoxy-alpha-D-gluc-4-enuronosyl group
C04811	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole
C04812	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate
C04814	4alpha-Hydroxymethyl-4beta-methyl-5alpha-cholest-7-en-3beta-ol
C04815	5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one;5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one
C04816	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]
C04817	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine
C04818	beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide
C04819	beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide
C04822	(5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyicosa-5,9,11,14-tetraenoate;(5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyeicosa-5,9,11,14-tetraenoate;8(R)-HPETE
C04823	SAICAR;(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate;5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole;1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole;1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C04824	2,3-Diacylglucosamine 1-phosphate;2,3-Bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosaminyl 1-phosphate;Lipid X;2,3-Bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl 1-phosphate
C04825	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein;[Protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine
C04827	Apo-[methylcrotonoyl-CoA-carboxylase];Apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]
C04830	beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
C04831	DIMBOA-glucoside;2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one glucoside;2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucoside;(2R)-4-Hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside
C04832	Coenzyme M-HTP heterodisulfide;Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide;N-{7-[(2-Sulfoethyl)dithio]heptanoyl}-3-O-phospho-L-threonine;CoM-S-S-CoB
C04833	m7G(5')pppm6Am-mRNA;5-(N7-Methyl 5-triphosphoguanosine)-N6,2'-O-dimethyladenosine-[mRNA];mRNA containing an N6,2'-O-dimethyladenosine cap
C04834	(2E,6E)-10,11-Epoxy-3,7,11-trimethyltridecadienoic acid;Juvenile hormone II acid;(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoic acid;(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoate
C04835	(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate
C04839	3-O-(3,6-Anhydro-alpha-D-galactopyranosyl)-D-galactose 4-O-sulfate
C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
C04843	(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoic acid;(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate;Trioxilin A3
C04844	(1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate;3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate;DSHA
C04845	Ceramidetrisaccharide;GlcNAc-beta1->3LacCer;N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide;GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer;N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide;N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;Lactotriosylceramide;Ceramidetrihexoside;N-Acetyl-D-glucosaminyl-1,3-beta-D-galactocyl-1,4-beta-glucosyl-1,1'-beta-ceramide;Lactotriaosylceramide
C04847	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine
C04848	Variant-surface-glycoprotein 1,2-ditetradecanoyl-sn-phosphatidylinositol;Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol
C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate;Hepoxilin A3;(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid
C04850	beta-D-Galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl-R;1,3-beta-D-Galactosyl-(alpha-1,4-L-fucosyl)-N-acetyl-D-glucosaminyl-R
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol;Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
C04853	(6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14-tetraenoate;20-OH-Leukotriene B4;20-OH-LTB4;(6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyeicosa-6,8,10,14-tetraenoate;20-Hydroxy-leukotriene B4
C04855	alpha-D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-N-acetylglucosaminyl-R;alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R
C04856	6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide;(S)-NADHX;(S)-NADH-hydrate;(6S)-6-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide;(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide
C04858	Apioside;Apiin;7-[(2-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxy-phenyl)-4H-1-benzopyran-4-one;Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside];7-O-(beta-D-Apiofuranosyl-1,2-beta-D-glucosyl)-5,7,4'-trihydroxyflavone
C04859	(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol 3-O-beta-D-glucoside
C04861	1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose
C04862	1-Hexadecylthio-1-deoxy-2-hexadecylphosphono-sn-glycero-3-phosphocholine
C04864	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate
C04865	beta-D-4-Deoxy-Delta4-GlcAp-(1->3)-D-GalNAc6S;4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate
C04866	alpha-D-Galactosyl-(1->3)-[alpha-L-fucosyl(1->2)]-D-galactosyl-R;alpha-D-Galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside;Glycoprotein alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactose
C04867	Methyl (2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate;Juvenile hormone II
C04871	(RS)-2-[4-(3-Chloro-5-trifluoromethyl-2-pyridyloxy)phenoxy]propionic acid;Haloxyfop
C04872	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol
C04873	1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3-phosphocholine
C04874	Dihydroneopterin;2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine;7,8-Dihydroneopterin
C04875	(+/-)-Dihydrobunolol;(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol
C04876	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysine
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate;UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate;UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate;UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate
C04880	3-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R;N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2
C04881	N-Acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol;N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
C04883	(+/-)-Bunolol;(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone
C04884	GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer;Tay-Sachs ganglioside;GM2;N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide;N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-1,4-beta-D-glucosyl-N-acylsphingosine
C04885	N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-R;alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R;N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R
C04886	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine
C04887	alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-R
C04890	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R;N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R
C04891	N-Acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R;N-Acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R
C04894	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine
C04895	6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin;7,8-Dihydroneopterin 3'-triphosphate;6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin;2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate
C04896	N-(5'-Phospho-D-ribosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide;1-(5-Phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide;Phosphoribosyl-formimino-AICAR-phosphate;N-(5'-Phosphoribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide;1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide;5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide
C04898	Oligosaccharide with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl group
C04899	(S)-NADPHX;(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate;(S)-NADPH-hydrate;(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate
C04900	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide
C04901	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R
C04902	beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R;beta-D-Galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R
C04903	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein;[Protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;beta-D-Glucuronyl-1,3-D-galactosylproteoglycan
C04904	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine
C04905	Pyrithiamine bromide;1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide;Pyrithiamine
C04906	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R;2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R
