hsa:7529	P31946;V9HWD6
hsa:22845	Q9UPQ8;A0A0S2Z597
hsa:29980	Q9NYP3
hsa:23033	Q5JWR5;B2RWN9
hsa:9980	Q9Y3R5
hsa:1652	P30046;Q53Y51
hsa:1621	P09172
hsa:57171	Q86YN1;A0A024R8B5
hsa:84444	Q8TEK3
hsa:90527	Q1HG43;B5M0B7
hsa:405753	Q1HG44
hsa:26060	Q9UKG1
hsa:55198	Q8NEU8
hsa:100131303	A0A0U1RQF7
hsa:3113	P20036;X5CKE2
hsa:3115	P04440;I4EC15
hsa:25911	Q9BVM2
hsa:1800	P16444;A0A140VJI3
hsa:64174	Q9H4A9
hsa:64180	Q9H4B8;A0A140VK16
hsa:8193	Q92782
hsa:8110	Q92784
hsa:1801	Q9BZG8
hsa:1802	Q9BQC3
hsa:100132911	Q9H4G8
hsa:285381	Q96FX2
hsa:51611	Q9H2P9;B3KWP1
hsa:89978	Q7L8W6
hsa:92715	Q9BTV6
hsa:8813	O60762;A0A0S2Z4Y5
hsa:8818	O94777
hsa:54344	Q9P2X0;Q86TM7
hsa:23649	Q14181
hsa:5424	P28340;A0A024R4F4
hsa:5425	P49005
hsa:10714	Q15054;A0A024R5M8
hsa:57804	Q9HCU8;A0A024R5D7;Q6NSD7
hsa:5426	Q07864
hsa:5427	P56282
hsa:54107	Q9NRF9;A0A024R829
hsa:56655	Q9NR33
hsa:5428	P54098;E5KNU5
hsa:11232	Q9UHN1;E5KS15
hsa:5422	P09884
hsa:5423	P06746
hsa:27343	Q9UGP5
hsa:27434	Q9NP87
hsa:353497	Q7Z5Q5
hsa:10721	O75417;Q59EE4
hsa:57628	Q8N608;B2RCJ8
hsa:29952	Q9UHL4
hsa:10072	Q9NY33
hsa:1803	P27487
hsa:1804	P42658;Q8IYG9;A7E2E4
hsa:54878	Q6V1X1;A0A024R5Z6;A8K4U2
hsa:91039	Q86TI2
hsa:151871	Q7Z7J5
hsa:359787	Q6W0C5
hsa:55211	Q7L190
hsa:340168	A6NC42
hsa:503834	A6NFQ7
hsa:23590	Q5T2R2
hsa:64798	Q8TB45
hsa:84661	Q9C005
hsa:1806	Q12882
hsa:1400	Q14194;Q96I11
hsa:1808	Q16555
hsa:1809	Q14195;Q8IXW6
hsa:10570	O14531
hsa:56896	Q9BPU6
hsa:1807	Q14117
hsa:3117	P01909;A0A173ADG5;Q8MH44
hsa:3118	P01906;Q76NI6
hsa:3119	P01920;Q5Y7D3
hsa:3120	P05538
hsa:165545	Q8TE96
hsa:121214	Q8NEX9
hsa:55332	Q8N682;A0A024RBF9
hsa:128338	Q6UX65;A0A024R0B7
hsa:374946	Q8NBI3
hsa:3122	P01903;A0A0G2JMH6
hsa:3125	P79483;A0A4D6G1L1
hsa:3126	P13762;X5D2U9
hsa:3127	Q30154;A0A2Z4LKS3
hsa:3123	P01911;Q5Y7D1
hsa:115811	Q96DY2
hsa:79781	Q86XH1
hsa:92749	Q96MC2
hsa:85478	Q8IXS2
hsa:83450	Q9H069;B3KSC6
hsa:2622	O95995;A0A384MR00
hsa:202500	Q5JU00
hsa:222235	Q8NEE6;Q8N1P0
hsa:84229	Q8IY82
hsa:84288	Q5VUJ9
hsa:84223	Q9H095;Q9H5C8
hsa:1812	P21728
hsa:1813	P14416;A0A024R3C5
hsa:1814	P35462;X5D2G4;A8K8E4
hsa:1815	P21917
hsa:1816	P21918
hsa:1627	Q16643
hsa:4733	Q9Y295
hsa:1819	P55039
hsa:644168	A6NNA5
hsa:51233	Q6PGQ1
hsa:1821	Q13474;A0A024RCH3
hsa:25979	Q6IAN0
hsa:201140	A6NNS2
hsa:51207	Q6B8I1
hsa:1823	Q08554
hsa:1824	Q02487
hsa:1825	Q14574
hsa:1826	O60469
hsa:57453	Q8TD84;A0A384DVL8
hsa:53820	P57055
hsa:92126	Q8IZU8
hsa:29940	Q9UL01
hsa:1828	Q02413
hsa:1829	Q14126
hsa:1830	P32926
hsa:147409	Q86SJ6
hsa:79980	Q9H410
hsa:1834	Q9NZW4
hsa:103	P55265
hsa:84062	Q96EV8;A0A0S2Z5U8
hsa:92675	Q8TEA8
hsa:112487	Q96FN9
hsa:401124	Q6ZMT9
hsa:51514	Q9NZJ0
hsa:1837	Q9Y4J8
hsa:1838	O60941
hsa:56986	Q8N5C7
hsa:285605	Q8NBA8
hsa:1840	Q86Y01
hsa:113878	Q86UW9
hsa:151636	Q8TDB6
hsa:196403	Q8N9I9;A0A024RB96
hsa:23220	Q9Y2E6
hsa:53905	Q9NRD9
hsa:50506	Q9NRD8
hsa:338599	Q68J44
hsa:11221	Q9Y6W6
hsa:8446	O75319
hsa:11266	Q9UNI6
hsa:11072	O95147;Q6FI36
hsa:128853	Q9H1R2
hsa:80824	Q9BY84;A0A024RAR2
hsa:150290	Q8NEJ0;A0A024R1L2
hsa:142679	Q8WTR2
hsa:64118	Q6P1R4
hsa:1843	P28562;B4DU40
hsa:63904	Q9H596
hsa:56940	Q9NRW4;A0A384NLC8
hsa:54935	Q9BVJ7;A0A140VJI5
hsa:78986	Q9BV47
hsa:92235	Q5VZP5
hsa:285193	Q4G0W2
hsa:54920	Q9NX74;A0A024R6Z7
hsa:1844	Q05923
hsa:56931	Q96G46;B2RDV7
hsa:1845	P51452
hsa:11062	O95620;A4D0R5
hsa:1846	Q13115
hsa:1847	Q16690
hsa:1848	Q16828;A0A024RBC1
hsa:1849	Q16829
hsa:1850	Q13202
hsa:1852	Q99956;Q6P9C2
hsa:25778	Q6XUX3
hsa:100506422	Q6ZN92
hsa:1854	P33316
hsa:26584	O43812;Q96PT3
hsa:100288687	Q9UBX2;C3U3A0
hsa:26581	Q96PT3;A0A384NPT7
hsa:503835	A6NLW8
hsa:1855	O14640
hsa:1856	O14641
hsa:1857	Q92997
hsa:10212	O00148
hsa:7919	Q13838;A0A024RCM3
hsa:1797	O77932;A0A024RCW8
hsa:143241	Q8WWB3
hsa:84332	Q96IM9
hsa:196385	Q8IVF4;B0I1S1
hsa:8701	Q96DT5;H9NAJ7;Q96NT7;H9NAJ8
hsa:201625	Q6ZR08
hsa:127602	Q0VDD8
hsa:8632	Q9UFH2
hsa:25981	Q9P2D7;A0A140VJI6
hsa:146754	Q9P225
hsa:55567	Q8TD57
hsa:1767	Q8TE73
hsa:1768	Q9C0G6
hsa:56171	Q8WXX0
hsa:1769	Q96JB1;Q8IU65;A0A075B6F3
hsa:1770	Q9NYC9
hsa:1778	Q14204
hsa:79659	Q8NCM8
hsa:8655	P63167;Q6FGH9
hsa:140735	Q96FJ2
hsa:6993	P63172
hsa:6990	P51808
hsa:54808	Q7RTS9
hsa:1759	Q05193
hsa:1785	P50570
hsa:26052	Q9UQ16
hsa:284254	Q8N1N2
hsa:1859	Q13627
hsa:9149	Q9Y463;A0A024R0I0
hsa:200895	Q86XF0
hsa:8445	Q92630
hsa:8444	O43781
hsa:8798	Q9NR20
hsa:1719	P00374;B0YJ76
hsa:8291	O75923
hsa:667	Q03001;Q6P0N6;B4DSS9
hsa:391475	A2CJ06
hsa:55184	Q9NVP4;A1L3Z8
hsa:199221	Q8IYY4
hsa:22873	Q86YF9;B3KSP1
hsa:9666	Q86Y13
hsa:27102	Q9BQI3;A0A024QZU1
hsa:5610	P19525;Q8IW76
hsa:9451	Q9NZJ5;B3KY45
hsa:440275	Q9P2K8
hsa:1869	Q01094;Q9BSD8
hsa:1870	Q14209
hsa:1871	O00716
hsa:1874	Q16254
hsa:1875	Q15329
hsa:1876	O75461;A0A0S2Z3K8
hsa:144455	Q96AV8
hsa:79733	A0AVK6
hsa:2036	Q9H4G0
hsa:2037	O43491;I6L9B1
hsa:23136	Q9Y2J2
hsa:57669	Q9HCM4
hsa:64097	Q9HCS5;Q8NEH8;Q8N8X1
hsa:54566	Q9H329;Q9NSG9;Q59GC2
hsa:1877	Q66K89
hsa:6507	P43003;A0A024R050;Q8N169
hsa:6506	P43004
hsa:6505	P43005
hsa:6511	P48664;B7Z7Q5
hsa:6512	O00341;F1T0D3
hsa:85403	Q96JC9
hsa:55840	Q96CJ1
hsa:64769	Q9HAF1
hsa:55837	Q56P03
hsa:340900	P0CF75
hsa:55096	Q6P2I7
hsa:10969	Q99848;Q6IB29
hsa:84650	Q9BY08
hsa:10682	Q15125;A0A024QYX0
hsa:11319	O95905
hsa:1889	P42892
hsa:110599583	P0DPD6;P0DPD8
hsa:9718	P0DPD6;P0DPD8
hsa:9427	O95672
hsa:1891	Q13011;A0A384MR44
hsa:3030	P40939;E9KL44
hsa:3032	P55084
hsa:55862	Q9NTX5
hsa:55268	Q86YB7
hsa:79746	Q96DC8;A0A140VKF9
hsa:1892	P30084
hsa:1962	Q08426
hsa:1632	P42126;A0A384NKJ3
hsa:10455	O75521
hsa:1893	Q16610;A0A140VJI7
hsa:1842	O94769
hsa:6037	P12724
hsa:641700	Q19T08
hsa:51295	Q9BQ95
hsa:345930	Q008S8
hsa:1894	Q9H8V3
hsa:128178	Q8WWZ3
hsa:10913	Q9UNE0
hsa:1896	Q92838
hsa:80153	Q96F86
hsa:23644	Q6P2E9
hsa:9695	Q92611;A0A024R2D5
hsa:55741	Q9BV94
hsa:80267	Q9BZQ6
hsa:8721	O60869
hsa:10085	O43854
hsa:1906	P05305;Q6FH53
hsa:1907	P20800
hsa:1908	P14138
hsa:1909	P25101
hsa:1910	P24530
hsa:26098	Q3B7T1
hsa:8411	Q15075
hsa:8726	O75530
hsa:80820	Q7L9B9
hsa:1915	P68104;Q6IPS9
hsa:1917	Q05639
hsa:1933	P24534;A0A024R3W7
hsa:1936	P29692
hsa:1937	P26641;Q53YD7
hsa:196483	Q96G04
hsa:29904	O00418
hsa:1938	P13639;A0A384N6H1
hsa:90141	Q9BUY7
hsa:90288	Q6NXP0;B3KXU6
hsa:124989	Q8IY85
hsa:9813	O75071
hsa:105373297	P60507
hsa:283229	Q8N4Y2
hsa:84766	Q9BSW2
hsa:79645	Q9HAE3;A0A024R7U5
hsa:146779	Q8N7B9
hsa:374786	A4FU69
hsa:64800	Q5THR3
hsa:84455	A8K855
hsa:285588	A8MZ26
hsa:79825	Q9HA90
hsa:85476	Q96RP9;E5KND5
hsa:151651	Q8N7U6
hsa:114327	Q5JVL4;B2CKC5
hsa:80258	Q5JST6
hsa:80303	Q9BUP0
hsa:79180	Q96C19;A0A024QZ77
hsa:79631	Q7Z2Z2
hsa:221143	Q8WVE0;A0A024RDN3;B2RE94
hsa:399818	Q5JPI9;Q8TC28
hsa:25895	Q96AZ1
hsa:110599564	P0DPD7
hsa:1942	P20827
hsa:1943	O43921
hsa:1944	P52797
hsa:1945	P52798
hsa:1946	P52803
hsa:1947	P98172
hsa:1948	P52799
hsa:1949	Q15768
hsa:51603	Q8N6R0;C4B4C6
hsa:23167	Q14156
hsa:22979	Q9Y2G0;B3KT90
hsa:10278	O43281
hsa:10102	P43897;E5KS95
hsa:7284	P49411;A0A384ME17
hsa:25975	Q8IUX8
hsa:51162	Q9UHF1;A0A024R8F5
hsa:80864	Q99944;A0A1U9X7N9
hsa:133584	Q63HQ2
hsa:1956	P00533;Q504U8;F2YGG7
hsa:1950	P01133
hsa:54583	Q9GZT9;R4SCQ0
hsa:112398	Q96KS0;A0A024R0R2
hsa:112399	Q9H6Z9
hsa:2022	P17813;Q96CG0;A0A024R878
hsa:1958	P18146;Q546S1
hsa:1959	P11161
hsa:1960	Q06889
hsa:1961	Q05215;B7ZKU3
hsa:254102	Q8N3D4
hsa:23301	Q8NDI1
hsa:10938	Q9H4M9;B2R5U3
hsa:30846	Q9NZN4;A0A024R0S6
hsa:30845	Q9NZN3
hsa:30844	Q9H223;A0A024R9N6;A8K9B9
hsa:26298	Q9NZC4
hsa:79813	Q9H9B1
hsa:10919	Q96KQ7;A0A024RCN9
hsa:9538	O14681;A0A024R3I8
hsa:1967	Q14232
hsa:8892	P49770;Q53XC2
hsa:8890	Q9UI10
hsa:8893	Q13144
hsa:8891	Q9NR50;Q9HA31
hsa:23741	Q9Y6B2
hsa:126272	Q96D98
hsa:163126	Q8N6I1
hsa:493861	Q8N140;A0A140VJI9
hsa:84285	Q8N9N8;A0A024R5B9
hsa:10289	O60739;Q6FG85
hsa:10209	P41567;Q6IAV3
hsa:83939	Q9BY44
hsa:1939	P41214
hsa:8661	Q14152
hsa:8662	P55884;A0A024R821
hsa:8663	Q99613;A0A024QYU9
hsa:8664	O15371
hsa:3646	P60228
hsa:8665	O00303
hsa:8666	O75821
hsa:8667	O15372;Q6IB98
hsa:8668	Q13347;Q5U0F4
hsa:8669	O75822;A0A024R5S5
hsa:27335	Q9UBQ5
hsa:51386	Q9Y262
hsa:10480	Q7L2H7
hsa:728689	B5ME19
hsa:7260	Q53HC9
hsa:55500	Q9HBU6
hsa:55224	Q9NVF9;A0A024R9A8
hsa:5266	P19957
hsa:1994	Q15717
hsa:1993	Q12926
hsa:1995	Q14576
hsa:1996	P26378
hsa:100506013	P0DMC3;X5D2P3
hsa:728929	Q3SY89;Q8NG57
hsa:100506888	A6NLF2
hsa:1997	P32519;Q6MZZ4;A0A024RDU6
hsa:1998	Q15723
hsa:1999	P78545;A0A024R974
hsa:2000	Q99607
hsa:2001	Q9UKW6;A8K443
hsa:392617	P0C7U0
hsa:2002	P19419;A0A024R1A7
hsa:2004	P41970;A0A024RBE2
hsa:2005	P28324;Q8IXL1
hsa:22936	O00472;Q59FW6;Q7Z656
hsa:80237	Q9HB65
hsa:8178	P55199
hsa:55531	Q8N336
hsa:255520	Q8IZ81
hsa:84173	Q96FG2
hsa:9844	Q92556;A4D1X5
hsa:63916	Q96JJ3
hsa:79767	Q96BJ8
hsa:1991	P08246
hsa:2006	P15502
hsa:6924	Q14241
hsa:51224	Q8IYF1
hsa:162699	Q8NG57
hsa:6923	Q15370
hsa:6921	Q15369;A0A024R7Y5
hsa:84337	P60002
hsa:64834	Q9BW60
hsa:54898	Q9NXB9;A0A024QZV3
hsa:83401	Q9HB03
hsa:6785	Q9GZR5
hsa:60481	Q9NYP7;A0A024RD35;B3KWH9
hsa:79071	Q9H5J4
hsa:79993	A1L3X0
hsa:8518	O95163;Q4LE38;Q8N516
hsa:55250	Q6IA86
hsa:55140	Q9H9T3
hsa:26610	Q96EB1
hsa:23587	Q8TE02
hsa:54859	Q0PNE2
hsa:25909	Q8WYP5
hsa:4354	Q00013
hsa:2009	O00423
hsa:24139	O95834
hsa:256364	Q32P44
hsa:27436	Q9HC35
hsa:161436	Q05BV3
hsa:400954	Q6ZMW3
hsa:55780	Q5T6L9
hsa:133418	Q6PCB8
hsa:284361	Q5UCC4
hsa:23065	Q8N766
hsa:9694	Q15006
hsa:55831	Q9P0I2
hsa:51234	Q5J8M3;A0A024R9N3
hsa:83460	Q9BV81
hsa:56851	Q9NPA0
hsa:10328	O43402;Q53Y03
hsa:51016	Q9Y3B6
hsa:2010	P50402
hsa:146956	Q96AY2
hsa:197342	A4GXA9
hsa:129080	Q96A84
hsa:11117	Q9Y6C2
hsa:84034	Q9BXX0
hsa:90187	Q9NT22
hsa:2012	P54849;A0A024RAT0
hsa:2013	P54851;Q7Z4B3
hsa:2014	P54852;A0A024QZF8
hsa:91689	Q9H4I9
hsa:56946	Q7Z589
hsa:2016	Q04741
hsa:2018	Q04743
hsa:55740	Q8N8S7
hsa:10117	Q9NRM1
hsa:64772	Q8NFI3
hsa:8507	O14682;Q53XS2
hsa:23052	O94919
hsa:8909	P21128
hsa:284131	Q8N8Q3
hsa:375704	Q6UWT2
hsa:84080	Q9H0I2
hsa:219670	Q8TC29
hsa:4298	Q03111
hsa:387712	A6NNW6
hsa:2023	P06733;A0A024R4F1
hsa:2027	P13929
hsa:55556	Q7L5Y1
hsa:2026	P09104;Q6FHV6
hsa:58478	Q9UHY7
hsa:55068	Q8TC92;A0A024RDT8
hsa:10495	Q16206
hsa:7184	P14625;V9HWP2
hsa:5167	P22413
hsa:5168	Q13822
hsa:5169	O14638
hsa:22875	Q9Y6X5
hsa:59084	Q9UJA9
hsa:133121	Q6UWR7
hsa:339221	Q6UWV6
hsa:2086	Q14264
hsa:2029	O43768
hsa:150350	Q8IYW4
hsa:5651	P98073
hsa:953	P49961
hsa:954	Q9Y5L3
hsa:956	O75355
hsa:9583	Q9Y227
hsa:957	O75356;A0A024R6D3
hsa:955	O75354
hsa:57089	Q9NQZ7
hsa:377841	Q5MY95
hsa:10807	Q96C92
hsa:56943	Q9NPA8;A0A024R9D9
hsa:285203	Q5NDL2
hsa:8320	O95936;B7Z4K0
hsa:58513	Q9UBC2
hsa:2033	Q09472;Q7Z6C1
hsa:10876	Q14507;W0UTC5
hsa:64184	P56851;W0UV31
hsa:57634	Q96L91
hsa:390748	A6NDY0;B6RF28
hsa:2034	Q99814;B3KW07
hsa:2038	P16452
hsa:80314	Q9H2F5
hsa:26122	Q52LR7
hsa:4072	P16422
hsa:10544	Q9UNN8
hsa:54749	Q9UM22;Q96J80
hsa:57724	Q9HCE0;Q9BTI0
hsa:255324	Q6UW88
hsa:2041	P21709
hsa:1969	P29317;A0A024QZA8
hsa:2042	P29320;A0A140VJJ0;Q6P4R6
hsa:2043	P54764
hsa:2044	P54756;B7ZKJ3;A0A384MU00;Q59FT4
hsa:285220	Q9UF33
hsa:2045	Q15375
hsa:2046	P29322
hsa:284656	Q5JZY3;Q4G0R4
hsa:2047	P54762
hsa:2048	P29323;Q6NVW1;Q4LE53
hsa:2049	P54753
hsa:2050	P54760;Q96L35;Q541P7
hsa:2051	O15197;F8WCM8
hsa:79852	Q9H6B9;A0A024R7F3
hsa:253152	Q8IUS5
hsa:83481	P58107
hsa:7957	O95278
hsa:9852	Q7L775
hsa:29924	Q9Y6I3;A0A024R4S1
hsa:22905	O95208
hsa:55040	Q9H201
hsa:9685	Q14677
hsa:100170841	A6NHQ4
hsa:2057	P19235
hsa:2056	P01588;G9JKG7
hsa:100526773	O95925
hsa:57119	O95925;A0A384NYB9
hsa:2060	P42566
hsa:2059	Q12929;B4E3T6
hsa:85465	Q9C0D9
hsa:1833	Q99645;A0A024RBC3
hsa:54586	Q9NQ60
hsa:375748	Q5T890
hsa:26284	O75616
hsa:51752	Q9NZ08
hsa:64167	Q6P179;B2R769
hsa:105377641	P60509
hsa:2064	P04626;X5DNK3
hsa:2065	P21860
hsa:2066	Q15303
hsa:55914	Q96RT1
hsa:26059	O15083
hsa:54821	Q2NKX8
hsa:2067	P07992;A0A024R0Q6
hsa:2068	P18074
hsa:2071	P19447
hsa:2073	P28715
hsa:2074	Q03468;Q59FF6
hsa:1161	Q13216
hsa:10945	P24390
hsa:11014	P33947;A0A024QZT7
hsa:11015	O43731;A0A024R1R0
hsa:2069	O14944
hsa:2107	P62495
hsa:2935	P15170;Q7KZX8;B2RCT6
hsa:23708	Q8IYD1
hsa:151176	Q4G0M1
hsa:2077	P50548;A0A024R0L4
hsa:6713	Q14534;Q5HYI4
hsa:7108	O76062;A0A024R577
hsa:11161	Q9UKR5;Q6FII3;Q86TW5
hsa:4047	P48449;B2R694
hsa:57222	Q969X5
hsa:51290	Q96RQ1;A0A024RB08;Q86TD3
hsa:51614	Q9Y282;A2TJK5
hsa:2078	P11308;B4DN83
hsa:2079	P84090;A0A024R6D4
hsa:90459	Q8IV48;A0A024R355
hsa:112479	A8K979
hsa:79033	O43414;B4DEX5
hsa:220081	Q5W0A0
hsa:157697	Q86X53
hsa:285141	A1L162
hsa:127254	Q5RHP9
hsa:100170765	A6NGS2
hsa:203111	Q6P6B1
hsa:131831	Q7L0X2
hsa:27248	Q96DZ1;V9HWD3
hsa:10613	O75477
hsa:11160	O94905;A0A384ME54
hsa:114625	Q96PL5;A0A1C9HIH9
hsa:57471	Q8TAM6
hsa:79956	Q7Z2K6;Q6ZMD3
hsa:2081	O75460
hsa:10595	Q76MJ5;A5YM46;A5YM65
hsa:30001	Q96HE7
hsa:56605	Q86YB8
hsa:121506	Q96DN0
hsa:10961	P30040;V9HW71
hsa:23071	Q9BS26;A0A384MEE7
hsa:2101	P11474;Q569H8
hsa:2103	O95718
hsa:2104	P62508;F1D8R5
hsa:54206	Q9UJM3;I6S2Y9;B3KTV8
hsa:147664	B6SEH8;M9QQA5
hsa:100271846	B6SEH9;M9QSX5
hsa:54869	Q8TE68
hsa:64787	Q9H6S3
hsa:79574	Q8TE67
hsa:90952	Q96AP7
hsa:114799	Q5FWF5;A0A024RC19
hsa:157570	Q56NI9
hsa:51575	Q9H501
hsa:94240	Q96J88
hsa:11082	Q9NQ30
hsa:64100	Q96BH3;A0A384NKL6
hsa:9700	Q14674
hsa:339768	Q6ZVH7;B3KXY4
hsa:83715	B1AK53
hsa:2099	P03372;G4XH65
hsa:2100	Q92731;Q7LCB3
hsa:54845	Q6NXG1
hsa:80004	Q9H6T0
hsa:8220	Q96DF8
hsa:23293	Q86US8
hsa:1066	P23141
hsa:8824	O00748
hsa:23491	Q6UWW8
hsa:283848	Q5XG92
hsa:221223	Q6NT32
hsa:2098	P10768;A0A140VJJ2
hsa:80712	Q8N693
hsa:23344	Q9BSJ8;A0A024RB17
hsa:57488	A0FGR8
hsa:83850	A0FGR9
hsa:54465	Q9NY74
hsa:2108	P13804;A0A0S2Z3L0
hsa:2109	P38117
hsa:2110	Q16134;B4DEQ0
hsa:144363	Q6IPR1
hsa:23474	O95571;A0A0S2Z5B3
hsa:254013	Q8IXQ9
hsa:2113	P14921;B4DW78
hsa:2114	P15036
hsa:2115	P50549
hsa:2116	O00321
hsa:440695	Q6ZN32
hsa:2117	P41162
hsa:2118	P43268
hsa:2119	P41161
hsa:2120	P41212;A0A0S2Z3C9
hsa:51513	Q9Y603
hsa:54149	Q9NYK6;Q68DA1
hsa:84141	Q9H8M9
hsa:55194	Q9NVM1
hsa:59271	P58658
hsa:2121	P57679
hsa:84645	Q9BZE7;A0A024R1K6
hsa:2123	P22794
hsa:2124	P34910;Q9BRW1
hsa:115704	Q96CN4;A0A384MR55
hsa:7813	O60447;Q59FE7
hsa:51466	Q9UI08;A0A024R6K5
hsa:645027	A8MZ36
hsa:2125	Q92817
hsa:2128	P49640
hsa:344191	Q03828
hsa:2130	Q01844
hsa:283849	Q86VI1;A0A024R6U6
hsa:90332	Q2M3D2
hsa:91828	Q17RC7
hsa:23233	Q9Y2D4
hsa:161829	Q8NHP7
hsa:55218	Q9NVH0
hsa:9156	Q9UQ84
hsa:64789	Q9H790
hsa:55763	Q9NV70
hsa:55770	Q96KP1;A0A024QZT2
hsa:11336	O60645;A0A024QYZ6;Q69YP2
hsa:60412	Q96A65
hsa:10640	O00471
hsa:54536	Q8TAG9;B2RDH5
hsa:23265	Q9UPT5;Q63HP7
hsa:149371	Q8IYI6
hsa:9941	Q9Y2C4
hsa:51013	Q9Y3B2
hsa:23404	Q13868
hsa:51010	Q9NQT5
hsa:54512	Q9NPD3
hsa:56915	Q9NQT4
hsa:118460	Q5RKV6
hsa:23016	Q15024;B2RDZ9
hsa:11340	Q96B26
hsa:5393	Q06265
hsa:5394	Q01780
hsa:23086	Q8NEV8;Q149M6
hsa:2131	Q16394
hsa:2132	Q93063
hsa:2134	Q92935
hsa:2135	Q9UBQ6
hsa:2137	O43909;A0A384NPY9
hsa:2138	Q99502;A0A024R813;B3KXR1
hsa:2139	O00167
hsa:2140	Q99504
hsa:2070	O95677;Q96CJ7
hsa:346007	Q5T1H1
hsa:2145	Q92800
hsa:2146	Q15910
hsa:340602	Q86X51
hsa:7430	P15311
hsa:399665	Q5T9C2
hsa:284611	Q5T8I3
hsa:84923	Q969W3
hsa:90736	Q5XKR9
hsa:80039	Q4KMX7
hsa:100129396	P0CH98
hsa:11170	O95990;Q6IAM1
hsa:83641	Q9H098
hsa:6767	P50502;Q0IJ56;A0A140VKA6
hsa:118924	Q70Z53
hsa:83541	Q9BQ89
hsa:90362	Q8TC76;A0A024R7V5;B3KRT5
hsa:642273	Q1W6H9
hsa:79927	Q8TAY7
hsa:63901	Q96PZ2;A0A024R4Z3
hsa:374393	Q6SJ93
hsa:10827	Q9NRY5;B3KTE4;A0A140VKG4
hsa:81558	Q9C073
hsa:150864	Q6P1L5;Q7Z3M2
hsa:55007	Q9NWS6;A0A024R4V3
hsa:79607	Q9BPY3;A0A024R3L8
hsa:23196	Q9NZB2
hsa:84498	Q96EK7;B4DSS4
hsa:54954	Q9NX05
hsa:158293	Q5T036
hsa:116224	Q96E09;B3KX07
hsa:159090	Q7Z309
hsa:220108	Q86V42
hsa:79843	Q9H5Z6
hsa:285172	Q8IXS8
hsa:131408	Q6UXB0
hsa:9715	Q86XD5
hsa:348487	Q96AQ9
hsa:286499	Q8N9E0
hsa:257415	Q5BKY9
hsa:57579	Q9P2D6
hsa:51059	Q49AJ0
hsa:84908	Q96C01
hsa:2162	P00488
hsa:2165	P05160
hsa:25854	A5PLN7
hsa:317662	Q96BN6
hsa:338094	Q8WW52
hsa:167555	Q6UXP7
hsa:285596	Q9UHL3
hsa:728215	B1AL88
hsa:27112	O75949
hsa:84140	Q3B820
hsa:145483	Q96MY7
hsa:26355	Q96A26;Q9H2P1
hsa:221303	Q5T6X4
hsa:148753	Q96GL9
hsa:642968	P0C2L3
hsa:401565	Q6J272
hsa:730112	A8MTA8
hsa:339778	A6NJV1
hsa:83648	Q96KS9
hsa:84734	Q9BTA0
hsa:23201	Q92567
hsa:130074	A1KXE4;A0A024QZ31
hsa:26049	Q9Y6X4
hsa:283777	Q8N8A8
hsa:729830	Q05DH4
hsa:84067	Q8N612
hsa:57700	Q5W0V3
hsa:64760	Q86V87
hsa:2203	P09467
hsa:8789	O00757
hsa:340069	A1A519
hsa:170370	A6NMN3
hsa:221061	Q5VUB5;Q9Y438;B3KMX9
hsa:284069	A8MVW0
hsa:165215	Q6P995
hsa:83989	Q8WUF8;A0A024RAL9
hsa:345757	Q8TBP5
hsa:400451	Q3ZCQ3
hsa:55009	Q9BVV8
hsa:283635	Q8N128
hsa:400823	A6PVY3
hsa:51252	Q8IXR5;B3KV66
hsa:389558	Q6UWF9
hsa:399888	Q6P0A1
hsa:90050	Q8N9Y4
hsa:220382	A6NEQ2
hsa:440585	A6NL82
hsa:79632	Q8NB25;Q6P9G8
hsa:27146	Q9ULE4
hsa:222234	Q8N0U4
hsa:121006	A6NE01
hsa:84070	Q8IYM0;A0A024R129
hsa:148109	Q17R55
hsa:23359	O60320
hsa:9413	Q15884;Q8WU02
hsa:10712	P81408
hsa:8603	P78312
hsa:139231	Q6PEV8;B0QYU2
hsa:221786	Q8TCP9
hsa:285550	P0CF97
hsa:63877	Q9H8W3
hsa:259308	Q6ZU69;B4DY95
hsa:100129969	A6NFA0
hsa:85395	Q9NSI2
hsa:200232	Q5JX71
hsa:388799	Q5JX69
hsa:125228	Q96ND0
hsa:116151	Q96KR6
hsa:56204	Q32MH5
hsa:80256	Q7L5A3
hsa:29902	Q8WUB2
hsa:144809	Q8N7L0
hsa:222826	Q8IXS0
hsa:63939	Q9NTX9
hsa:203259	Q8IW50
hsa:57184	Q5XKK7
hsa:84792	Q7Z4H9
hsa:340277	A4D161
hsa:392307	A6H8Z2
hsa:84915	Q5U5X8;A0A024RBN3
hsa:55731	Q8WU58;A0A024QZ60;B3KQ88
hsa:159091	Q6P4D5
hsa:646851	F5H4B4
hsa:196951	Q96M60
hsa:653140	Q86W67
hsa:375190	P0C875
hsa:100128071	H3BQW9
hsa:619208	Q4G0N7
hsa:83986	Q9H0X4
hsa:57613	A2RU67
hsa:100129407	A0A1B0GUQ0;A0A1B0GV22
hsa:100132304	A0A1B0GUQ0;A0A1B0GV22
hsa:105373251	P0DP71;A0A1B0GTK5
hsa:200726	A0A1B0GTK4
hsa:100132146	A0A1B0GVK7;A0A286YEV0
hsa:132720	Q8N8J7
hsa:219738	Q96D05;A0A024QZL0
hsa:101928147	B9A014;P0DPQ4
