dr:D00001	Water (JP17/USP)
dr:D02507	Nihydrazone (INN)
dr:D02508	Pivampicillin hydrochloride (USAN)
dr:D02509	Panipenem and betamipron (JP17)
dr:D02510	Furaltadone (INN)
dr:D02511	Furalazine (prop.INN)
dr:D02512	Dihydrostreptomycin sulfate (USP)
dr:D02513	Nifurpirinol (USAN)
dr:D02514	Nifuradene (USAN/INN)
dr:D02515	Nifuroxime (INN)
dr:D02516	Sulfamoxole (USAN/INN)
dr:D02517	Sulfameter (USAN)
dr:D02518	Dihydroxymethylfuratrizine
dr:D02519	Sulfacytine (USAN)
dr:D02520	Glucosulfone (INN)
dr:D02521	Aldesulfone sodium (INN)
dr:D02522	Thiazosulfone (INN)
dr:D02523	Erythromycin acistrate (USAN)
dr:D02524	Erythromycin gluceptate (USP)
dr:D02525	Erythromycin propionate (USAN)
dr:D02526	Guanofuracin
dr:D02527	Aminopterin sodium (INN)
dr:D02528	Furylfuramide
dr:D02529	Panazon
dr:D02530	Colistin sulfate and fradiomycin sulfate
dr:D02531	Bacitracin zinc, neomycin sulfate and polymixin B sulfate
dr:D02534	Nitrovin (BAN)
dr:D02535	Timepidium bromide hydrate (JP17)
dr:D02536	Pyrithioxine hydrochloride (JAN)
dr:D02537	Dronedarone (INN)
dr:D02538	Sodium nifurstyrenate
dr:D02539	Clinafloxacin hydrochloride (USAN)
dr:D02540	Garenoxacin mesylate (USAN)
dr:D02541	Lomefloxacin mesylate (USAN)
dr:D02542	Tobramycin sulfate (USP)
dr:D02543	Amikacin (USP/INN)
dr:D02544	Sisomicin (USAN/INN)
dr:D02545	Isepamicin (USAN/INN)
dr:D02546	Kainic acid hydrate (JP17)
dr:D02547	Pamaquine
dr:D02548	Mepacrine dihydrochloride
dr:D02549	Rifamycin (USAN/INN)
dr:D02550	Rifalazil (USAN/INN)
dr:D02551	Rifametane (USAN/INN)
dr:D02552	Rifamexil (USAN/INN)
dr:D02553	Rifamide (USAN)
dr:D02554	Rifaximin (JAN/USAN/INN)
dr:D02555	Posaconazole (JAN/USAN/INN)
dr:D02556	Ravuconazole (prop.INN)
dr:D02557	Chlormidazole (INN)
dr:D02558	Rivastigmine tartrate
dr:D02559	Toloxatone (INN)
dr:D02560	Brofaromine (INN)
dr:D02561	Moclobemide (USAN/INN)
dr:D02562	Rasagiline mesylate (USAN)
dr:D02563	Befloxatone (INN)
dr:D02564	Pargyline hydrochloride (USAN)
dr:D02565	Dimetacrine (INN)
dr:D02566	Maprotiline (USAN)
dr:D02567	Escitalopram oxalate (JAN/USP)
dr:D02568	Flesinoxan (INN)
dr:D02569	Sunepitron hydrochloride (USAN)
dr:D02570	Desvenlafaxine succinate (USAN)
dr:D02571	Sibutramine hydrochloride (USP)
dr:D02572	Viloxazine hydrochloride (USAN)
dr:D02573	Reboxetine mesylate (USAN)
dr:D02574	Atomoxetine hydrochloride (JAN/USP)
dr:D02575	Tianeptine (INN)
dr:D02576	Eptapirone (INN)
dr:D02577	Flibanserin (USAN/INN)
dr:D02578	Agomelatine (INN)
dr:D02579	Iproniazid (INN)
dr:D02580	Isocarboxazid (INN)
dr:D02581	Cimoxatone (INN)
dr:D02582	Fenticonazole (INN)
dr:D02583	Fenticonazole nitrate (USAN)
dr:D02584	Aliconazole (INN)
dr:D02585	Vibunazole
dr:D02586	Alteconazole (INN)
dr:D02587	Metildigoxin (JP17)
dr:D02588	Montirelin (INN)
dr:D02589	Cromoglicate lisetil (INN)
dr:D02590	Israpafant (JAN/INN)
dr:D02591	Dexamethasone acefurate (USAN/INN)
dr:D02592	Dexamethasone beloxil (USAN)
dr:D02593	Pantoprazole sodium (USP)
dr:D02594	Abecarnil (INN)
dr:D02595	Mephenesin (INN)
dr:D02596	Tocilizumab (USAN/INN)
dr:D02597	Adalimumab (USAN/INN)
dr:D02598	Infliximab (USAN/INN)
dr:D02599	Orphenadrine hydrochloride
dr:D02600	Demoxepam (USAN/INN)
dr:D02601	Phenothiazine (INN)
dr:D02602	Fenethazine (INN)
dr:D02603	Diethazine hydrochloride
dr:D02604	Acepromazine maleate (USP)
dr:D02605	Methoxypromazine maleate
dr:D02606	Pipamazine (INN)
dr:D02607	Mepazine acetate
dr:D02608	Perazine fendizoate (JAN)
dr:D02609	Prochlorperazine edisylate (USP)
dr:D02610	Thiethylperazine malate (JAN)
dr:D02611	Phenoperidine (INN)
dr:D02612	Thiothixene hydrochloride (USP)
dr:D02613	Clopenthixol (USAN)
dr:D02614	Denopamine (JAN/INN)
dr:D02615	Chlorpromazine hydrochloride, promethazine hydrochloride and phenobarbital
dr:D02616	Pagoclone (USAN/INN)
dr:D02617	Ocinaplon (USAN/INN)
dr:D02618	Butobarbital (BAN)
dr:D02619	Carbromal (INN)
dr:D02620	Azaperone (USP/INN)
dr:D02621	Fluanisone (INN)
dr:D02622	Pipamperone (USAN/INN)
dr:D02623	Moperone (INN)
dr:D02624	Eszopiclone (JAN/USP/INN)
dr:D02625	Trifluperidol (USAN/INN)
dr:D02626	Bromperidol decanoate (USAN)
dr:D02627	Benperidol (USAN/INN)
dr:D02628	Milenperone (USAN/INN)
dr:D02629	Fluspirilene (USAN/INN)
dr:D02630	Penfluridol (USAN/INN)
dr:D02631	Dilazep dihydrochloride hydrate (JP17)
dr:D02632	Indisetron hydrochloride (JAN)
dr:D02633	Lomerizine hydrochloride (JAN)
dr:D02634	Alentemol hydrobromide (USAN)
dr:D02635	Alpertine (USAN/INN)
dr:D02636	Batelapine maleate (USAN)
dr:D02637	Benzindopyrine hydrochloride (USAN)
dr:D02638	Brofoxine (USAN/INN)
dr:D02639	Buramate (USAN)
dr:D02640	Indiplon (USAN/INN)
dr:D02641	Butaclamol hydrochloride (USAN)
dr:D02642	Butaperazine (USAN)
dr:D02643	Butaperazine maleate (USAN)
dr:D02644	Carphenazine maleate (USAN)
dr:D02645	Carvotroline hydrochloride (USAN)
dr:D02646	Cinperene (USAN)
dr:D02647	Cintriamide (USAN)
dr:D02648	Clomacran phosphate (USAN)
dr:D02649	Clopimozide (USAN/INN)
dr:D02650	Clopipazan mesylate (USAN)
dr:D02651	Cloroperone hydrochloride (USAN)
dr:D02652	Clothixamide maleate (USAN)
dr:D02653	Cyclophenazine hydrochloride (USAN)
dr:D02654	Cyproximide (USAN)
dr:D02655	Etazolate hydrochloride (USAN)
dr:D02656	Fananserin (USAN/INN)
dr:D02657	Fenimide (USAN/INN)
dr:D02658	Flucindole (USAN/INN)
dr:D02659	Flumezapine (USAN)
dr:D02660	Fluotracen hydrochloride (USAN)
dr:D02661	Fluspiperone (USAN/INN)
dr:D02662	Flutroline (USAN/INN)
dr:D02663	Gevotroline hydrochloride (USAN)
dr:D02664	Mirimostim (JAN/INN)
dr:D02665	Halopemide (USAN/INN)
dr:D02666	Iloperidone (USAN/INN)
dr:D02667	Imidoline hydrochloride (USAN)
dr:D02668	Lenperone (USAN)
dr:D02669	Lometraline hydrochloride (USAN)
dr:D02670	Mazapertine succinate (USAN)
dr:D02671	Mesoridazine (USAN/INN)
dr:D02672	Metiapine (USAN/INN)
dr:D02673	Milipertine (USAN/INN)
dr:D02674	Naranol hydrochloride (USAN)
dr:D02675	Ocaperidone (USAN)
dr:D02676	Oxiperomide (USAN/INN)
dr:D02677	Pentiapine maleate (USAN)
dr:D02678	Pinoxepin hydrochloride (USAN)
dr:D02679	Piperacetazine (USAN/INN)
dr:D02680	Pipotiazine palmitate (USAN)
dr:D02681	Piquindone hydrochloride (USAN)
dr:D02682	Remoxipride (USAN)
dr:D02683	Remoxipride hydrochloride (USAN)
dr:D02684	Rimcazole hydrochloride (USAN)
dr:D02685	Seperidol hydrochloride (USAN)
dr:D02686	Setoperone (USAN/INN)
dr:D02687	Tioperidone hydrochloride (USAN)
dr:D02688	Tiospirone hydrochloride (USAN)
dr:D02689	Ramelteon (JAN/USAN/INN)
dr:D02690	Cholestyramine resin (USP)
dr:D02691	Somatropin (USP/INN)
dr:D02692	Menotropins (USAN)
dr:D02693	Devazepide (USAN/INN)
dr:D02694	Tifluadom (INN)
dr:D02696	Talampanel (INN)
dr:D02697	Valrubicin (USP/INN)
dr:D02698	Teniposide (USP/INN)
dr:D02699	Thiazesim hydrochloride (USAN)
dr:D02700	Taclamine hydrochloride (USAN)
dr:D02701	Talniflumate (USAN/INN)
dr:D02702	Talibegron hydrochloride (USAN)
dr:D02703	Tametraline hydrochloride (USAN)
dr:D02704	Tampramine fumarate (USAN)
dr:D02705	Alprostadil alfadex (JP17)
dr:D02706	Sodium gualenate hydrate (JAN)
dr:D02707	Hydroxocobalamin acetate (JP17)
dr:D02708	Alcloxa (JAN/USAN/INN)
dr:D02709	Valdecoxib (USAN/INN)
dr:D02710	Tarazepide (INN)
dr:D02711	Propylene glycolate cefatrizine (JP17)
dr:D02712	Tibezonium iodide (INN)
dr:D02713	Carpipramine hydrochloride hydrate (JAN)
dr:D02714	Everolimus (JAN/USAN/INN)
dr:D02715	Balsalazide disodium (USP)
dr:D02716	Pregabalin (JAN/USAN/INN)
dr:D02717	Valnoctamide (USAN/INN)
dr:D02718	Valrocemide (USAN/INN)
dr:D02719	Rosaprostol (INN)
dr:D02720	Beraprost (USAN)
dr:D02721	Iloprost (USAN/INN)
dr:D02722	Limaprost (INN)
dr:D02723	Ecraprost (USAN/INN)
dr:D02724	Bimatoprost (JAN/USAN/INN)
dr:D02725	Sulprostone (USAN/INN)
dr:D02726	Meteneprost (USAN/INN)
dr:D02727	Cloprostenol sodium (USP)
dr:D02728	Fluprostenol sodium (USAN)
dr:D02729	Itopride hydrochloride (JAN)
dr:D02730	Tegaserod maleate (USAN)
dr:D02731	Vardenafil dihydrochoride (USAN)
dr:D02732	Pranlukast hydrate (JP17)
dr:D02733	Trimethobenzamide hydrochloride (USP)
dr:D02734	Abacavir succinate (USAN)
dr:D02735	Rimabotulinumtoxin B (USAN)
dr:D02736	Fomivirsen sodium (USAN)
dr:D02737	Palivizumab (USAN/INN)
dr:D02738	Abarelix (USAN/INN)
dr:D02739	Ablukast (USAN/INN)
dr:D02740	Lidocaine and prilocaine
dr:D02741	Ablukast sodium (USAN)
dr:D02742	Acadesine (USAN/INN)
dr:D02743	Celmoleukin (genetical recombination) (JP17)
dr:D02744	Interferon alfacon-1 (USAN/INN)
dr:D02745	Interferon alfa-2b (USAN)
dr:D02746	Acecainide hydrochloride (USAN)
dr:D02747	Peginterferon alfa-2a (USAN/INN)
dr:D02748	Peginterferon alfa-2b (USAN/INN)
dr:D02749	Teceleukin (USAN)
dr:D02750	Aceclidine (USAN/INN)
dr:D02751	Acedapsone (USAN/INN)
dr:D02752	Acetosulfone sodium (USAN)
dr:D02753	Acifran (USAN/INN)
dr:D02754	Acitretin (USP/INN)
dr:D02755	Acivicin (USAN/INN)
dr:D02756	Aclarubicin (USAN/INN)
dr:D02757	Acodazole hydrochloride (USAN)
dr:D02758	Acolbifene hydrochloride (USAN)
dr:D02759	Acrisorcin (USAN/INN)
dr:D02760	Acrivastine (USAN/INN)
dr:D02761	Actinoquinol sodium (USAN)
dr:D02762	Actisomide (USAN/INN)
dr:D02763	Actodigin (USAN/INN)
dr:D02764	Acyclovir sodium (USAN)
dr:D02765	Adaprolol maleate (USAN)
dr:D02766	Valpromide (INN)
dr:D02767	Adatanserin hydrochloride (USAN)
dr:D02768	Adefovir (USAN/INN)
dr:D02769	Adenosine phosphate (USAN/INN)
dr:D02770	Adinazolam (USAN/INN)
dr:D02771	Adinazolam mesylate (USAN)
dr:D02772	Adiphenine hydrochloride (USAN)
dr:D02773	Adozelesin (USAN/INN)
dr:D02774	Adrenalone (USAN/INN)
dr:D02775	Adrogolide hydrochloride (USAN)
dr:D02777	Abamectin (USAN/INN)
dr:D02778	Abciximab (USAN/INN)
dr:D02779	Acacia (JP17/NF)
dr:D02780	Acamprosate calcium (JAN/USAN)
dr:D02781	Acemannan (USAN/INN)
dr:D02782	Actaplanin (USAN/INN)
dr:D02783	Afovirsen sodium (USAN)
dr:D02784	Agalsidase alfa (USAN/INN)
dr:D02785	Aklomide (USAN/INN)
dr:D02786	Alamecin (USAN)
dr:D02787	Alaproclate (USAN/INN)
dr:D02788	Albumin aggregated (USAN)
dr:D02789	Iodinated I 131 albumin aggregated (USP)
dr:D02790	Albumin aggregated iodinated I 131 serum (USAN)
dr:D02791	Albumin chromated Cr 51 serum (USAN)
dr:D02792	Albumin human (USP)
dr:D02793	Iodinated I 125 Albumin (USP)
dr:D02794	Albumin iodinated I 125 serum (USAN)
dr:D02795	Iodinated I 131 albumin (USP)
dr:D02796	Albumin iodinated I 131 serum (USAN)
dr:D02797	Albutoin (USAN/INN)
dr:D02798	Alcohol diluted (NF)
dr:D02799	Alcohol, rubbing (USP)
dr:D02800	Alefacept (USAN/INN)
dr:D02801	Alemcinal (USAN/INN)
dr:D02802	Alemtuzumab (USAN/INN)
dr:D02803	Aletamine hydrochloride (USAN)
dr:D02804	Alexidine (USAN/INN)
dr:D02805	Alexomycin (USAN)
dr:D02806	Alfaprostol (USAN/INN)
dr:D02807	Algeldrate (USAN/INN)
dr:D02808	Algestone acetonide (USAN)
dr:D02809	Algestone acetophenide (USAN)
dr:D02810	Alglucerase (JAN/USAN/INN)
dr:D02811	Alicaforsen sodium (USAN)
dr:D02812	Aliflurane (USAN/INN)
dr:D02813	Alipamide (USAN/INN)
dr:D02814	Alitame (USAN)
dr:D02815	Alitretinoin (USAN)
dr:D02816	Alkyl (C12-15) benzoate (NF)
dr:D02817	Allobarbital (USAN/INN)
dr:D02818	Allyl isothiocyanate (USP)
dr:D02819	Almadrate sulfate (USAN)
dr:D02821	Almagate (USAN/INN)
dr:D02822	Almitrine mesylate (USAN)
dr:D02823	Almond oil (NF)
dr:D02824	Almotriptan (USAN)
dr:D02825	Almotriptan malate (USP)
dr:D02826	Alniditan dihydrochloride (USAN)
dr:D02828	Alonimid (USAN/INN)
dr:D02829	Alosetron hydrochloride (USAN)
dr:D02830	Alovudine (USAN/INN)
dr:D02831	alpha Amylase (USAN)
dr:D02833	Alpidem (USAN/INN)
dr:D02834	Alprenoxime hydrochloride (USAN)
dr:D02835	Alrestatin sodium (USAN)
dr:D02836	Altanserin tartrate (USAN)
dr:D02837	Alteplase (USP/INN)
dr:D02838	Althiazide (USAN)
dr:D02839	Altinicline maleate (USAN)
dr:D02840	Altrenogest (USAN/INN)
dr:D02841	Altretamine (USP/INN)
dr:D02842	Alum, ammonium (USP)
dr:D02843	Aluminum acetate (USP)
dr:D02844	Aluminum carbonate, basic (USAN)
dr:D02845	Aluminum chloride (USP)
dr:D02846	Cinalukast (USAN/INN)
dr:D02847	Ontazolast (USAN/INN)
dr:D02848	Pobilukast edamine (USAN)
dr:D02849	Ritolukast (USAN/INN)
dr:D02850	Sulukast (USAN/INN)
dr:D02851	Tomelukast (USAN/INN)
dr:D02852	Aluminum chlorohydrate (USP)
dr:D02853	Aluminum chlorohydrex (USAN)
dr:D02854	Aluminum chlorohydrex polyethylene glycol (USP)
dr:D02855	Aluminum chlorohydrex propylene glycol (USP)
dr:D02856	Aluminum dichlorohydrate (USP)
dr:D02857	Aluminum dichlorohydrex polyethylene glycol (USP)
dr:D02858	Aluminum dichlorohydrex propylene glycol (USP)
dr:D02860	Limaprost alfadex (JP17)
dr:D02861	Indinavir sulfate ethanolate (JAN)
dr:D02862	Aluminum phosphate (USP)
dr:D02863	Aluminum sesquichlorohydrate (USP)
dr:D02864	Aluminum sesquichlorohydrex polyethylene glycol (USP)
dr:D02865	Aluminum sesquichlorohydrex propylene glycol (USP)
dr:D02866	Aluminum subacetate (USP)
dr:D02867	Fosamprenavir calcium hydrate (JAN)
dr:D02868	Aluminum zirconium octachlorohydrate (USP)
dr:D02869	Aluminum zirconium octachlorohydrex Gly (USP)
dr:D02870	Aluminum zirconium pentachlorohydrate (USP)
dr:D02871	Aluminum zirconium pentachlorohydrex Gly (USP)
dr:D02872	Aluminum zirconium tetrachlorohydrate (USP)
dr:D02873	Aluminum zirconium tetrachlorohydrex Gly (USP)
dr:D02874	Aluminum zirconium trichlorohydrate (USP)
dr:D02875	Aluminum zirconium trichlorohydrex Gly (USP)
dr:D02876	Alvameline maleate (USAN)
dr:D02877	Alverine citrate (USAN)
dr:D02878	Alvimopan (USAN)
dr:D02879	Alvircept sudotox (USAN/INN)
dr:D02880	Alvocidib hydrochloride (USAN)
dr:D02881	Amadinone acetate (USAN)
dr:D02882	Ambomycin (USAN/INN)
dr:D02883	Ambruticin (USAN/INN)
dr:D02884	Ambuphylline (USAN)
dr:D02885	Ambuside (USAN/INN)
dr:D02886	Amcinafal (USAN/INN)
dr:D02887	Amcinafide (USAN/INN)
dr:D02888	Amdinocillin (USAN)
dr:D02889	Amdinocillin pivoxil (USAN)
dr:D02890	Amdoxovir (USAN/INN)
dr:D02891	Amedalin hydrochloride (USAN)
dr:D02892	Ameltolide (USAN/INN)
dr:D02893	Amesergide (USAN/INN)
dr:D02894	Ametantrone acetate (USAN)
dr:D02896	Amflutizole (USAN/INN)
dr:D02897	Amfonelic acid (USAN)
dr:D02898	Amicloral (USAN)
dr:D02899	Amicycline (USAN/INN)
dr:D02900	Amidapsone (USAN/INN)
dr:D02901	Amidephrine mesylate (USAN)
dr:D02902	Amifloxacin (USAN/INN)
dr:D02903	Amifloxacin mesylate (USAN)
dr:D02904	Amiloxate (USP/INN)
dr:D02905	Aminacrine hydrochloride (USAN)
dr:D02906	Aminobenzoate potassium (USP)
dr:D02907	Aminobenzoate sodium (USP)
dr:D02908	Aminolevulinic acid hydrochloride (JAN/USAN)
dr:D02909	Aminorex (USAN/INN)
dr:D02910	Amiodarone (USAN/INN)
dr:D02911	Amiprilose hydrochloride (USAN)
dr:D02912	Amiquinsin hydrochloride (USAN)
dr:D02913	Amlintide (USAN/INN)
dr:D02914	Amlodipine maleate (USAN)
dr:D02915	Ammonia N 13 (USP)
dr:D02916	Ammonia solution, strong (NF)
dr:D02917	Ammonia spirit, aromatic (USP)
dr:D02918	Ammonio methacrylate copolymer (NF)
dr:D02919	Ammonium carbonate (NF)
dr:D02920	Ammonium lactate (USAN)
dr:D02921	Ammonium phosphate (NF)
dr:D02922	Amodiaquine (USP/INN)
dr:D02923	Amorolfine (USAN/INN)
dr:D02924	Amotosalen hydrochloride (USAN)
dr:D02925	Amoxicillin sodium (USAN)
dr:D02926	Amphecloral (USAN)
dr:D02927	Amphomycin (USAN)
dr:D02928	Amprolium (USP/INN)
dr:D02929	Ampyzine sulfate (USAN)
dr:D02930	Amquinate (USAN/INN)
dr:D02931	Amylene hydrate (NF)
dr:D02932	Anagestone acetate (USAN)
dr:D02933	Anagrelide hydrochloride (USP)
dr:D02934	Anakinra (USAN/INN)
dr:D02935	Anaritide acetate (USAN)
dr:D02936	Anazolene sodium (USAN/INN)
dr:D02937	Ancestim (USAN/INN)
dr:D02938	Ancrod (USAN/INN)
dr:D02939	Angiotensin amide (USAN)
dr:D02940	Anidoxime (USAN/INN)
dr:D02941	Anileridine (USP/INN)
dr:D02942	Anileridine hydrochloride (USP)
dr:D02943	Anilopam hydrochloride (USAN)
dr:D02944	Anirolac (USAN/INN)
dr:D02945	Anise oil (NF)
dr:D02947	Anistreplase (USAN/INN)
dr:D02948	Anitrazafen (USAN/INN)
dr:D02949	Anoxomer (USAN)
dr:D02950	Antazoline phosphate (USP)
dr:D02951	Anthelmycin (USAN)
dr:D02952	Anthramycin (USAN)
dr:D02953	Anticoagulant citrate dextrose (USP)
dr:D02954	Anticoagulant citrate phosphate dextrose adenine (USP)
dr:D02955	Anticoagulant citrate phosphate dextrose (USP)
dr:D02956	Anticoagulant heparin (USP)
dr:D02957	Anticoagulant sodium citrate (USP)
dr:D02958	Antihemophilic factor (USP)
dr:D02959	Antimony potassium tartrate (USP)
dr:D02960	Antimony trisulfide colloid (USAN)
dr:D02961	Antivenin (Latrodectus mactans) (USP)
dr:D02962	Antivenin (Micrurus fulvius) (USP)
dr:D02963	Antivenin (Crotalidae) polyvalent (USP)
dr:D02964	Apaxifylline (USAN/INN)
dr:D02965	Apaziquone (USAN/INN)
dr:D02966	Apazone (USAN)
dr:D02967	Apolizumab (USAN/INN)
dr:D02968	Aprepitant (JAN/USP/INN)
dr:D02969	Aprindine (USAN/INN)
dr:D02970	Aprinocarsen sodium (USAN)
dr:D02971	Aprotinin (USP/INN)
dr:D02972	Aptazapine maleate (USAN)
dr:D02973	Aptiganel hydrochloride (USAN)
dr:D02974	Aranotin (USAN/INN)
dr:D02975	Arbaprostil (USAN/INN)
dr:D02976	Arbutamine hydrochloride (USAN)
dr:D02977	Arcitumomab (USAN/INN)
dr:D02978	Arclofenin (USAN/INN)
dr:D02979	Ardenermin (USAN)
dr:D02980	Adomiparin sodium (USAN)
dr:D02981	Arformoterol tartrate (USAN)
dr:D02982	Arginine (USP/INN)
dr:D02983	Argipressin tannate (USAN)
dr:D02984	Arildone (USAN)
dr:D02985	Arofylline (USAN/INN)
dr:D02986	Aromatic elixir
dr:D02987	Arprinocid (USAN/INN)
dr:D02988	Arsanilic acid (USP/INN)
dr:D02989	Arteflene (USAN/INN)
dr:D02990	Artegraft (USAN)
dr:D02991	Articaine hydrochloride (JAN/USP)
dr:D02992	Artilide fumarate (USAN)
dr:D02993	Arzoxifene hydrochloride (USAN)
dr:D02994	Rituximab (USAN/INN)
dr:D02995	Asenapine maleate (JAN/USAN)
dr:D02996	Asoprisnil (USAN/INN)
dr:D02997	Asparaginase (USAN)
dr:D02998	Aspartocin (USAN)
dr:D02999	Asperlin (USAN)
dr:D03001	Atevirdine mesylate (USAN)
dr:D03002	Atipamezole (USAN/INN)
dr:D03003	Atiprimod dihydrochloride (USAN)
dr:D03004	Atiprimod dimaleate (USAN)
dr:D03005	Atiprosin maleate (USAN)
dr:D03007	Atolide (USAN/INN)
dr:D03008	Atosiban (USAN/INN)
dr:D03009	Atrasentan hydrochloride (USAN)
dr:D03010	Atreleuton (USAN/INN)
dr:D03011	Atropine oxide hydrochloride (USAN)
dr:D03012	Avasimibe (USAN/INN)
dr:D03013	Avilamycin (USAN/INN)
dr:D03014	Avitriptan fumarate (USAN)
dr:D03015	Avobenzone (USP/INN)
dr:D03016	Avoparcin (USAN/INN)
dr:D03017	Avridine (USAN)
dr:D03018	Axitirome (USAN/INN)
dr:D03019	Azabon (USAN)
dr:D03020	Imiglucerase (USAN/INN)
dr:D03021	Azacitidine (JAN/USAN/INN)
dr:D03022	Azaclorzine hydrochloride (USAN)
dr:D03023	Azaconazole (USAN/INN)
dr:D03024	Azacosterol hydrochloride (USAN)
dr:D03025	Azalanstat dihydrochloride (USAN)
dr:D03026	Azaloxan fumarate (USAN)
dr:D03027	Azanator maleate (USAN)
dr:D03028	Azanidazole (USAN/INN)
dr:D03029	Azaribine (USAN/INN)
dr:D03030	Azarole (USAN)
dr:D03031	1-(4-Methylphenyl)ethyl nicotinate (JAN)
dr:D03032	Azaserine (USAN/INN)
dr:D03033	Azathioprine sodium (USP)
dr:D03034	Azelaic acid (USAN/INN)
dr:D03035	Azepindole (USAN/INN)
dr:D03036	Azetepa (USAN/INN)
dr:D03037	Azimilide dihydrochloride (USAN)
dr:D03038	Azipramine hydrochloride (USAN)
dr:D03039	Azlocillin sodium
dr:D03040	Azolimine (USAN/INN)
dr:D03041	Azumolene sodium (USAN)
dr:D03042	Azotomycin (USAN/INN)
dr:D03043	Air, medical (USP)
dr:D03044	Antirabies serum
dr:D03045	Attapulgite, activated (USP)
dr:D03046	Cytarabine ocfosphate hydrate (JAN)
dr:D03047	Bacitracin methylenedisalicylate (USP)
dr:D03048	Bacitracin zinc (USP)
dr:D03050	Bambermycins (USAN)
dr:D03051	Bamifylline hydrochloride (USAN)
dr:D03052	Bamnidazole (USAN/INN)
dr:D03053	Bandage, adhesive (USP)
dr:D03054	Bandage, gauze (USP)
dr:D03055	Barium hydroxide lime (USP)
dr:D03056	Barmastine (USAN/INN)
dr:D03057	Basifungin (USAN/INN)
dr:D03058	Basiliximab (USAN/INN)
dr:D03059	Batabulin sodium (USAN)
dr:D03060	Batanopride hydrochloride (USAN)
dr:D03061	Batimastat (USAN/INN)
dr:D03062	Bazedoxifene acetate (JAN/USAN)
dr:D03063	BCG vaccine (USP)
dr:D03064	Becanthone hydrochloride (USAN)
dr:D03065	Becaplermin (USAN/INN)
dr:D03066	Bectumomab (USAN/INN)
dr:D03067	Belfosdil (USAN/INN)
dr:D03068	Belimumab (USAN)
dr:D03069	Belladonna (USP)
dr:D03070	Beloxamide (USAN/INN)
dr:D03071	Beloxepin (USAN/INN)
dr:D03072	Bemarinone hydrochloride (USAN)
dr:D03073	Bemesetron (USAN/INN)
dr:D03074	Bemitradine (USAN/INN)
dr:D03075	Bemoradan (USAN/INN)
dr:D03076	Benapryzine hydrochloride (USAN)
dr:D03077	Benazeprilat (USAN/INN)
dr:D03078	Bendacalol mesylate (USAN)
dr:D03079	Benorterone (USAN/INN)
dr:D03080	Benoxaprofen (USAN/INN)
dr:D03081	Bensalan (USAN/INN)
dr:D03082	Benserazide (USAN/INN)
dr:D03083	Bentazepam (USAN/INN)
dr:D03084	Bentonite (JP17/NF)
dr:D03085	Bentoquatam (USAN)
dr:D03086	Benurestat (USAN/INN)
dr:D03087	Benzetimide hydrochloride (USAN)
dr:D03088	Benzilonium bromide (USAN/INN)
dr:D03089	Benzoctamine hydrochloride (USAN)
dr:D03090	Benzodepa (USAN/INN)
dr:D03091	Benzoin (JP17/USP)
dr:D03092	Benzoxiquine (USAN/INN)
dr:D03093	Benzoyl peroxide (JAN/USP)
dr:D03094	Benzoylpas calcium (USAN)
dr:D03095	Benzylpenicilloyl polylysine (USP)
dr:D03096	Beractant (USAN)
dr:D03097	Berefrine (USAN/INN)
dr:D03098	Berythromycin (USAN/INN)
dr:D03099	Besipirdine hydrochloride (USAN)
dr:D03100	Besonprodil (USAN)
dr:D03101	beta Carotene (USP)
dr:D03102	Betahistine hydrochloride (USP)
dr:D03103	Betaine hydrochloride (USP)
dr:D03104	Betamicin sulfate (USAN)
dr:D03105	Betiatide (USAN)
dr:D03106	Bexarotene (JAN/USAN/INN)
dr:D03107	Bexlosteride (USAN/INN)
dr:D03108	Bialamicol hydrochloride (USAN)
dr:D03109	Bibapcitide (USAN/INN)
dr:D03110	Bicifadine hydrochloride (USAN)
dr:D03111	Biciromab (USAN/INN)
dr:D03112	Biclodil hydrochloride (USAN)
dr:D03113	Bidisomide (USAN/INN)
dr:D03114	Bimosiamose disodium (USAN)
dr:D03115	Fasudil hydrochloride hydrate (JAN)
dr:D03116	Bindarit (USAN/INN)
dr:D03117	Binetrakin (USAN/INN)
dr:D03118	Binfloxacin (USAN/INN)
dr:D03119	Biniramycin (USAN/INN)
dr:D03120	Binodenoson (USAN/INN)
dr:D03121	Binospirone mesylate (USAN)
dr:D03122	Biological indicator for dry-heat sterilization, paper strip (USP)
dr:D03123	Biological indicator for ethylene oxide sterilization, paper strip (USP)
dr:D03124	Biological indicator for steam sterilization, paper strip (USP)
dr:D03125	Biological indicator for steam sterilization, self-contained (USP)
dr:D03126	Bipenamol hydrochloride (USAN)
dr:D03127	Biphenamine hydrochloride (USAN)
dr:D03128	Biricodar dicitrate (USAN)
dr:D03129	Bisacodyl tannex (USAN)
dr:D03130	Bisantrene hydrochloride (USAN)
dr:D03131	Bismuth, [milk of] (USP)
dr:D03132	Bisnafide dimesylate (USAN)
dr:D03133	Bisobrin lactate (USAN)
dr:D03134	Bispyrithione magsulfex (USAN)
dr:D03135	Bithionolate sodium (USAN)
dr:D03136	Bivalirudin (USAN/INN)
dr:D03137	Bizelesin (USAN/INN)
dr:D03138	Blood cells, red (USP)
dr:D03139	Blood group specific substances A, B, and AB
dr:D03140	Blood grouping serum, anti-A (USP)
